码	调整前	调整后
vfgd		真该
vfgl		真广
vfgx		诊刮、震卦
vfgz		真够
vfhg		真横
vfhl		震惶
vfhr		震寰
vfhs		真红
vfhu		真虎、镇唬
vfid		真拆
vfie		针车
vfif		真沉
vfil		真闯
vfis		真充
vfiu		真出、真除
vfjr		赈捐、真卷
vfjs		真囧
vfju		针具
vfke		真可、真渴
vfkh		镇康
vfkj		真看
vfkl		珍矿
vfkr		真宽、赈款
vfky		真困
vfkz		真抠
vflj		真懒
vfll		真亮、真凉
vfls		真龙、震聋
vflu		珍露、真露
vflv		帧率
vfly		针轮
vflz		镇楼、震楼
vfmb		振民
vfmc		真貌、真毛
vfme		真么
vfmg		真猛
vfmo		镇魔、振膜
vfnd		真乃
vfng		真能
vfpd		镇派
vfph		真胖
vfpm		真篇
vfpn		真票
vfpw		真配
vfqr		真全
vfqs		真穷
vfqu		真去
vfro		真弱
vfsc		真骚、真臊
vfsj		震散
vfsr		真算
vfss		真怂、真松
vfsu		真俗、帧速
vfsy		真损
vftd		镇台
vfte		真特
vftg		真疼
vftn		真挑
vftu		阵图
vftv		针推
vfuc		真少
vfug		震声、真声
vfuo		真说
vfuv		真水、斟水
vfuy		真顺
vfvc		真照、朕兆
vfvj		镇站、针毡
vfvl		针状
vfvr		真转
vfvv		真追
vfvz		真州
vfwd		镇外
vfwu		真武、真无
vfxy		真逊、真寻
vfyb		震音、真音
vfys		真用
vfyt		镇岳
vfyy		真晕
vfyz		真有
vfzh		真脏
vfzj		真赞
vfzu		真足
vfzz		真走
vgbh		正帮
vgbn		正表
vgcd		蒸菜、正财
vgco		整错
vgcs		正从
vgcy		整存
vger		整儿
vggw		正给
vggx		正挂
vghk		整坏
vghr		正欢
vghw		正黑
vghx		正华、正话
vgij		正产、争产
vgir		正穿、整船
vgjb		正紧、争进
vgjl		正将
vgjr		整卷
vgjt		正觉
vgkj		正看
vgkr		整款
vgku		争酷
vgky		整捆
vgle		挣了、整了
vgmi		挣米、蒸米
vgmj		正满
vgni		整你
vgns		正浓
vgnu		证奴
vgpi		整批
vgpk		整平、正平
vgqk		正清、正氢
vgsh		蒸桑
vgsi		整死
vgss		争讼
vgth		正堂
vgtr		整团
vgtz		正头
vgua		整啥
vgvx		正抓
vgwo		整我
vgxn		争笑
vgxt		正学
vgyk		正营、正应
vgzv		争嘴
vhbk		长病、掌兵
vhcc		长草
vhcd		掌财
vhci		长刺
vhcj		长残
vhdh		章党
vhdn		长屌
vhds		章动
vher		丈二
vhgf		掌根
vhgh		章纲
vhgz		帐钩
vhhe		张合
vhhz		章后
vhjn		掌教
vhjq		掌灸
vhku		胀库
vhlk		账龄
vhlv		涨率
vhmd		张卖
vhme		长么
vhnd		涨奶
vhne		长呢
vhnw		帐内、账内
vhpc		长泡
vhpi		长皮
vhpo		涨破
vhso		涨缩
vhtc		账套
vhtd		章台
vhtj		涨滩
vhtm		掌天
vhtn		账条
vhto		掌托
vhtz		账头
vhua		杖杀
vhuz		张手
vhvi		张纸、涨至
vhvs		掌中
vhxi		掌玺
vhyt		掌阅
vhzc		掌灶
vhzs		张总、章宗
vhzu		账族
vhzz		章奏
vibb		之滨
vicc		纸草、植草
vicy		只存
vidn		只掉
vidr		指端、志短
vigh		值岗
vigv		职规
vihd		致害、之海
vihl		指皇
viho		之火
vihs		志宏、滞洪
viic		纸钞
viid		支差
viif		之臣
viij		知产、置产
viio		直戳
viiv		直吹
viiz		纸抽、之仇
vikf		只肯
vikh		志康、支抗
vikr		支款、指宽
vikx		直夸、直跨
vilh		只狼、指廊
vimc		直冒
vimf		窒闷
vimn		直瞄
vipf		直喷、纸盆
vipj		只盼、纸盘
viqs		智穷
virz		指柔、炙肉
visd		直塞
viss		只送、直送
vito		之托
vitp		制铁
vitv		支腿
viua		只杀
vivl		直装、直撞
vivx		只抓
viwj		只玩
viwo		知我、指握
vixs		之兄
vjcc		斩草
vjcd		战采
vjci		站次
vjco		站错
vjde		站得、占得
vjdg		盏灯
vjdn		斩掉、占掉
vjds		站东
vjen		沾恩
vjfg		斩风
vjgz		粘钩
vjhf		战痕
vjhs		展鸿
vjhw		詹黑
vjig		占城
vjil		占床
vjiv		战锤
vjjq		沾酒
vjjr		展卷
vjjt		战绝、斩决
vjkg		占坑
vjko		战扩、展扩
vjks		占空、战恐
vjkv		战盔
vjle		占了、站了、沾了
vjlo		斩落
vjni		沾泥、詹妮
vjnj		斩男
vjnv		斩女
vjpo		斩破、占婆
vjqr		占全
vjru		沾濡
vjtj		战坦、旃檀
vjtz		斩头
vjuv		沾水、蘸水
vjvo		展桌
vjwj		占完、瞻玩
vjxx		站下
vjxy		战勋、展讯
vjyt		斩月
vjyu		斩于
vjzu		栈租
vjzw		斩贼
vkdc		拽到、拽倒
vkge		拽哥
vkni		拽你
vkrf		拽人
vksi		拽死
vkuh		拽上
vkve		拽着
vkwf		拽文
vkwo		拽我
vkye		拽爷
vkzz		拽走
vlcd		装菜
vlci		状词
vlco		装错
vldh		装档
vldi		桩底
vldn		撞掉
vlds		装懂
vldz		装兜
vlfh		装房
vlfw		撞飞
vlgg		撞梗
vlgk		装怪
vlgw		装给
vlhx		妆花
vlhy		撞昏
vlhz		妆后
vlif		撞沉
vliv		撞锤
vljk		桩径、壮景
vljp		庄洁、装接
vlkd		撞开
vlke		庄客、撞客
vlle		装了、撞了
vllj		撞烂
vlll		装量
vlls		装聋
vllz		幢楼
vlmh		装莽
vlmk		撞名
vlmo		装模
vlmu		庄穆
vlnj		壮男
vlnl		妆娘
vlpk		装瓶
vlpn		庄票
vlqi		装起
vlre		壮热
vlri		撞日
vlse		撞色
vlss		装怂
vlta		撞塌
vlti		桩体
vltn		装调
vlve		装着
vlwj		装完
vlxm		撞线
vlxs		装熊
vlzc		妆造
vlzs		庄宗
vlzv		装醉
vlzz		装走
voai		卓艾
vobd		桌摆
vobp		捉鳖
vods		桌洞
vodz		桌兜
vogo		捉过
vohc		桌号
vohx		浊化
voih		桌长
vojb		捉紧、桌巾
vojx		桌架、着家
vokc		灼烤
voke		琢刻
vomc		捉猫
vomu		啄木
vopd		桌牌
vorf		捉人
votc		桌套
votd		桌台
voth		灼烫
votj		浊痰
vouj		桌山
vouu		桌数
vouv		濯水、着水
voww		卓威、桌位
voxi		桌席、濯洗
voxl		着相
voye		卓业
voyk		斫营
voyr		卓远、桌缘
vozh		捉赃
vozz		捉走
vrbk		转病
vrbu		赚不
vrce		专册
vrch		转仓
vrci		专此
vrco		转错
vrdg		转灯、专等
vrdh		转档
vrdk		专盯
vrdn		转掉
vrdo		转舵、赚多
vrdv		专对、转对
vrdz		转斗
vrff		转粉
vrfg		砖缝
vrfj		赚翻
vrfu		转服、转付
vrfw		转费
vrgl		转光
vrgz		赚够
vrhe		转合
vrho		转货
vrhs		砖红
vrii		专吃
vril		转床
vris		专宠
vriz		转抽
vrjl		专讲
vrjm		专拣
vrjr		专卷
vrkc		专靠
vrkg		专坑
vrks		专控
vrku		转库
vrle		赚了、转了
vrlk		转铃
vrll		转凉、转亮
vrln		转料
vrlq		转流
vrls		转龙
vrme		转么
vrmg		颛蒙
vrmm		砖面
vrpb		转聘
vrpk		转评
vrpm		专篇
vrpw		转配
vrqi		砖砌
vrqn		颛桥、转俏
vrqy		转群
vrri		转日
vrrs		转融
vrso		转所
vrta		转他、砖塔
vrtk		专厅
vrtr		转团
vrts		转筒、转通
vrtv		转推
vrue		专设
vruj		专擅、转山
vruk		转衰
vruv		转水
vrva		砖渣
vrvc		专找
vrvd		转债
vrwo		转我、赚我
vrxr		专选
vrxy		转训、专讯
vryt		转月
vrzz		转走、专走
vsao		中澳
vsbf		重本
vsbi		重臂
vsbm		终边
vsbp		种别
vsce		中册
vsch		重仓
vsen		重恩
vshj		中韩、中寒
vshu		中户
vshw		中黑
vsia		中茶、中差
vsii		中翅
vsis		中冲
vsiu		中出
vsiv		重锤、中吹
vsjt		中觉
vslk		钟灵
vsmi		中秘
vsmm		中缅、钟面
vsmo		终末、中魔
vsmu		众目
vsng		中能、终能
vsnw		忠内
vspw		中配
vsqn		重敲
vsqp		中切
vsrr		中软
vsrs		中荣
vsry		中润
vsso		众所
vstc		中套
vsti		中体
vstj		重坦
vstn		中条
vstv		中推
vsuc		中烧
vsuz		重手
vsve		种着、肿着
vsvj		中站、终站
vsvx		中抓
vsvy		中准
vswj		种完、中脘
vswo		中沃
vsxs		仲兄
vsyy		中运、中云
vszo		中座
vuao		驻澳
vubn		主表
vuco		铸错
vudg		主灯、竹凳
vudh		主档
vudp		助跌
vudz		猪都
vuee		助恶、诸恶
vuer		猪耳
vugx		主卦
vuha		朱蛤
vuhk		蛀坏
vuhl		猪皇
vuie		驻车
vuif		诸臣
vuir		珠串、驻川
vujb		住进
vuka		主卡、主咖
vukd		煮开
vukg		竹坑
vukh		珠康
vule		住了、煮了
vulp		猪鬣、逐列
vumc		猪毛
vume		住么
vumi		猪咪
vuna		住哪
vunb		祝您、助您
vunu		主奴
vupj		主盘
vupk		主屏
vupw		主陪、主配
vuqk		竹青
vuqq		主球、诛求
vush		主丧
vusz		主搜
vutg		竹藤
vutk		助听
vutr		主团
vuuo		主说、著说
vuvr		主砖
vuxs		主凶
vuys		主用
vuza		猪杂
vuze		主责
vuzz		逐走
vvci		赘词
vvdj		追单
vvdk		追订
vvdp		追跌
vvdu		追堵、追读
vvfj		追番
vvgo		追过
vvhc		追号
vvho		追货
vvhx		缀化
vvig		追成
vvil		坠床
vvjb		追进、追近
vvjk		坠井
vvkj		追砍
vvks		锥孔、椎孔
vvku		追酷
vvle		追了
vvlm		追恋
vvls		坠龙
vvma		坠马、追骂
vvna		追拿
vvnp		追蹑
vvpc		追跑
vvpk		追平、追评
vvpw		追赔
vvse		追色
vvtz		锥头
vvuv		追谁
vvuw		追谁
vvvh		追涨、坠胀
vvvo		追捉
vvxn		追销
vvxs		追凶
vvya		坠崖
vvye		坠叶
vvyk		追影
vvyr		追远
vvzr		锥钻
vxbc		抓包、抓爆
vxbi		抓笔
vxbj		抓板
vxbn		抓膘
vxco		抓错
vxda		抓大、抓打
vxdi		抓地
vxdj		抓单
vxdz		抓斗
vxfu		抓夫
vxge		抓个
vxgf		抓哏
vxgk		抓拐
vxgo		抓过
vxgr		抓管
vxgv		抓鬼、抓轨
vxgz		抓钩、抓狗
vxis		抓虫、抓宠
vxjm		抓奸
vxjx		抓夹
vxks		抓空
vxld		抓来
vxle		抓了
vxli		抓力
vxlj		抓烂
vxls		抓龙
vxma		抓马
vxnd		抓奶
vxne		抓呢
vxni		抓你
vxnn		抓鸟
vxpk		抓屏
vxqm		抓钱
vxqq		抓球
vxrs		抓绒
vxsi		抓死
vxsv		抓碎
vxta		抓他
vxtz		抓头
vxue		抓蛇
vxve		抓着
vxwf		抓稳
vxxl		爪镶
vxxm		抓先
vxxn		抓小
vxyu		抓鱼
vxzd		抓在
vxzr		爪钻
vyba		准吧
vyco		准错
vydp		准跌
vyfa		准发
vyge		准个
vygo		准过
vyhc		准好
vyig		准成
vyjm		准建
vyke		准可
vyle		准了
vyma		准吗
vyme		准么
vymw		准没
vyni		准你
vyqm		准迁
vyta		准他
vyti		准提
vyuf		准神
vyuz		准售、准收
vywh		准王
vywo		准我
vyyz		准有
vzci		周次
vzdm		粥店
vzff		昼分
vzfg		骤风
vzgg		周更
vzgo		周国
vzhz		周后
vzkc		周考
vzle		皱了、肘了
vzlg		骤冷
vzlm		周练
vzmh		昼盲
vzmm		周免、皱面
vzmu		周目、州牧
vzni		咒你
vzpb		粥品
vzpi		皱皮、舟批、粥批
vzpu		粥铺
vzqb		昼寝
vzrf		肘人
vzsd		周赛
vztc		周涛
vzth		周堂
vzti		轴体
vztk		骤停
vztz		轴头
vzui		州市
vzuv		粥水
vzuy		周顺
vzvz		州州
vzyb		咒印
vzze		舟舴
vzzu		周租
waaa		哇啊
wabh		佤邦
wabi		挖鼻
waci		瓦刺
wadn		挖掉
wadr		挖断
wadz		挖斗
wagf		挖根
wago		瓦锅
wagz		挖沟
wahc		挖好
wahe		挖河
waig		瓦城、挖成
waih		瓦厂、袜厂
waii		挖哧
wair		挖穿
wajn		蛙叫
wakd		挖开
wald		挖来
wale		挖了
wals		瓦龙
walw		哇嘞、挖雷
wamm		瓦面
wamu		挖墓
wapi		瓦批
wasy		挖笋
waue		瓦舍
wauf		挖深
waui		瓦时
wavr		瓦砖
waxb		挖心
waxx		挖下
waya		哇呀
wayj		挖眼、瓦檐
wdai		歪爱
wdbj		外办
wdbk		外丙
wdcc		外操
wdch		外仓、外舱
wdda		外搭
wddj		外单
wddr		外端
wddu		外度
wdge		外格
wdgk		外拐
wdgl		外光
wdgu		外雇
wdgv		外柜、外鬼
wdhe		外盒、外合
wdhu		外呼、外乎
wdhy		外婚
wdia		外插、外查
wdid		外拆
wdif		外臣
wdil		外窗
wdko		外扩
wdkr		外宽
wdlc		外劳
wdle		歪了、崴了
wdlg		外冷
wdlh		外廊
wdlj		外栏
wdlu		歪路
wdmg		外蒙
wdmk		外名
wdmo		外模
wdnc		外脑
wdni		崴泥
wdnm		歪念
wdns		外农
wdnv		外女
wdnw		外内
wdpm		外片、外篇
wdpp		外撇
wdpu		外铺
wdpw		外配
wdqy		外群
wdre		外热
wdri		歪日
wdrv		外瑞
wdrz		外柔
wdsu		外宿
wdti		外提
wdtm		外天
wdto		外拓
wdtp		外贴
wdtr		外团
wdts		外筒
wdtv		外推
wdua		外沙、外砂
wdve		歪着
wdvh		外账
wdvl		外装
wdvu		外住
wdwo		外我
wdxi		外系
wdxt		外学
wdya		外压
wdyc		歪腰
wfbw		问呗
wfco		问错
wfde		闻得、问得
wfdm		稳点
wfdp		文牒
wfdr		文段、温锻
wfds		文东
wfdv		问对
wfen		温恩
wfer		文儿
wfff		文芬
wffo		问佛
wfgj		温感
wfgo		问过、稳过
wfgv		文贵
wfic		稳超、文抄
wfie		稳车
wfii		文痴、稳吃
wfkd		文楷
wfkh		文康、稳抗
wfkk		文侩
wfkz		汶口
wflc		温老
wfle		问了、稳了
wfln		文料
wflo		问咯
wfls		文龙
wflv		文旅、文律
wflz		文楼
wfmc		问毛
wfmm		纹面
wfni		温妮
wfpg		温棚
wfpw		文佩
wfqb		文琴
wfqn		文桥
wfqq		文裘
wfqt		文雀
wfqy		文群
wfrj		文然
wfrs		文荣
wftp		稳帖
wftr		稳团
wftu		文图
wftz		问头、文头
wfue		文社
wfuk		文帅
wfuo		问说、文说
wfuw		问谁
wfuz		吻手
wfva		稳扎
wfvc		文昭
wfve		问着、闻着
wfvr		稳赚
wfwo		问我
wfww		闻味
wfxp		问些
wfye		问也、文野
wfys		文勇
wfyt		问月、文曰
wfzg		稳增
wgbi		瓮鼻
wgbo		蓊勃
wgdh		翁当
wgdk		翁丁
wggs		翁工
wghs		翁虹
wgmk		嗡鸣
wgth		翁塘
wgts		翁通
wgug		瓮声
wgui		翁氏
wgvs		翁仲、瓮中
wgwj		翁万
wgyh		翁垟、翁扬
wgyz		瓮牖
wgzi		嗡子
whbn		网标
whde		忘得
whdh		亡党
whdi		亡弟
whdk		王鼎
whdu		网赌、王都
whdv		王队、网队
wher		王二
whfh		往访
whgc		往高
whgd		忘改
whgj		网感
whgv		忘归
whgw		忘给
whhc		网号
whhl		网黄
whhw		网黑
whil		望窗
whkc		网考、王考
whkd		忘开
whla		忘啦、忘拉
whlb		王林
whlp		网猎
whlq		汪流
whlw		王泪
whmz		王某
whna		往哪、往那
whnb		望您
whng		望能
whnv		亡女
whpw		网配
whqb		王亲
whqp		网切
whre		旺热
whss		枉送
whtc		网套
whtk		王庭
whtn		网调
whtp		网贴
whtr		王团
whtv		网推
whtz		网投、网头
whua		网纱、枉杀
whuc		望哨
whuk		旺衰
whuu		王叔、望蜀
whva		王炸
whvr		网赚
whwa		网袜
whwj		忘完
whxb		网信、网心
whxp		网鞋、忘写
whys		妄用
whzc		忘造
whze		王泽
whzh		网葬
whzy		王尊
wjba		弯把
wjce		万册
wjco		玩错
wjde		玩得
wjdg		万灯
wjdn		玩掉、弯掉
wjen		万恩
wjfo		万佛
wjfw		万飞、顽匪
wjgh		万钢
wjgj		弯杆、皖赣
wjhe		万和
wjhs		万红、丸红
wjhw		玩黑
wjhz		完后
wjif		弯沉
wjil		万创
wjir		万川、玩穿
wjjt		碗蕨
wjka		玩咖
wjkj		晚刊、晚看
wjks		万控、晚空
wjkv		万亏
wjlj		碗篮、玩烂
wjly		万轮
wjlz		完喽
wjmc		玩毛
wjmg		万盟
wjmn		婉妙
wjmu		万亩、万木
wjmz		弯眸
wjnn		玩鸟
wjnw		碗内
wjpb		万品
wjpf		碗盆
wjpj		碗盘、晚盘
wjpm		万篇、万片
wjpu		万普
wjrv		万瑞
wjrz		婉柔
wjsd		完赛
wjse		万色
wjso		玩索
wjsr		弯酸
wjss		万松
wjtc		万套
wjtd		万台
wjtr		碗团
wjtu		玩图、完图
wjue		玩蛇
wjuf		弯身
wjuu		玩熟
wjuw		玩谁
wjvf		弯针、湾镇
wjvi		湾沚、万只
wjwf		万文
wjwo		玩我
wjxr		顽癣
wjxs		万雄
wjxu		万绪
wjyk		晚萤、玩应
wjyy		晚孕
wjze		万泽
wjzj		万赞
wjzz		晚走
woaa		我啊
wobm		窝边
woca		我擦
wocc		我艹、握草
woce		我测
woci		沃茨
wodk		我顶
wofa		握法
wofg		窝风
wofu		我服
wofw		沃肥
wogd		我该
wogg		我更
wogx		窝瓜
wohe		我和
woii		握持
wois		涡虫
wokc		我靠
wona		我那、我拿
wonu		倭奴
wonv		我女
wopn		卧票
woqi		握起、窝气
wotc		窝逃
wouh		我上
wuao		呜嗷、兀傲
wuba		误把
wubf		五本、无本
wucc		雾草、误操
wuci		五次
wudp		舞蝶
wudv		五队
wugd		无盖、勿改
wuho		无货、无获
wuhs		五红
wuid		误拆
wuil		误闯、无窗
wuiv		武吹
wuiz		无仇、武丑
wujq		无救、无酒
wukc		无靠、误考
wukj		勿看、误刊
wukr		五款
wulc		五老
wulp		芜劣
wulu		无路
wumc		无毛
wumi		五米
wumo		五魔
wumq		误谬
wumz		无谋
wunp		杌陧
wupd		五排
wupg		误碰
wupi		无皮、无匹
wupn		无票
wupu		五普
wuqy		舞裙
wure		焐热
wurz		无肉
wusv		五岁
wutc		无套、吴涛
wutg		武藤
wutm		五天
wutn		五条
wutp		乌铁
wutv		勿退、无腿
wuuk		五衰
wuuo		误说
wuur		无栓
wuvj		五站
wuvr		五转
wuvv		乌骓、误追
wuvx		舞爪
wuwa		呜哇、屋瓦
wuwf		无闻
wuwo		无我、误我、呜喔
wuzd		勿再
wuzs		无踪、吴总
wwao		为傲
wwcc		喂草、微操
wwce		未测、尾测
wwcj		围餐
wwcs		为从
wwdr		微端
wwen		维恩
wwgd		未改
wwgy		未滚
wwhh		尾行
wwia		尾插
wwis		微冲
wwiu		未出、位处
wwjl		未将
wwkc		未考
wwkk		为快
wwko		未扩
wwlo		未落
wwlr		为乱
wwmq		伪谬
wwnb		为您
wwns		味浓
wwnu		为奴
wwpb		唯品、伪品
wwpc		微泡、未跑
wwpg		未碰
wwqm		未签、为钱
wwru		微乳、未入
wwse		位色
wwsi		未死、维斯
wwta		为他、维他
wwtr		微团
wwtv		未退
wwvc		喂招
wwvj		微站
wwvr		微赚
wwyo		喂哟
wwys		为用、未用
wwzd		未在、围在
wwze		维泽、为择
wwzh		胃脏
wwzj		微赞
wwzy		为尊
xbbd		新百
xbbo		心搏
xbbw		心悲
xbce		信测
xbch		新仓
xbco		信错
xbcu		心粗
xbcv		新翠
xbdo		心多
xbdp		新碟
xbdr		衅端
xbdu		心都
xbee		薪额
xbgd		新盖
xbgf		新根
xbgo		新国
xbgr		新冠
xbgz		新购
xbhu		新湖、心湖
xbhz		新后
xbif		新晨
xbii		心驰
xbjt		炘绝、心诀
xbka		新卡
xbkc		信靠、新考
xblj		新兰
xblm		新联
xbln		新料
xblq		心流
xbmd		心脉、新买
xbmh		心盲
xbmi		新米
xbmj		信满
xbmk		信命、新名
xbmm		新棉、新面
xbmw		新梅、新美
xbna		心哪
xbnd		信奈
xbne		信呢
xbng		新能
xbni		信你、新拟
xbnj		新南
xbnn		信鸟
xbns		新农
xbnu		辛奴、心奴
xbnw		心内、信内
xbpa		新帕
xbpg		新朋
xbpn		新票
xbpu		新浦
xbpw		新配
xbqm		新签、新欠
xbqr		新泉、辛醛
xbqt		心却、辛炔
xbre		心热
xbrh		信瓤
xbri		新日
xbro		心若
xbsu		心速
xbta		信他
xbte		新特
xbti		新题
xbtj		新滩、新探
xbtk		新亭、新听
xbtr		新团
xbuw		信谁
xbve		信者、心折
xbvo		心拙
xbyz		心有
xbzc		新造、信噪
xbzd		心在
xbze		信泽
xidk		吸顶
xido		喜多、袭夺
xidv		系队
xifw		洗肺、矽肺
xigk		吸怪
xihk		洗坏
xihl		恓惶
xihs		西虹
xihv		吸灰
xihw		细黑
xiii		西池、洗池
xiij		析产
xiiv		洗吹、吸吹
xiiy		惜春、熙春
xijt		西决
xiks		铣孔、细孔
xime		系么
ximw		西梅、细妹
xine		洗呢
xinw		系内
xipb		细品
xipf		洗盆
xipk		熄屏、息屏
xiql		戏腔、西墙
xirv		希瑞
xita		西塔
xiuf		喜神
xiul		西双
xivs		戏中
xixs		袭胸
xizg		熙增
xizs		习总
xizu		系族
xizv		吸嘴
xizz		吸走
xkba		行吧、杏吧
xkbc		星爆
xkbw		行呗、幸被
xkcj		形参
xkdm		星点
xkdn		行吊
xkdu		星都
xkdy		醒盹
xkee		性恶
xkfw		兴废
xkfz		行否
xkgr		行管
xkgu		行贾
xkhf		星痕
xkhh		星航
xkhr		性缓、星环
xkhz		醒后
xkiu		星厨
xkiy		星纯
xkjp		星界
xklc		行老
xklg		性冷
xklm		星链、星恋
xkln		星聊
xklr		性乱
xklw		行嘞
xklz		邢楼
xkmd		星脉
xkmf		星门
xkmi		星密
xkmo		行末、星魔
xkmz		星眸
xkna		行呐
xkou		性偶
xkpi		性癖、醒啤
xkqy		星群
xkre		性热
xkro		形若、性弱
xkrz		杏肉
xktg		兴腾
xktn		星跳
xkto		形托
xktv		型腿
xkva		行诈
xkvr		醒转、性转
xkvs		刑种
xkvv		星礈
xkwa		行哇
xkxr		星璇
xkya		行呀
xkys		行用
xkyz		行游、行邮
xkzd		星仔
xkzr		星钻
xlbd		香柏、想拜
xlbf		向本
xlbk		象兵、像病
xlbp		想别
xlci		项次
xlco		想错
xlcs		想从、香葱
xlde		想得
xldn		香调
xldo		想多
xldq		想丢
xldr		向段
xlfo		向佛、像佛
xlgw		想给
xlhg		相衡
xlhs		想红
xlhy		想混、香魂
xlic		想抄、想超
xlis		相冲、想冲
xljy		向军
xlkh		祥康、相抗
xlkk		想快
xlko		想扩
xlkr		想宽
xlks		像孔
xlkv		想亏
xlkx		想夸
xlky		想困
xllc		向老
xllh		响廊
xllo		香螺、响锣
xllq		想留、想溜
xlly		详论
xlme		想么
xlmf		相门、箱门
xlmg		像梦
xlmh		想忙
xlna		向那、向哪
xlnb		向您
xlnf		香嫩
xlno		香糯
xlpb		相拼
xlpc		想跑
xlpn		香飘
xlpo		想破
xlqy		项群
xlri		想日
xlrj		想染
xlrr		香软
xlrz		香肉
xlsd		香腮
xlse		香色
xlsj		象散
xlsr		香蒜
xlsy		箱损
xltn		想跳
xluc		响哨
xlue		想射、香舌
xluw		向谁、像谁
xlvx		想抓
xlwo		想我、像我
xlxr		想选
xlzd		想再
xlzg		相赠
xlzs		香粽
xlzu		想租
xlzv		想醉
xlzz		想走
xmbm		现编
xmbn		县标
xmco		先错
xmcs		先从
xmcu		跹蹴
xmdo		嫌多
xmdp		线碟
xmdv		先对
xmdz		仙豆
xmfo		仙佛
xmgd		先改
xmge		献歌、仙阁
xmgf		先跟
xmgk		险怪
xmhw		显黑
xmid		闲差
xmjq		先救、现就
xmkj		先看、闲看
xmkv		先亏
xmky		先困
xmkz		咸口
xmld		先来
xmlm		先练
xmmd		先买、现卖
xmmf		仙门
xmmg		仙盟、宪盟
xmmn		先秒
xmmo		仙魔、鲜蘑
xmne		闲呢
xmni		嫌你、限你
xmnj		仙男
xmnl		仙酿
xmns		现弄、鲜浓
xmnu		仙奴
xmpi		鲜啤、险僻
xmpj		线盘
xmpu		现铺
xmpw		先陪、先赔
xmql		先抢
xmqs		嫌穷、仙穹
xmqy		先群
xmre		嫌热
xmrr		纤软
xmrv		献瑞
xmsi		先死
xmsr		先算、咸蒜
xmss		先送
xmsz		现搜
xmtu		线图、仙途、咸图
xmtv		先退
xmuc		嫌少
xmvd		现摘
xmvo		掀桌
xmvr		先转、现转
xmxs		先兄
xmxu		现需、贤婿
xmyb		显隐
xmye		鲜叶
xmys		先用、现用
xnan		晓岸
xnao		笑傲
xnce		小测、校测
xncf		小岑
xnch		小苍、小舱
xncj		笑惨
xndp		小碟
xndr		小段
xndy		小墩
xngd		小改
xngw		笑给、销给
xngy		小棍
xnhl		硝磺
xnid		小拆
xnkk		小块
xnko		小阔
xnkr		小款
xnku		笑哭
xnky		小捆
xnlb		笑林
xnlg		小冷
xnlj		晓览
xnme		笑么
xnmu		小牧、小目
xnmz		肖某
xnnd		小奶
xnni		小妮、笑你
xnnu		小奴
xnpa		笑趴
xnpf		小盆、笑喷
xnpm		小片
xnpo		小坡
xnpu		小铺
xnre		消热
xnrh		笑让
xnsc		小骚、小嫂
xnsd		校赛
xnsf		小森
xnsg		小僧
xnsz		小溲
xnto		小托
xntr		小团
xnuf		小神
xnul		小爽
xnur		消栓
xnuw		笑谁
xnux		小耍
xnvk		小拽
xnwg		小翁
xnza		嚣杂
xnzj		萧赞
xnzr		小钻
xnzs		小宗
xnzw		小贼
xnzy		小樽
xpao		蟹螯
xpbp		谢别
xpch		挟藏
xpcu		蟹醋
xpde		写得
xpdg		鞋凳、蟹等
xpdj		写单
xpdo		懈惰
xpdp		躞蹀
xpfg		斜缝
xpfj		写反
xpgj		斜杆
xpgu		斜谷
xpgz		歇够
xphj		谢函
xpil		协创
xpjp		斜街
xpjr		携眷
xpkc		协考、斜靠
xpkr		携款、鞋款
xpks		斜孔
xpku		亵裤
xpkx		斜跨、斜挎
xplg		斜楞
xplm		鞋脸
xplq		蟹柳
xpls		邪龙
xpmb		协民
xpme		写么
xpne		写呢
xpng		邪能
xpnq		邪牛
xpnu		泄怒
xpnv		蝎女
xppd		蟹排
xppg		斜碰
xppj		写盘
xppu		斜铺
xppw		协配
xpqk		写清
xpql		携枪
xpqm		些钱
xpqr		写全
xpss		卸松
xpte		谢特
xptp		谢帖
xptu		斜土、邪途
xpve		写着、斜着
xpvr		携转
xpvx		蟹爪
xpvz		蟹粥、解咒
xpxq		邪修、撷秀
xpxy		谢逊
xpzc		血燥
xpzj		谢赞
xpzy		邪尊
xqbf		溴苯
xqku		修库
xqle		修了
xqls		袖笼
xqmc		修毛、修猫
xqmd		朽迈
xqmj		修满
xqmo		修磨
xqpc		袖袍
xqrs		修容
xqsd		休赛
xqsu		溴素
xqtn		修调
xqtp		锈铁
xqtv		秀腿
xque		羞射
xqug		修声
xquh		绣上
xquo		休说
xqve		绣着
xqvs		袖中
xqwh		修网
xqyb		修音
xqyr		修远
xrbc		宣报
xrbo		儇薄、选播
xrbw		选呗
xrce		玄策
xrch		玄苍
xrcv		选萃
xrdc		选到
xrdh		选档
xrdi		选地
xrds		炫动、宣东
xrdz		炫斗
xrgd		旋盖
xrge		选歌、轩哥
xrhs		宣红
xrhv		喧豗、旋回
xrhw		炫黑
xric		悬巢
xril		悬窗
xriy		宣春
xrjp		璇姐、癣疥
xrkc		选考
xrkd		旋开
xrkx		悬跨
xrkz		旋扣
xrlc		选老
xrld		选来
xrle		选了、悬了
xrlk		炫铃
xrlr		眩乱
xrls		炫龙、绚隆
