a=1,也
ymgg=1,妖魔鬼怪
ymgj=1,阴谋诡计
ymgj=2,欲买桂花同载酒
ymgk=1,妖魔鬼怪快离开
ymgm=1,一码归一码
ymgt=1,一命归天
ymgu=1,有目共赏
ymgx=1,也没关系
ymgx=2,一命归西
ymgz=1,幽门梗阻
ymh=1,一抹黑
ymh=2,妖魔化
ymh=3,雅马哈
ymhj=1,优美环境
ymhj=2,幽默滑稽
ymhm=1,以命换命
ymhs=1,油门焊死
ymhv=1,鱼目混珠
ymhy=1,腰马合一
ymhz=1,鱼目混杂
ymig=1,圆满成功
ymih=1,游目骋怀
ymij=1,饮马长江
ymit=1,仰面朝天
ymiu=1,羊毛出在羊身上
ymiy=1,一名成员
ymj=1,也没见
ymj=2,衣帽间
ymj=3,姨妈巾
ymj=4,牙买加
ymjb=1,幺母绞丝弓三匕
ymjc=1,英明决策
ymjj=1,勇猛精进
ymjj=2,圆满解决
ymjl=1,夜幕降临
ymjp=1,悦米机械键盘
ymjr=1,一鸣惊人
ymju=1,颜面尽失
ymju=2,要么就是
ymjv=1,幽默机智
ymjx=1,眼冒金星
ymjy=1,愚民教育
ymkd=1,倚马可待
yml=1,阴谋论
yml=2,压马路
yml=3,有门路
yml=4,玉米粒
ymlb=1,掩面泪奔
ymlh=1,愚昧落后
ymli=1,眼力
ymlj=1,幽门螺旋杆菌
ymlj=2,亚美利加
ymlj=3,幽门螺杆菌
ymlm=1,圆满落幕
ymlr=1,一目了然
ymls=1,一抹亮色
ymlv=1,阴谋论者
ymlv=2,亚美利加州
ymlv=3,亚美利加洲
ymlw=1,扬名立万
ymlw=2,扬名立腕
ymm=1,一幕幕
ymm=2,玉米面
ymm=3,一枚枚
ymm=4,一面面
ymmi=1,元末明初
ymmi=2,原末鸣初
ymmq=1,倚门卖俏
ymmx=1,倚门卖笑
ymmz=1,游牧民族
ymnd=1,榆木脑袋
ymnd=2,愚木脑袋
ymne=1,伊曼纽尔
ymnj=1,杨门女将
ymnv=1,一木难支
ymny=1,亚美尼亚
ymny=2,野蛮女友
ymnz=1,一名男子
ympd=1,也蛮拼的
ympi=1,一马平川
ympl=1,迎面扑来
ympp=1,衣袂飘飘
ymq=1,羽毛球
ymq=2,一米七
ymq=3,一毛钱
ymq=4,有名气
ymqf=1,延绵起伏
ymqi=1,颜面骑乘
ymql=1,月明千里
ymqp=1,羽毛球拍
ymqr=1,以貌取人
ymqv=1,一面旗帜
ymqy=1,缘木求鱼
ymqy=2,倚马千言
ymr=1,野蛮人
ymr=2,虞美人
yms=1,要么是
ymsd=1,颜面扫地
ymsd=2,一亩三分地
ymsg=1,游目四顾
ymsh=1,扬名四海
ymsh=2,亚马孙河
ymsl=1,郁闷死了
ymsm=1,也没什么
ymst=1,一亩三分田
ymst=2,一命速通
ymsz=1,玉米糁子
ymt=1,羊毛毯
ymt=2,一亩田
ymtg=1,一命通关
ymtl=1,与民同乐
ymtq=1,扬眉吐气
ymtu=1,玉米投手
ymtx=1,扬名天下
ymtx=2,誉满天下
ymu=1,也没说
ymu=2,也没啥
ymu=3,羊毛衫
ymu=4,要么是
ymuf=1,验明身份
ymuh=1,一目十行
ymui=1,野蛮生长
ymuj=1,页面设计
ymuj=2,辕门射戟
ymuk=1,眼明手快
ymut=1,沂蒙山小调
ymuu=1,隐瞒事实
ymuv=1,野蛮生长
ymuv=2,页面设置
ymuw=1,英明神武
ymuw=2,玉面手雷王
ymv=1,一秒钟
ymv=2,夜明珠
ymv=3,夜盲症
ymvc=1,一面之词
ymvc=2,一面之辞
ymvc=3,溢美之词
ymvi=1,揠苗助长
ymvi=2,隐秘之处
ymvj=1,一面之交
ymvl=1,与民争利
ymvq=1,仰慕之情
ymvq=2,一秒钟前
ymvt=1,仰面朝天
ymvu=1,验明正身
ymvu=2,以某种方式
ymvv=1,揠苗助长
ymvx=1,鱼米之乡
ymvy=1,一面之缘
ymw=1,一米五
ymwb=1,以民为本
ymwc=1,颜面无存
ymwd=1,妖魔外道
ymwf=1,羽毛未丰
ymwh=1,一命呜呼
ymwi=1,圆满完成
ymwj=1,野马无缰
ymwm=1,以梦为马
ymwm=2,游牧文明
ymwt=1,也没问题
ymwu=1,有名无实
ymwv=1,愚昧无知
ymww=1,湮没无闻
ymww=2,圆满完成任务
ymx=1,亚马逊
ymx=2,夜幕下
ymx=3,夜魔侠
ymxb=1,以命相搏
ymxd=1,也没想到
ymxh=1,亚马逊河
ymxi=1,一脉相承
ymxi=2,一脉相传
ymxk=1,游民星空
ymxl=1,眼明心亮
ymxp=1,英美新批评
ymxs=1,一门心思
ymxt=1,一脉相通
ymxx=1,月明星稀
ymxy=1,意马心猿
ymy=1,有没有
ymy=2,有木有
ymy=3,也没有
ymy=4,又没有
ymya=1,一马一鞍
ymyb=1,跃马扬鞭
ymyc=1,有没有搞错
ymyc=2,英名永存
ymyf=1,有没有办法
ymyg=1,有没有一个
ymyh=1,越描越黑
ymyj=1,仰慕已久
ymyl=1,有名有利
ymym=1,愿买愿卖
ymym=2,有没有什么
ymyn=1,有没有可能
ymyr=1,有没有人
ymyr=2,也没有人
ymyt=1,要命一条
ymyt=2,有没有问题
ymyu=1,英明一世
ymyu=2,驭民有术
ymyw=1,有没有完
ymyx=1,有名有姓
ymyx=2,有没有关系
ymyy=1,一模一样
ymyy=2,有模有样
ymz=1,夜猫子
ymz=2,要面子
ymz=3,一码字
ymzg=1,裕民足国
ymzi=1,以免造成
ymzl=1,夜猫子进宅，无事不来
ymzl=2,迎面走来
ymzu=1,以免造成不必要的损失
yn=1,意念
yn=2,又能
yn=3,以内
yn=4,酝酿
ynb=1,一年半
ynb=2,疑难病
ynbb=1,芋泥啵啵
ynbn=1,有奶便是娘
ynbn=2,一男半女
ynbv=1,疑难病症
ynbw=1,有女不玩
ynbw=2,有男不玩
ynby=1,云南白药
ynby=2,一年被蛇咬
ynbz=1,一年半载
ynd=1,一年多
yndb=1,由南到北
yndj=1,油腻的师姐
yndj=2,有你的世界
yndl=1,一年多来
yndl=2,业内大佬
yndt=1,一年到头
yndu=1,油腻大叔
yne=1,因你而
yneu=1,迎难而上
yneu=2,迎男而上
ynew=1,由内而外
ynfg=1,旖旎风光
ynfv=1,亦能覆舟
yng=1,也能够
yng=2,也难怪
yng=3,有哪个
yngd=1,用脑过度
ynh=1,一年后
ynh=2,有内涵
ynhg=1,与你何干
ynhg=2,于你何干
ynhi=1,有你好果子吃
ynhu=1,有你好受
ynhy=1,要你何用
ynhy=2,意念合一
yni=1,有难处
ynim=1,一念成魔
yniu=1,阴囊潮湿
ynix=1,遇难成祥
ynix=2,遇难呈祥
ynj=1,一年级
ynj=2,伊能静
ynjc=1,一念及此
ynjn=1,有奶就是娘
ynjq=1,因难见巧
ynk=1,依你看
ynkf=1,怨女旷夫
ynks=1,尤尼克斯
ynl=1,有能力
ynl=2,一年来
ynl=3,一年里
ynln=1,一年两年
ynly=1,越努力越幸运
ynm=1,有那么
ynm=2,又那么
ynmd=1,有那么多
ynmg=1,有那么一个
ynmh=1,有那么好
ynmv=1,有那么一种
ynmw=1,有你没我
ynmx=1,有那么一些
ynn=1,有能耐
ynn=2,一年内
ynn=3,姨奶奶
ynp=1,意难平
ynpd=1,夜尿频多
ynpy=1,有男朋友
ynpy=2,有女朋友
ynq=1,一年前
ynqj=1,一诺千金
ynr=1,越南人
ynr=2,洋女人
ynrh=1,又能如何
ynru=1,业内人士
ynrx=1,业内人士分析
ynsj=1,一年四季
ynt=1,有年头
yntb=1,遇难同胞
yntd=1,有难同当
yntl=1,有年头了
yntr=1,因纽特人
ynu=1,云南省
ynu=2,要你说
ynud=1,幼年时代
ynuf=1,意念输入法
ynuj=1,一年时间
ynum=1,一念神魔
ynuq=1,幼年时期
ynur=1,一年收入
ynur=2,意念输入
ynv=1,遇难者
ynvb=1,云泥之别
ynvc=1,一念至此
ynvh=1,一年之后
ynvi=1,一念之差
ynvi=2,一年之计在于春
ynvj=1,一念之间
ynvj=2,依你之见
ynvn=1,一年之内
ynvq=1,一年之前
ynvv=1,疑难重症
ynvv=2,越南战争
ynvx=1,一怒之下
ynw=1,以你为
ynw=2,有内味
ynw=3,院内外
ynwb=1,以农为本
ynwg=1,与你无关
ynwg=2,与女无瓜
ynwl=1,有内味了
ynwr=1,以你为荣
ynwt=1,疑难问题
ynwu=1,云南卫视
ynwu=2,阅男无数
ynwx=1,余怒未消
ynx=1,有哪些
ynx=2,隐匿性
ynxb=1,由南向北
ynyc=1,一年一次
ynyd=1,一年一度
ynyh=1,一年以后
ynyn=1,一男一女
ynyn=2,一年又一年
ynyn=3,有男有女
ynyu=1,延年益寿
ynyy=1,有难言之隐
ynz=1,一男子
ynz=2,一女子
ynz=3,有你在
ynzu=1,英年早逝
ynzv=1,疑难杂症
ynzy=1,又能怎样
yo=1,哟
yo=2,有时
yo=3,有时候
yo=4,永远
yoaa=1,哟啊
yobh=1,永远不会
yod=1,永远的
yodl=1,亚欧大陆
yoh=1,有时会
yohe=1,哟呵
yohe=2,哟嗬
yoho=1,哟嚯
yohz=1,哟吼
yok=1,唷
yoko=1,唷
yoku=1,哟
yon=1,有时能
yopu=1,哟普
yoww=1,哟喂
yoxi=1,哟西
yoxi=2,哟嘻
yoy=1,有没有
yoy=2,要不要
yoyo=1,哟哟
yp=1,一片
yp=2,压迫
yp=3,眼皮
yp=4,一篇
ypax=1,一片爱心
ypbd=1,一篇报道
ypbf=1,音频播放
ypbh=1,一片冰心在玉壶
ypbq=1,音频播放器
ypbx=1,一片冰心
ypdj=1,眼皮打架
ypdt=1,一拍大腿
ypdx=1,眼皮底下
ypdx=2,一炮打响
ypdy=1,一品大员
ype=1,有谱儿
ypeh=1,一炮而红
ypes=1,一拍而散
ypev=1,一仆二主
ypfj=1,一票否决
ypfm=1,一平方米
ypfr=1,一片繁荣
ypft=1,一片沸腾
ypfz=1,右派分子
ypg=1,一屁股
ypg=2,压迫感
ypgb=1,一批干部
ypgf=1,勇攀高峰
ypgm=1,一片光明
ypgq=1,以偏概全
ypgv=1,一屁股债
ypgw=1,应聘岗位
yph=1,一品红
yph=2,银蓬花
ypha=1,一片黑暗
yphh=1,一片火海
yphl=1,一片混乱
yphq=1,一盘很大的棋
yphr=1,一片哗然
ypht=1,一抔黄土
ypht=2,一捧黄土
ypht=3,一片欢腾
yphx=1,一片好心
yphy=1,一派胡言
ypj=1,一瓶酒
ypj=2,羊皮卷
ypj=3,月平均
ypjf=1,有屁就放
ypjh=1,一拍即合
ypjj=1,一片寂静
ypjq=1,应聘技巧
ypjt=1,一片焦土
ypk=1,月票卡
ypkb=1,一片空白
ypkf=1,有屁快放
ypkw=1,一篇课文
ypl=1,有魄力
ypl=2,压迫力
yplj=1,一片狼藉
yplm=1,一片乱麻
yplq=1,一批录取
ypls=1,一拍两散
yplu=1,一盆冷水
yplu=2,一盆凉水
yplx=1,一炮两响
yplz=1,油泼辣子
ypm=1,一平米
ypm=2,油泼面
ypmm=1,一片茫茫
ypmr=1,一片茫然
ypmw=1,一片迷雾
ypn=1,一泡尿
ypnd=1,亚平宁半岛
ypnq=1,一票难求
ypp=1,一片片
ypp=2,一排排
ypp=3,一批批
ypp=4,一篇篇
ypph=1,药品批号
ypq=1,一盘棋
ypq=2,有脾气
ypqh=1,一片漆黑
ypr=1,一批人
yprj=1,一篇日记
yprx=1,一贫如洗
ypry=1,应聘人员
ypsj=1,一片死寂
ypsu=1,一盘散沙
ypsx=1,一炮三响
ypt=1,一片天
ypt=2,有盼头
ypt=3,有判头
yptt=1,一片坦途
ypu=1,一瓶水
ypu=2,月偏食
ypuh=1,一曝十寒
ypuj=1,一片生机
ypuu=1,以排山倒海之势
ypv=1,羊皮纸
ypv=2,应聘者
ypvl=1,一拼之力
ypvv=1,鸦片战争
ypvx=1,一片真心
ypvx=2,一片忠心
ypvz=1,扬葩振藻
ypwu=1,阅片无数
ypwv=1,一篇文章
ypwy=1,一片汪洋
ypxy=1,一片心意
ypy=1,硬碰硬
ypy=2,越跑越
ypyc=1,一颦一蹙
ypyc=2,一颦一簇
ypyd=1,以朋友相待
ypyj=1,有凭有据
ypyp=1,一片一片
ypyp=2,一批又一批
ypyq=1,应聘要求
ypyv=1,有赔有赚
ypyx=1,一颦一笑
ypz=1,眼皮子
ypz=2,右撇子
ypzd=1,一瓶子不满半瓶子晃荡
ypzl=1,有朋自远方来
ypzm=1,一瓶子不满
ypzx=1,眼皮子底下
yq=1,尤其
yq=2,以前
yq=3,眼前
yq=4,与其
yqah=1,一切安好
yqaj=1,一起案件
yqap=1,一切安排
yqav=1,燕雀安知鸿鹄之志
yqb=1,远亲不如近邻
yqb=2,有区别
yqbb=1,运气爆表
yqbc=1,运气不错
yqbd=1,阴晴不定
yqbd=2,有区别的
yqbd=3,要求不低
yqbd=4,要求不大
yqbf=1,一去不返
yqbf=2,一去不复返
yqbf=3,宴请八方
yqbg=1,要求不高
yqbh=1,一去不回
yqbh=2,运气不好
yqbh=3,一去不还
yqbi=1,运气不会太差
yqbl=1,移情别恋
yqbl=2,远亲不如近邻
yqbm=1,欲求不满
yqbm=2,引起不满
yqbm=3,一枪毙命
yqbp=1,一起奔跑
yqbr=1,英气逼人
yqbt=1,一窍不通
yqbt=2,一去不回头
yqbu=1,语气不善
yqbu=2,引起不适
yqbv=1,一钱不值
yqbv=2,有钱不赚
yqbv=3,友情变质
yqby=1,有求必应
yqby=2,要求不严
yqc=1,语气词
yqcf=1,一切从实际出发
yqcj=1,一切从简
yqcy=1,一切从严
yqd=1,引起的
yqd=2,以前的
yqd=3,眼前的
yqd=4,优缺点
yqdf=1,以权代法
yqdf=2,一妻多夫
yqdg=1,一千多个
yqdh=1,一切都好
yqdi=1,一切都正常
yqdj=1,有钱多金
yqdl=1,玉砌雕阑
yqdn=1,一切都有可能
yqdp=1,一切都是最好的安排
yqdq=1,一骑当千
yqdq=2,一切的一切
yqdu=1,元气大伤
yqdu=2,有趣的是
yqdv=1,一汽大众
yqdx=1,一切东西
yqdy=1,有趣的灵魂万里挑一
yqdz=1,一切的恐惧都来源于火力不足
yqeb=1,一穷二白
yqeb=2,一清二白
yqeb=3,一群二逼
yqeg=1,一抢而光
yqeh=1,眼前一黑
yqeh=2,一群二货
yqei=1,一清二楚
yqek=1,一抢而空
yqel=1,眼前一亮
yqem=1,缘悭一面
yqf=1,右前方
yqfb=1,缘浅福薄
yqff=1,意气风发
yqff=2,义气风发
yqfg=1,引起反感
yqfk=1,延期付款
yqfk=2,逾期付款
yqfk=3,疫情防控
yqfm=1,撄其锋芒
yqfm=2,要恰饭的嘛
yqfr=1,抑强扶弱
yqfu=1,仰取俯拾
yqfx=1,粤犬吠雪
yqfx=2,引起反响
yqfx=3,友情奉献
yqfy=1,一切费用
yqfz=1,有其父必有其子
yqfz=2,一亲芳泽
yqg=1,一千个
yqg=2,要求高
yqg=3,硬气功
yqgb=1,益气固表
yqgf=1,引起公愤
yqgf=2,要求过分
yqgg=1,要求过高
yqgg=2,要求更高
yqgi=1,一期工程
yqgi=2,一切过程
yqgm=1,引起共鸣
yqgq=1,一起过去
yqgr=1,以情感人
yqgv=1,引起广泛关注
yqgx=1,友情贡献
yqgy=1,要求过严
yqgy=2,引起广泛注意
yqgz=1,欲擒故纵
yqh=1,运气好
yqh=2,邀请函
yqh=3,爷青回
yqh=4,有钱花
yqhd=1,油腔滑调
yqhd=2,引起轰动
yqhf=1,一切花费
yqhg=1,一切后果
yqhg=2,要求很高
yqhh=1,以其昏昏
yqhh=2,以前还好
yqhh=3,运气好好
yqhi=1,一气呵成
yqhi=2,运气好差
yqhq=1,一气化三清
yqhq=2,一起回去
yqht=1,油腔滑调
yqhu=1,逸趣横生
yqhx=1,一骑红尘妃子笑
yqhy=1,以棋会友
yqif=1,一起吃饭
yqig=1,孕期出轨
yqiq=1,有钱出钱
yqir=1,一拳超人
yqit=1,怨气冲天
yqix=1,一起出现
yqiy=1,友情出演
yqj=1,言情剧
yqj=2,友情价
yqj=3,爷青结
yqj=4,元器件
yqjf=1,引起纠纷
yqjg=1,一切经过
yqjg=2,牙签搅大缸
yqji=1,一骑绝尘
yqji=2,遥墙机场
yqjj=1,一起解决
yqjk=1,一切皆空
yqjn=1,一切皆有可能
yqju=1,引起极度不适
yqju=2,引起极度舒适
yqjv=1,一切尽在不言中
yqjx=1,有钱就是任性
yqjy=1,有且仅有
yqjy=2,右倾机会主义
yqk=1,有情况
yqkd=1,以前看到
yqki=1,友情客串
yqkj=1,勇气可嘉
yqkn=1,一切可能
yqkr=1,邀请客人
yqku=1,一起开始
yqkv=1,一切开支
yqkx=1,一切开销
yqky=1,有情可原
yql=1,引起了
yql=2,一起来
yql=3,用起来
yqld=1,一拳撂倒
yqlj=1,源清流洁
yqlj=2,友情链接
yqll=1,一切力量
yqlr=1,以强凌弱
yqlt=1,一起聊天
yqlv=1,一去了之
yqlw=1,盈千累万
yqly=1,眼前利益
yqly=2,一千零一夜
yqm=1,一千米
yqm=2,邀请码
yqmd=1,预期目的
yqml=1,有气没力
yqmm=1,元气满满
yqmn=1,有其母必有其女
yqmr=1,言轻莫劝人
yqms=1,以权谋私
yqmu=1,有其名无其实
yqmy=1,要钱没有
yqn=1,一千年
yqnb=1,与去年相比
yqng=1,有钱能使磨推鬼
yqnh=1,摇旗呐喊
yqnm=1,有钱能使鬼推磨
yqnq=1,一千年前
yqnu=1,有钱难买老来瘦
yqny=1,以前那样
yqp=1,氧气瓶
yqp=2,言情片
yqpb=1,眼浅皮薄
yqpb=2,一起拼搏
yqq=1,一起去
yqq=2,一群群
yqq=3,有情趣
yqq=4,一圈圈
yqql=1,欲穷千里目，更上一层楼
yqqm=1,欲穷千里目
yqqu=1,缘浅情深
yqqv=1,一起庆祝
yqqw=1,殷切期望
yqr=1,一群人
yqr=2,有钱人
yqr=3,眼前人
yqr=4,邀请人
yqrd=1,以其人之道
yqri=1,一切如常
yqrj=1,有钱人家
yqrm=1,一钱如命
yqru=1,由浅入深
yqru=2,以其人之道，还治其人之身
yqru=3,有情人终成眷属
yqrx=1,一腔热血
yqrx=2,有钱任性
yqs=1,有起色
yqs=2,邀请赛
yqsd=1,引起骚动
yqsi=1,用其所长
yqst=1,因缺思厅
yqsy=1,一切随缘
yqsy=2,友情岁月
yqt=1,仰起头
yqt=2,有前途
yqtb=1,运气挺背
yqtg=1,异曲同工
yqth=1,运气太好
yqti=1,异曲同工之处
yqti=2,运气太差
yqtm=1,异曲同工之妙
yqtu=1,友情提示
yqtu=2,饮泣吞声
yqtu=3,以其他方式
yqtx=1,有期徒刑
yqu=1,尤其是
yqu=2,与其说
yqu=3,摇钱树
yqu=4,也确实
yqul=1,一切顺利
yqum=1,益气生脉
yqun=1,尤其是你
yqun=2,元气少女
yquq=1,一切事情
yqut=1,尤其是他
yqut=2,尤其是她
yqut=3,音阙诗听
yquu=1,与其说是
yquu=2,引起舒适
yquw=1,御前侍卫
yquw=2,尤其是我
yquz=1,勇气十足
yqv=1,有气质
yqv=2,一起抓
yqva=1,尤其重要
yqvb=1,运气真背
yqvc=1,语气助词
yqve=1,有请主角儿
yqvg=1,一墙之隔
yqvh=1,一丘之貉
yqvh=2,运气真好
yqvh=3,有钱真好
yqvi=1,一切正常
yqvn=1,引起众怒
yqvu=1,一切众生
yqvu=2,引起重视
yqvw=1,有钱真的可以为所欲为
yqvx=1,一气之下
yqvy=1,与其这样
yqvy=2,有且只有
yqvy=3,引起注意
yqvy=4,尤其重要
yqw=1,一千万
yqw=2,一千五
yqw=3,有气味
yqwb=1,一千五百
yqwh=1,有去无回
yqwh=2,引起误会
yqwl=1,有气无力
yqwl=2,余情未了
yqwt=1,一切问题
yqwu=1,鸦雀无声
yqwz=1,一切为了孩子
yqx=1,有缺陷
yqx=2,已取消
yqx=3,涌泉穴
yqxb=1,涌泉相报
yqxg=1,偃旗息鼓
yqxh=1,燕雀相贺
yqxi=1,意气消沉
yqxt=1,意气相投
yqxu=1,越权行事
yqy=1,有求于
yqy=2,一千亿
yqy=3,尤其要
yqya=1,眼前一暗
yqyb=1,仪器仪表
yqyf=1,一起一伏
yqyg=1,一瘸一拐
yqyg=2,要求严格
yqyh=1,一前一后
yqyh=2,眼前一黑
yqyh=3,又气又恨
yqyj=1,寓情于景
yqyj=2,又气又急
yqyl=1,眼前一亮
yqyl=2,于情于理
yqyl=3,一起一落
yqym=1,缘起缘灭
yqym=2,缘悭一面
yqyn=1,有求于你
yqyp=1,洋枪洋炮
yqyq=1,予取予求
yqyq=2,阴晴圆缺
yqyr=1,有求于人
yqyt=1,有求于他
yqyu=1,意气用事
yqyu=2,有权有势
yqyv=1,有轻有重
yqyv=2,一轻一重
yqyw=1,有求于我
yqyx=1,怡情养性
yqyx=2,又气又羞
yqyx=3,有钱有闲
yqyy=1,有情有义
yqyy=2,意气洋洋
yqz=1,一清早
yqzh=1,羽泉组合
yqzm=1,又岂在朝朝暮暮
yqzq=1,遇强则强
yr=1,元
yr=2,远
yr=3,有人
yr=4,犹如
yra=1,远
yraa=1,远啊
yrai=1,愿挨
yran=1,冤案
yrb=1,冤
yrb=2,鸭绒被
yrba=1,元吧
yrbb=1,袁斌
yrbc=1,元宝
yrbd=1,用人不当
yrbd=2,冤
yrbf=1,原本
yrbf=2,隐忍不发
yrbf=3,③
yrbf=4,原原本本
yrbh=1,圆棒
yrbi=1,远比
yrbj=1,原版
yrbj=2,一日不见
yrbk=1,援兵
yrbk=2,圆饼
yrbm=1,圆边
yrbn=1,原表
yrbn=2,依然不能
yrbo=1,渊博
yrbo=2,远播
yrbp=1,远别
yrbq=1,一日不见如隔三秋
yrbu=1,遇人不淑
yrbv=1,宛
yrbw=1,元贝
yrbw=2,原被
yrbx=1,仰人鼻息
yrbx=2,鱼肉百姓
yrby=1,用人不疑
yrby=2,用人不疑，疑人不用
yrby=3,隐忍不言
yrc=1,苑
yrcc=1,院草
yrcd=1,原材
yrce=1,芫
yrce=2,远侧
yrci=1,原词
yrcj=1,原残
yrcl=1,圆葱
yrcs=1,圆葱
yrcv=1,苑
yrcy=1,圆寸
yrcy=2,员村
yrcz=1,薳
yrd=1,源
yrd=2,沅
yrd=3,诱人的
yrd=4,亚热带
yrda=1,远大
yrda=2,远达
yrdc=1,远道
yrdc=2,原道
yrdc=3,远到
yrdc=4,圆刀
yrdd=1,元代
yrdd=2,一人得道
yrde=1,圆的
yrde=2,沅
yrdg=1,圆凳
yrdh=1,原档
yrdi=1,原地
yrdi=2,圆底
yrdi=3,援敌
yrdj=1,元旦
yrdk=1,原定
yrdk=2,园丁
yrdk=3,圆顶
yrdl=1,渊
yrdl=2,远道
yrdl=3,渔人得利
yrdm=1,原点
yrdm=2,圆点
yrdm=3,远点
yrdn=1,原调
yrdo=1,元多
yrdq=1,由弱到强
yrdr=1,远端
yrds=1,远东
yrdt=1,一人得道，鸡犬升天
yrdt=2,一人得道鸡犬升天
yrdu=1,怨毒
yrdu=2,远渡
yrdu=3,圆度
yrdv=1,怨怼
yrdv=2,院队
yrdv=3,涴
yrdw=1,用人单位
yrdx=1,源
yrdy=1,湲
yrdy=2,远遁
yrdy=3,圆盾
yrdz=1,箢篼
yre=1,院
yred=1,鼋
yree=1,元
yrej=1,迎刃而解
yrem=1,掩人耳目
yrem=2,悦人耳目
yrer=1,媛儿
yreu=1,油然而生
yrex=1,哑然而笑
yrey=1,因人而异
yrf=1,援
yrf=2,羽绒服
yrfa=1,原发
yrfa=2,缘法
yrfb=1,与人方便
yrfb=2,予人方便
yrfe=1,一日夫妻百日恩
yrff=1,缘分
yrff=2,怨愤
yrfg=1,原封
yrfh=1,远方
yrfh=2,院方
yrfh=3,远房
yrfh=4,圆房
yrfj=1,远帆
yrfj=2,越人肥瘠
yrfn=1,掾
yrfu=1,掾
yrfu=2,远赴
yrfu=3,怨妇
yrfv=1,易如反掌
yrfw=1,远非
yrfw=2,远飞
yrfw=3,援非
yrfw=4,猿飞
yrfx=1,有人发现
yrfy=1,援
yrfy=2,因人废言
yrfz=1,诱人犯罪
yrg=1,月如钩
yrgc=1,原告
yrgc=2,原稿
yrgd=1,优柔寡断
yrgd=2,圆盖
yrge=1,远隔
yrge=2,元歌
yrgh=1,圆钢
yrgi=1,圆规
yrgi=2,冤鬼
yrgj=1,圆杆
yrgl=1,远光
yrgl=2,有人过来
yrgo=1,怨过
yrgp=1,远观
yrgp=2,圆管
yrgq=1,月入过千
yrgr=1,远观
yrgr=2,圆管
yrgs=1,员工
yrgs=2,远攻
yrgu=1,缘故
yrgu=2,远古
yrgu=3,原故
yrgv=1,圆规
yrgv=2,冤鬼
yrgw=1,依然故我
yrgw=2,月入过万
yrgy=1,圆滚
yrgz=1,原购
yrh=1,又如何
yrh=2,有人会
yrha=1,元哈
yrhc=1,圆号
yrhd=1,远海
yrhe=1,缘何
yrhe=2,圆盒
yrhf=1,怨恨
yrhf=2,冤恨
yrhg=1,雍容华贵
yrhg=2,元亨
yrhh=1,远航
yrhi=1,有人欢喜有人愁
yrhk=1,羊入虎口
yrhl=1,圆谎
yrho=1,原货
yrhq=1,羊入虎群
yrhr=1,圆环
yrhr=2,圆圜
yrhs=1,原红
yrhu=1,圆弧
yrhv=1,怨悔
yrhx=1,圆滑
yrhx=2,原话
yrhx=3,原画
yrhy=1,冤魂
yrhy=2,怨魂
yrhy=3,圆浑
yrhz=1,猿猴
yri=1,原
yri=2,羊肉串
yria=1,园茶
yrib=1,一人吃饱
yric=1,远超
yric=2,元朝
yrie=1,一人吃饱，全家不饿
yrie=2,原车
yrif=1,元辰
yrif=2,元臣
yrig=1,远程
yrih=1,原唱
yrih=2,原厂
yrih=3,圆场
yrij=1,原产
yrij=2,一人成军
yril=1,原创
yril=2,圆床
yrio=1,蜎
yrir=1,远传
yris=1,原虫
yriu=1,远处
yriu=2,原处
yriu=3,原初
yrix=1,愿
yrix=2,螈
yrix=3,一人传虚
yriy=1,辕
yriz=1,冤仇
yriz=2,怨仇
yrj=1,愚人节
yrjb=1,远近
yrjb=2,缘尽
yrjd=1,毅然决定
yrjf=1,远道
yrjf=2,原道
yrjferld=1,远道而来
yrjg=1,一仍旧贯
yrji=1,圆寂
yrji=2,原籍
yrjj=1,与日俱进
yrjk=1,远景
yrjk=2,愿景
yrjl=1,原浆
yrjl=2,援疆
yrjm=1,远见
yrjm=2,元件
yrjm=3,原件
yrjm=4,援建
yrjn=1,远郊
yrjn=2,圆角
yrjn=3,援交
yrjp=1,怨结
yrjp=2,媛姐
yrjq=1,援救
yrjr=1,毅然决然
yrjr=2,一荣俱荣
yrjs=1,一荣俱荣，一损俱损
yrju=1,原句
yrju=2,悠然见南山
yrjw=1,一如既往
yrjx=1,原价
yrjx=2,冤家
yrjx=3,远嫁
yrjx=4,冤假
yrjy=1,援军
yrjy=2,愿君
yrjy=3,元军
yrjz=1,远见
yrjz=2,与日俱增
yrjz=3,元件
yrjz=4,原件
yrk=1,员
yrk=2,圆
yrka=1,円
yrkc=1,院考
yrkd=1,元凯
yrke=1,园
yrkg=1,以柔克刚
yrkh=1,元康
yrkh=2,一日看尽长安花
yrkj=1,远看
yrkj=2,院刊
yrkl=1,原矿
yrko=1,肙
yrko=2,元廓
yrkr=1,圆
yrks=1,圆孔
yrks=2,远控
yrku=1,冤苦
yrku=2,囦
yrku=3,贻人口实
yrkv=1,元奎
yrky=1,圜
yrkz=1,圆口
yrkz=2,源口
yrla=1,远啦
yrlb=1,园林
yrlc=1,元老
yrld=1,原来
yrld=2,缘来
yrld=3,远来
yrle=1,远了
yrle=2,圆了
yrlh=1,元朗
yrli=1,远离
yrli=2,原理
yrli=3,院里
yrli=4,园里
yrlk=1,圆领
yrlk=2,怨灵
yrlk=3,沅陵
yrll=1,原谅
yrll=2,原粮
yrlm=1,圆脸
yrln=1,原料
