a=1,啊
wwyv=8,鮪
wwyw=1,往往因为
wwyx=1,微微一笑
wwyx=2,我问一下
wwyy=1,鳚
wwyy=2,微云
wwyy=3,未
wwyy=4,呜呜咽咽
wwyy=5,勿谓言之不预
wwyy=6,鮇
wwyy=7,䲁
wwyz=1,唯有
wwyz=2,未有
wwyz=3,为由
wwyz=4,惟有
wwyz=5,崣
wwyz=6,鰄
wwzc=1,伪造
wwzc=2,未遭
wwzg=1,踓
wwzg=2,味增
wwzi=1,位子
wwzi=2,五味杂陈
wwzm=1,娓
wwzo=1,围坐
wwzo=2,未做
wwzo=3,伪作
wwzu=1,维族
wwzu=2,伪足
wwzv=1,畏罪
wwzv=2,围嘴
wwzv=3,媦
wwzx=1,嗡嗡作响
wwzz=1,媙
wwzz=2,尾奏
wwzz=3,未走
wxam=1,吴下阿蒙
wxbd=1,我想不到
wxbf=1,戊戌变法
wxbf=2,维新变法
wxbh=1,无限不循环
wxbq=1,畏葸不前
wxbu=1,微信步数
wxbu=2,无限宝石
wxby=1,微笑不语
wxch=1,妄下雌黄
wxdb=1,无线电波
wxdb=2,无线电报
wxdd=1,无想的一刀
wxdk=1,无息贷款
wxdl=1,我想到了
wxdl=2,妄下定论
wxdl=3,文心雕龙
wxdm=1,无效打码
wxdm=2,无线电静默
wxdq=1,无限点券
wxdt=1,无线电台
wxdu=1,无需多说
wxdu=2,无形的大手
wxdv=1,无形当中
wxdy=1,无需多言
wxdy=2,妄下断语
wxej=1,无线耳机
wxel=1,闻讯而来
wxfi=1,万象纷呈
wxfu=1,无暇分身
wxfv=1,无性繁殖
wxgb=1,卫星广播
wxgh=1,微信公众号
wxgj=1,无暇顾及
wxgj=2,无限感激
wxgk=1,无限感慨
wxgl=1,闻讯赶来
wxgr=1,维修工人
wxgt=1,舞榭歌台
wxgw=1,无心过问
wxgx=1,万象更新
wxgx=2,玩笑归玩笑
wxhf=1,乌须黑发
wxhl=1,无限火力
wxhm=1,五星好市民
wxhn=1,我喜欢你
wxhp=1,五星好评
wxhq=1,五星红旗
wxhy=1,无性婚姻
wxhy=2,微信好友
wxid=1,卧薪尝胆
wxid=2,无限重打
wxij=1,维修车间
wxij=2,文学成就
wxik=1,无限猖狂
wxil=1,无心插柳
wxiu=1,文学常识
wxiu=2,无线传输
wxiy=1,无心插柳柳成荫
wxiz=1,文学创作
wxjb=1,无限金币
wxjb=2,无限进步
wxjd=1,五星酒店
wxjd=2,危险境地
wxjf=1,维修经费
wxjg=1,无暇兼顾
wxjj=1,我想静静
wxjl=1,妄下结论
wxjp=1,无线键盘
wxjr=1,无线接入
wxjs=1,文献检索
wxju=1,无线键鼠
wxju=2,危险驾驶
wxjv=1,无序竞争
wxkb=1,无限恐怖
wxkd=1,无线宽带
wxki=1,无隙可乘
wxki=2,无懈可乘
wxkj=1,无懈可击
wxkj=2,外星科技
wxkj=3,无限空间
wxkk=1,我先看看
wxkw=1,文学刊物
wxld=1,无限乱斗
wxll=1,文学理论
wxll=2,无限流量
wxlq=1,往心里去
wxlq=2,无线路由器
wxlv=1,无心恋战
wxly=1,威胁利诱
wxly=2,无线路由
wxmd=1,微笑面对
wxmv=1,文学名著
wxnb=1,蜗行牛步
wxng=1,我信你个鬼
wxnl=1,我想你了
wxpp=1,文学批评
wxpq=1,微信朋友圈
wxpt=1,无线平台
wxqh=1,王下七武海
wxra=1,无限热爱
wxry=1,维修人员
wxsd=1,威信扫地
wxsl=1,万象森罗
wxsm=1,微信扫码
wxti=1,我笑他人看不穿
wxtk=1,完形填空
wxtl=1,无限体力
wxtu=1,温馨提示
wxtw=1,无限套娃
wxtx=1,微信头像
wxty=1,万象天引
wxub=1,无线鼠标
wxug=1,唯心史观
wxuh=1,晚些时候
wxuh=2,我小时候
wxuj=1,五星上将
wxuk=1,五行生克
wxum=1,无限生命
wxum=2,外星生命
wxum=3,五星市民
wxuu=1,我想说的是
wxuv=1,无性生殖
wxvb=1,卫星转播
wxvb=2,无形装逼
wxvd=1,我想知道
wxvd=2,无限制格斗
wxvf=1,微信支付
wxvg=1,无心之过
wxvh=1,微信账号
wxvj=1,无心之举
wxvl=1,违心之论
wxvu=1,无心之失
wxvu=2,无形之手
wxvv=1,无形之中
wxvv=2,微信转账
wxvx=1,维修中心
wxvy=1,唯心主义
wxvy=2,无心之言
wxvy=3,违心之言
wxvz=1,文学著作
wxvz=2,无暇之作
wxwb=1,无喜无悲
wxwb=2,王祥卧冰
wxwd=1,无小无大
wxwk=1,问心无愧
wxwm=1,外星文明
wxws=1,我行我素
wxwv=1,无休无止
wxwx=1,戊戌维新
wxwy=1,无形威压
wxwy=2,无形无影
wxxh=1,无限循环
wxxh=2,卫星信号
wxxn=1,我相信你
wxxu=1,武侠小说
wxxu=2,危险系数
wxxx=1,微信消息
wxxx=2,微信小程序
wxxy=1,文学修养
wxyb=1,无限元宝
wxyc=1,维系于此
wxyd=1,维新运动
wxyd=2,无限月读
wxyh=1,我心永恒
wxyj=1,五险一金
wxyk=1,问心有愧
wxyk=2,温馨一刻
wxyt=1,卫星云图
wxyu=1,文学艺术
wxyy=1,微信语音
wxyy=2,文心一言
wxyz=1,五项原则
wxzi=1,无形资产
wxzl=1,文献资料
wxzp=1,文学作品
wxzr=1,无须再忍
wxzu=1,我现在是
wxzu=2,文献综述
wxzu=3,无限钻石
wyah=1,唯一爱好
wybb=1,无一不备
wybb=2,握有把柄
wybd=1,我也不知道
wybf=1,我有办法
wybh=1,我也不会
wybi=1,我也不清楚
wybl=1,亡羊补牢
wybq=1,五音不全
wybu=1,无一不是
wybv=1,无一不知
wybv=2,唯一标准
wybx=1,谓予不信
wybx=2,我也不想
wyby=1,文艺表演
wybz=1,无一不在
wycq=1,武艺超群
wyct=1,无语苍天
wydb=1,万用电表
wydc=1,谓语动词
wyde=1,我有点儿
wydf=1,唯一的办法
wydh=1,汪洋大海
wydh=2,我一定会
wydk=1,无意点开
wydy=1,微言大义
wydz=1,唯一的选择
wyef=1,无翼而飞
wyej=1,畏影恶迹
wyev=1,勿以恶小而为之
wyfj=1,无以复加
wyfj=2,无远弗届
wyfu=1,唯一方式
wyfx=1,文艺复兴
wygj=1,我有感觉
wygl=1,物业管理
wygq=1,武艺高强
wygr=1,我一个人
wygu=1,玩于股掌之上
wygv=1,文艺工作者
wygz=1,文艺工作
wyhd=1,文娱活动
wyhl=1,物欲横流
wyhx=1,无氧呼吸
wyhy=1,污言秽语
wyic=1,我已出舱
wyih=1,我已出舱，感觉良好
wyij=1,网约车司机
wyij=2,五一长假
wyil=1,唯一出路
wyim=1,未雨绸缪
wyiz=1,文艺创作
wyjd=1,我也觉得
wyjj=1,婉言拒绝
wyjj=2,五言绝句
wyjk=1,我已急哭
wyjm=1,文艺节目
wyjr=1,无颜见人
wyju=1,我已经是
wyjx=1,外语教学
wykd=1,无言可对
wykd=2,无言可答
wykj=1,无药可救
wykj=2,无药可解
wykl=1,网易考拉
wykn=1,我有可能
wykv=1,无药可治
wykx=1,唯一可行
wyky=1,无药可医
wyky=2,唯一可以
wylb=1,无与伦比
wylb=2,无以伦比
wylc=1,五颜六彩
wyld=1,万应灵丹
wyld=2,未预料到
wylf=1,物以类聚人以群分
wylf=2,物以类聚，人以群分
wylj=1,物以类聚
wyll=1,文艺理论
wylp=1,无印良品
wyls=1,五颜六色
wylv=1,乌云笼罩
wylw=1,无一例外
wyly=1,万应灵药
wymb=1,乌云密布
wymd=1,无颜面对
wymf=1,无意冒犯
wymh=1,午夜梦回
wymv=1,无以名状
wymx=1,文艺美学
wymy=1,万亿美元
wymy=2,我也没有
wynf=1,外圆内方
wyng=1,唯一能够
wynl=1,我要闹了
wynl=2,外引内联
wyny=1,无语凝噎
wypp=1,文艺批评
wyqd=1,唯一确定
wyqf=1,蜿蜒起伏
wyql=1,沃野千里
wyqn=1,文艺青年
wyqv=1,蜿蜒曲折
wyqy=1,万语千言
wyqy=2,为渊驱鱼
wyry=1,无业人员
wysl=1,无语死了
wysn=1,唯一所能
wyss=1,网页搜索
wyst=1,危言耸听
wysv=1,物有所值
wytb=1,弯腰驼背
wytt=1,文艺团体
wytv=1,吴越同舟
wyud=1,玩原神玩的
wyuf=1,午夜时分
wyuj=1,网页设计
wyun=1,网瘾少年
wyun=2,网瘾少女
wyuu=1,未诣世事
wyuw=1,勿以善小而不为
wyuy=1,文艺事业
wyvb=1,五洋捉鳖
wyvd=1,我也知道
wyvd=2,唯一指定
wyve=1,闻一知二
wyvg=1,无用之功
wyvj=1,无意之间
wyvj=2,握有证据
wyvl=1,无以至千里
wyvq=1,乌烟瘴气
wyvr=1,委以重任
wyvt=1,妄议朝廷
wyvu=1,毋庸赘述
wyvu=2,唯一真神
wyvu=3,唯一真史
wyvu=4,无源之水
wyvv=1,无意之中
wyvx=1,乌有之乡
wyvy=1,毋庸置疑
wywb=1,无以为报
wywb=2,网易微博
wywd=1,无用武之地
wywd=2,玩原玩的
wywg=1,无缘无故
wywh=1,无怨无悔
wywi=1,无冤无仇
wywi=2,无怨无仇
wywj=1,无以为继
wywk=1,无依无靠
wywk=2,网鱼网咖
wywl=1,无忧无虑
wywq=1,无欲无求
wywt=1,妄言妄听
wywu=1,无以为生
wywu=2,我以为是
wywx=1,无影无形
wywx=2,危言危行
wywy=1,无以为业
wywz=1,无影无踪
wyxc=1,为伊消得人憔悴
wyxg=1,物以稀为贵
wyxh=1,我也喜欢
wyxj=1,婉言谢绝
wyxl=1,午夜凶铃
wyxm=1,无一幸免
wyxn=1,问一下你
wyxt=1,望洋兴叹
wyxt=2,问一下他
wyxu=1,未予显示
wyxw=1,网易新闻
wyxw=2,问一下我
wyxy=1,外语学院
wyxy=2,唯一想要
wyxz=1,唯一选择
wyyb=1,无以言表
wyyc=1,唯一一次
wyyc=2,惟一一次
wyyd=1,无言以对
wyyd=2,无颜以对
wyyd=3,无氧运动
wyyf=1,我有一个大胆的想法
wyyg=1,我有一个
wyyg=2,唯一一个
wyyi=1,望眼欲穿
wyyi=2,文艺演出
wyyj=1,我意已决
wyyj=2,我有意见
wyyj=3,我有一计
wyyl=1,万有引力
wyyl=2,为有源头活水来
wyym=1,无业游民
wyyt=1,网易云课堂
wyyu=1,无以言说
wyyv=1,无以言状
wyyv=2,我有一种
wyyx=1,网易邮箱
wyyx=2,网易严选
wyyy=1,网易云音乐
wyyy=2,我有一个朋友
wyzd=1,文以载道
wyzg=1,无欲则刚
wyzj=1,乌鸦坐飞机
wyzp=1,文艺作品
wyzr=1,唯有责任
wyzs=1,汪洋恣肆
wzbd=1,我做不到
wzbk=1,乌兹别克
wzbk=2,乌孜别克
wzbq=1,文字表情
wzbt=1,乌兹别克斯坦
wzbu=1,文字表述
wzbw=1,忘战必危
wzbx=1,五字不行
wzbx=2,污渍不行
wzdk=1,五子登科
wzdt=1,稳坐钓鱼台
wzdx=1,危在旦夕
wzdx=2,无责底薪
wzfb=1,妄自菲薄
wzfh=1,文字符号
wzfm=1,外祖父母
wzgg=1,文字改革
wzgl=1,物资管理
wzgs=1,物资公司
wzgv=1,文字工作者
wzgy=1,物资供应
wzic=1,妄自揣测
wzil=1,望子成龙
wzil=2,文字处理
wzjd=1,我自己的
wzjf=1,五脏俱焚
wzjg=1,外资机构
wzjj=1,往自己脸上贴金
wzjl=1,蜗在家里
wzjm=1,无则加勉
wzjq=1,五脏俱全
wzjx=1,万字解析
wzlf=1,五脏六腑
wzlp=1,无座力炮
wzlt=1,物资流通
wzlw=1,歪嘴龙王
wzmb=1,我怎么办
wzmm=1,未曾谋面
wzmu=1,文字描述
wznn=1,旺仔牛奶
wzqh=1,万紫千红
wzqt=1,畏罪潜逃
wzqv=1,无足轻重
wzqy=1,外资企业
wzrr=1,蚊子肉也是肉
wzrw=1,物在人亡
wzsh=1,五洲四海
wzsk=1,我在思考
wztd=1,无罪推定
wztr=1,蚊子腿也是肉
wztu=1,无字天书
wzub=1,文字识别
wzuf=1,无罪释放
wzum=1,文字说明
wzum=2,未做说明
wzvb=1,文字直播
wzvc=1,王佐之才
wzvf=1,王子战法
wzvn=1,我尊重你
wzvu=1,无字之书
wzvu=2,歪嘴战神
wzwd=1,稳扎稳打
wzwq=1,我走我的独木桥
wzwy=1,无踪无影
wzxg=1,无籽西瓜
wzxu=1,我在线上
wzyh=1,外资银行
wzyq=1,外在要求
wzyx=1,文字游戏
wzzd=1,妄自尊大
wzzf=1,文责自负
wzzu=1,畏罪自杀
xael=1,新奥尔良
xajd=1,西安交大
xajh=1,笑傲江湖
xald=1,心安理得
xatx=1,小爱同学
xaub=1,西安事变
xavr=1,心爱之人
xawu=1,相安无事
xaxq=1,雄安新区
xaxu=1,相爱相杀
xayp=1,喜爱夜蒲
xbaa=1,囟
xbaa=2,㣺
xbaa=3,顖
xbai=1,心爱
xbal=1,衅
xban=1,心安
xban=2,新安
xbay=1,新
xbba=1,辛巴
xbba=2,心巴
xbbc=1,新包
xbbc=2,心包
xbbe=1,小宝贝儿
xbbf=1,下半部分
xbbi=1,信笔
xbbi=2,新币
xbbj=1,新版
xbbj=2,新办
xbbk=1,新兵
xbbk=2,心病
xbbl=1,小本本记下来
xbbm=1,新编
xbbm=2,细胞表面
xbbn=1,信标
xbbn=2,新表
xbbs=1,宣布比赛
xbbu=1,信不
xbbu=2,信步
xbbz=1,下半辈子
xbbz=2,雪豹闭嘴
xbcc=1,心
xbcc=2,忄
xbcd=1,心裁
xbcg=1,惞
xbcg=2,锌层
xbci=1,新词
xbcr=1,携笔从戎
xbcs=1,信从
xbcy=1,忻
xbcy=2,心存
xbcy=3,新村
xbda=1,心大
xbdb=1,想不到吧
xbdc=1,心道
xbdc=2,信道
xbdc=3,䜗
xbdc=4,訫
xbdd=1,信贷
xbdd=2,想不到你是这样的
xbde=1,心得
xbde=2,小不点儿
xbdg=1,心灯
xbdg=2,歆
xbdg=3,䚱
xbdh=1,新党
xbdh=2,新档
xbdi=1,心底
xbdi=2,心地
xbdi=3,新低
xbdj=1,新单
xbdj=2,心胆
xbdk=1,锌锭
xbdk=2,新丁
xbdl=1,性别对立
xbdm=1,新店
xbdm=2,心电
xbdq=1,西部地区
xbdq=2,西北地区
xbds=1,心动
xbds=2,䛨
xbdv=1,新队
xbdv=2,喧宾夺主
xbdw=1,细胞凋亡
xbdy=1,䜣
xbdy=2,性别多元
xbdy=3,訢
xbdz=1,心都
xbdz=2,新兵蛋子
xbdz=3,嬜
xbdz=4,新都
xbeh=1,相伴而行
xbey=1,相比而言
xbey=2,小布尔乔亚
xbfa=1,心法
xbfa=2,新法
xbfa=3,伩
xbfc=1,伈
xbfd=1,信
xbfd=2,下不封底
xbff=1,新粉
xbff=2,锌粉
xbfg=1,信封
xbfg=2,信奉
xbfg=3,新风
xbfg=4,俽
xbfh=1,新房
xbfh=2,心房
xbfh=3,信访
xbfh=4,㐰
xbfj=1,心烦
xbfj=2,新翻
xbfj=3,新番
xbfl=1,细胞分裂
xbfo=1,信佛
xbfq=1,宣布放弃
xbfr=1,小部分人
xbfu=1,心腹
xbfu=2,信服
xbfw=1,心扉
xbfw=2,心肺
xbgc=1,新高
xbgc=2,鈊
xbgc=3,心高
xbge=1,新歌
xbge=2,信鸽
xbgg=1,心梗
xbgh=1,新港
xbgi=1,校办工厂
xbgj=1,心肝
xbgj=2,心甘
xbgl=1,醒不过来
xbgl=2,先别管了
xbgm=1,行不更名
xbgm=2,行不改名
xbgn=1,细胞功能
xbgs=1,鋅
xbgs=2,信工
xbgs=3,新功
xbgu=1,新股
xbgv=1,新规
xbgv=2,新贵
xbgw=1,薪给
xbgx=1,新瓜
xbgx=2,行不更名，坐不改姓
xbgy=1,心不甘情不愿
xbhc=1,信号
xbhc=2,心好
xbhd=1,辛亥
xbhd=2,心海
xbhe=1,信合
xbhe=2,新河
xbhf=1,心狠
xbhh=1,新航
xbhj=1,心寒
xbhj=2,信函
xbhk=1,心怀
xbhl=1,心慌
xbhl=2,笑不活了
xbhl=3,学不会了
xbho=1,新货
xbho=2,心火
xbhr=1,新欢
xbhr=2,心欢
xbhs=1,新红
xbhs=2,细胞坏死
xbhv=1,心灰
xbhv=2,新会
xbhw=1,心黑
xbhw=2,下班很晚
xbhx=1,新华
xbhx=2,心花
xbhx=3,新化
xbhy=1,新婚
xbhy=2,心魂
xbhy=3,噺
xbia=1,新茶
xbia=2,信差
xbic=1,新潮
xbic=2,心潮
xbie=1,新车
xbig=1,新城
xbig=2,心诚
xbig=3,新成
xbih=1,心肠
xbih=2,新厂
xbih=3,新昌
xbij=1,心颤
xbij=2,心馋
xbil=1,想不出来
xbil=2,笑不出来
xbil=3,写不出来
xbir=1,想不出个所以然
xbir=2,想不出一个所以然
xbir=3,新传
xbis=1,新宠
xbiu=1,新出
xbiu=2,夕避长蛇
xbiv=1,下笔成章
xbiw=1,下笔成文
xbiy=1,新春
xbiz=1,薪酬
xbiz=2,辛丑
xbjb=1,新进
xbjb=2,薪金
xbjb=3,新晋
xbjb=4,新近
xbjb=5,心劲
xbji=1,心急
xbji=2,心机
xbji=3,心肌
xbji=4,心计
xbji=5,新机
xbji=6,心悸
xbji=7,心迹
xbji=8,辛集
xbjk=1,心境
xbjk=2,心惊
xbjk=3,心静
xbjk=4,心经
xbjl=1,新疆
xbjl=2,新绛
xbjm=1,新建
xbjm=2,心间
xbjm=3,信件
xbjm=4,信笺
xbjm=5,心尖
xbjn=1,心焦
xbjn=2,信教
xbjn=3,新教
xbjp=1,心结
xbjq=1,新旧
xbjq=2,新酒
xbjq=3,学不进去
xbju=1,新居
xbju=2,新剧
xbju=3,想必就是
xbjx=1,新家
xbjx=2,新加
xbjy=1,新军
xbjy=2,小本经营
xbkd=1,新开
xbkd=2,新凯
xbke=1,新课
xbke=2,新客
xbke=3,新科
xbkf=1,新垦
xbkf=2,西部开发
xbkg=1,新坑
xbkg=2,邪不可干
xbkh=1,新康
xbkh=2,笑比哭好
xbkj=1,心坎
xbkj=2,新刊
xbkk=1,新快
xbkk=2,鑫
xbkk=3,欣快
xbkl=1,锌矿
xbkl=2,心狂
xbkm=1,宣布开幕
xbkr=1,新款
xbkr=2,心宽
xbks=1,锌
xbks=2,心空
xbks=3,新空
xbku=1,辛苦
xbku=2,选拔考试
xbku=3,西部快枪手
xbkz=1,心口
xbkz=2,信口
xbla=1,辛辣
xblc=1,辛劳
xblc=2,新老
xbld=1,信赖
xbld=2,新来
xble=1,新乐
xblg=1,心冷
xblg=2,兴邦立国
xblh=1,新郎
xblh=2,新浪
xbli=1,心里
xbli=2,心理
xbli=3,心力
xblk=1,心灵
xblk=2,心领
xbll=1,心凉
xbll=2,心量
xblr=1,心乱
xbls=1,新龙
xblt=1,下不来台
xblt=2,下不了台
xblu=1,新路
xblu=2,行百里者半九十
xblu=3,心路
xblv=1,心率
xblv=2,心律
xblv=3,新绿
xblw=1,心累
xblw=2,新蕾
xblw=3,希伯来文
xblx=1,朝不虑夕
xblx=2,下不了决心
xbly=1,新论
xbly=2,西伯利亚
xbly=3,希伯来语
xblz=1,新楼
xbmb=1,想不明白
xbmb=2,新民
xbmc=1,辛卯
xbmf=1,心门
xbmn=1,新苗
xbmo=1,心魔
xbmo=2,新模
xbmu=1,心目
xbnc=1,心脑
xbnc=2,孞
xbnk=1,新宁
xbnl=1,新娘
xbnm=1,新年
xbnm=2,信念
xbno=1,信诺
xbnr=1,心暖
xbnv=1,信女
xbny=1,心病难医
xbny=2,馸
xbnz=1,西部牛仔
xbpb=1,新品
xbpd=1,新派
xbpi=1,心脾
xbpi=2,新皮
xbpj=1,新盘
xbpj=2,箱包皮具
xbpk=1,新平
xbpm=1,芯片
xbpm=2,新片
xbpo=1,心魄
xbpy=1,星标朋友
xbpy=2,选拔培养
xbqb=1,辛勤
xbqb=2,辛钦
xbqd=1,宣布启动
xbqi=1,新奇
xbqi=2,心气
xbqi=3,想不清楚
xbqk=1,心情
xbqk=2,心晴
xbqk=3,下不去口
xbql=1,心墙
xbql=2,想不起来
xbqn=1,心窍
xbqn=2,新桥
xbqp=1,心切
xbqq=1,信球
xbqu=1,新区
xbqu=2,性别歧视
xbqu=3,下不去手
xbqy=1,新群
xbqy=2,昕
xbqy=3,新标签页
xbqy=4,下笔千言
xbqy=5,盺
xbrc=1,选拔人才
xbrf=1,信任
xbrf=2,新人
xbrf=3,洗白弱三分
xbrf=4,新任
xbrj=1,欣然
xbrm=1,幸不辱命
xbrm=2,小不忍则乱大谋
xbrr=1,心软
xbrs=1,欣荣
xbrt=1,性别认同
xbru=1,心如
xbru=2,下笔如有神
xbrv=1,新锐
xbry=1,炘
xbry=2,新润
xbry=3,选拔任用
xbrz=1,心柔
xbrz=2,惜兵如子
xbsd=1,心塞
xbsg=1,𫷷
xbsg=2,廞
xbsh=1,小别赛新婚
xbsi=1,心思
xbsi=2,心死
xbso=1,心锁
xbsr=1,心酸
xbsr=2,辛酸
xbsr=3,心算
xbss=1,辛
xbsv=1,心碎
xbsv=2,心随
xbtd=1,心态
xbtd=2,新泰
xbtg=1,心疼
xbtg=2,心比天高
xbth=1,新塘
xbtm=1,心田
xbtm=2,新天
xbtm=3,新田
xbtn=1,心跳
xbtn=2,信条
xbto=1,信托
xbtp=1,新帖
xbtp=2,新贴
xbtq=1,馨
xbts=1,心痛
xbts=2,信筒
xbtu=1,信徒
xbtu=2,新图
xbtx=1,雄霸天下
xbty=1,新屯
xbty=2,信笔涂鸦
xbtz=1,心头
xbua=1,新沙
xbue=1,新设
xbuf=1,心神
xbug=1,新生
xbug=2,心声
xbug=3,心生
xbuh=1,欣赏
xbuh=2,心上
xbuh=3,小别胜新婚
xbui=1,心事
xbui=2,新式
xbui=3,信使
xbui=4,心室
xbui=5,新诗
xbuj=1,心善
xbuj=2,西部数据
xbuk=1,心衰
xbul=1,先不说了
xbuo=1,心说
xbuo=2,新说
xbup=1,细胞水平
xbuu=1,新书
xbuu=2,心术
xbuu=3,刑部尚书
xbuv=1,薪水
xbuv=2,邪不胜正
xbuy=1,心顺
xbuy=2,襑
xbuy=3,小本生意
xbuz=1,新手
xbuz=2,信手
xbuz=3,信守
xbva=1,信札
xbva=2,脪
xbva=3,新闸
xbvc=1,新招
xbvc=2,心照
xbvd=1,下不着地
xbvf=1,新镇
xbvf=2,心真
xbvg=1,新政
xbvg=2,新郑
xbvh=1,新账
xbvi=1,心智
xbvi=2,信纸
xbvi=3,心志
xbvi=4,新知
xbvi=5,新址
xbvj=1,新站
xbvl=1,新装
xbvq=1,西部战区
xbvr=1,歇逼阵容
xbvs=1,心中
xbvs=2,信众
xbvu=1,新著
xbvu=2,新竹
xbvx=1,相比之下
xbvz=1,忻州
xbvz=2,新舟
xbvz=3,新洲
xbwf=1,新闻
xbwf=2,欣闻
xbwg=1,血本无归
xbwj=1,辛烷
xbwl=1,下不为例
xbwo=1,心窝
xbwq=1,小步舞曲
xbwq=2,馫
xbwu=1,信物
xbwu=2,心无
xbwu=3,新屋
xbww=1,欣慰
xbww=2,辛未
xbwy=1,学部委员
xbxb=1,信心
xbxb=2,欣欣
xbxc=1,芯
xbxf=1,幸不幸福
xbxg=1,习不习惯
xbxg=2,向壁虚构
xbxh=1,喜不喜欢
xbxi=1,信息
xbxi=2,欣喜
xbxi=3,心细
xbxj=1,虾兵蟹将
xbxk=1,新型
xbxk=2,新兴
xbxk=3,想不想看
xbxk=4,新星
xbxk=5,心性
xbxl=1,心想
xbxl=2,信箱
xbxl=3,新乡
xbxl=4,馨香
xbxm=1,新鲜
xbxm=2,心弦
xbxm=3,新县
xbxn=1,新校
xbxn=2,席不暇暖
xbxn=3,信不信由你
xbxp=1,新鞋
xbxp=2,䒖
xbxq=1,新修
xbxq=2,新秀
xbxq=3,写不下去
xbxq=4,学不下去
xbxs=1,心胸
xbxs=2,莘
xbxt=1,心血
xbxt=2,新学
xbxu=1,心虚
xbxu=2,心绪
xbxw=1,希不希望
xbxw=2,信不信我
xbxx=1,心下
xbxx=2,新下
xbxx=3,相不相信
xbxy=1,薪
xbxy=2,需不需要
xbxy=3,想不想要
xbxy=4,下不下雨
xbyb=1,心音
xbyc=1,信谣
xbyc=2,新药
xbye=1,新野
xbye=2,新叶
xbyg=1,欣
xbyh=1,信仰
xbyh=2,信阳
xbyi=1,心意
xbyi=2,心仪
xbyi=3,新意
xbyi=4,新衣
xbyi=5,信义
xbyi=6,新异
xbyi=7,新沂
xbyi=8,信宜
xbyj=1,心眼
xbyj=2,行不由径
xbyk=1,新颖
xbyk=2,心硬
xbyr=1,心愿
xbyr=2,心缘
xbys=1,信用
xbyt=1,新月
xbyt=2,心悦
xbyt=3,新约
xbyu=1,信誉
xbyu=2,心语
xbyv=1,邪不压正
xbyw=1,西班牙文
xbyy=1,瑕不掩瑜
xbyy=2,西班牙语
xbzb=1,下辈子吧
xbzg=1,新增
xbzh=1,心脏
xbzi=1,薪资
xbzi=2,信子
xbzj=1,喜不自禁
xbzo=1,新作
xbzo=2,新做
xbzr=1,下班走人
xbzu=1,新租
xbzu=2,喜不自胜
xbzv=1,心醉
xbzv=2,细胞增殖
xbzy=1,心不在焉
xbzy=2,妡
xbzy=3,㜦
xbzz=1,小逼崽子
xcaq=1,乡村爱情
xcbf=1,小葱拌豆腐
xcbg=1,心存不轨
xcbg=2,下次不敢
xcbl=1,下次不敢了
xcbm=1,香车宝马
xcdj=1,小惩大诫
xcdl=1,雄才大略
xcdy=1,小材大用
xcge=1,心存感恩
xcgj=1,心存感激
xcgu=1,虚词诡说
xchg=1,下次还敢
xchj=1,下次回家
xchl=1,喜从何来
xcjd=1,心存芥蒂
xcjw=1,心存敬畏
xcjx=1,心存侥幸
xcmr=1,心慈面软
xcmr=2,香草美人
xcmu=1,心慈面善
xcqf=1,心粗气浮
xcrm=1,惜财如命
xctj=1,喜从天降
xctk=1,选词填空
xcun=1,心存善念
xcur=1,心慈手软
xcuu=1,下次试试
xcuu=2,小崔说事
xcuy=1,心存善意
xcvi=1,幸存者偏差
xcvx=1,乡村振兴
xcwl=1,雄才伟略
xcxl=1,幸存下来
xcxw=1,心存希望
xcyd=1,小菜一碟
xcyd=2,下次一定
xcyd=3,鲜翠欲滴
xcyl=1,心存疑虑
xcys=1,下车伊始
xcyv=1,性从业者
xczf=1,秀才造反
xczl=1,下次再来
xdaj=1,相对安静
xdaq=1,相对安全
xdbb=1,行动不便
xdbc=1,相当不错
xdbd=1,心动不如行动
xdbf=1,想到办法
xdbh=1,兄弟不和
xdbj=1,细大不捐
xdbl=1,新的不来
xdbn=1,笑对八十一难
xdbx=1,想都别想
xdbx=2,想都不要想
xdbx=3,想都不用想
xdca=1,修订草案
xdcj=1,消毒餐具
xddf=1,许多地方
xddl=1,相对独立
xddm=1,想得倒美
xddq=1,寻道大千
xddr=1,小洞大人
xdds=1,西电东送
xddt=1,闲得蛋疼
xddt=2,闲的蛋疼
xddu=1,先动的手
xddv=1,行得端坐得正
xddv=2,行得端，坐得正
xddw=1,相对定位
xddx=1,许多东西
xddx=2,新的东西
xddy=1,笑掉大牙
xded=1,信贷额度
xdem=1,薛定谔的猫
xder=1,兄弟二人
xdey=1,相对而言
xdez=1,席地而坐
xdfi=1,侠盗飞车
xdfi=2,限定返场
xdfm=1,许多方面
xdfm=2,兄弟反目
xdfn=1,咸豆腐脑
xdfz=1,相当复杂
xdgj=1,许多国家
xdgj=2,现代国家
xdgl=1,行动纲领
xdgl=2,信贷管理
xdgm=1,相当规模
xdgp=1,相对公平
xdgs=1,心动过速
xdgx=1,行动规划
xdgy=1,虚度光阴
xdgy=2,心电感应
xdgz=1,喜得贵子
xdgz=2,许多工作
xdhd=1,现代汉语词典
xdhl=1,新的活力
xdhl=2,心都化了
xdhm=1,行动缓慢
xdhx=1,先大后小
xdhy=1,现代汉语
xdhz=1,笑得合不拢嘴
xdid=1,相当程度
