字	全码	同项序号	核定简码
邶	bwxy	0	bwxy
邸	diny	0	diny
邺	yeey	0	yeey
邽	gvpy	0	gvpy
邾	vusy	0	vusy
邿	uipy	0	uipy
郃	hedy	0	hedy
郄	qpey	0	qpe
郅	vihy	0	vihy
郇	hrly	0	hrl
郇	xyly	0	xyly
郈	hzky	0	hzky
郏	jxry	0	jxry
郐	kkdy	0	kkdy
郓	yysy	0	yys
郗	xiey	0	xiey
郚	wuqy	0	wuqy
郛	fuby	0	fuby
郜	gcny	0	gcny
郢	ykjy	0	ykjy
郤	xivy	0	xivy
郦	lidy	0	lidy
郧	yyjy	0	yyjy
郪	qiry	0	qiry
郫	pily	0	pily
郯	tjwy	0	tjw
郴	ifay	0	ifay
郸	djsy	0	djsy
郾	yjly	0	yjly
郿	mwty	0	mwty
鄀	roqy	0	roqy
鄃	uuey	0	uuey
鄄	jryy	0	jry
鄅	yuky	0	yuky
鄌	thcy	0	thcy
鄑	ziey	0	zie
鄗	hcky	0	hcky
鄘	yscy	0	yscy
鄚	mcqy	0	mcqy
鄜	fuby	0	fuby
鄞	ybiy	0	ybiy
鄠	huly	0	hul
鄢	yjry	0	yjry
鄣	vhey	0	vhey
鄫	zgvy	0	zgvy
鄯	ujby	0	ujby
鄱	poby	0	poby
鄹	zzmy	0	zzmy
酂	zjny	0	zjn
酃	lkly	0	lkly
酅	xiuy	0	xiuy
酆	fguy	0	fguy
酊	dkyn	0	dky
酋	qqvy	0	qqvy
酎	vzyn	0	vzyn
酏	yiyh	0	yiyh
酐	gjyx	0	gjy
酗	xuyl	0	xuyl
酝	yyyk	0	yyyk
酞	tdyv	0	tdy
酡	toyg	0	toyg
酢	zoyr	0	zoy
酣	hjyi	0	hjy
酤	guyr	0	guyr
酦	poyg	0	poy
酩	mkyj	0	mky
酰	xmyn	0	xmyn
酲	igyt	0	igyt
酴	tuyv	0	tuyv
酹	lwyn	0	lwy
酺	puyl	0	puy
酽	yjyk	0	yjy
酾	uiyd	0	uiyd
醅	pwyj	0	pwyj
醌	kyyg	0	kyy
醍	tiyl	0	tiy
醐	huyr	0	huy
醑	xuyr	0	xuyr
醚	miyo	0	miyo
醢	hdyt	0	hdy
醨	liyo	0	liyo
醪	lcyk	0	lcyk
醭	buym	0	buym
醮	jnyw	0	jnyw
醯	xiyt	0	xiyt
醴	liyr	0	liyr
醵	juyy	0	juy
醺	xyyt	0	xyyt
醾	miyb	0	miyb
釐	xisw	0	xisw
釜	fuvn	0	fuvn
銎	qssn	0	qssn
銮	lryn	0	lryn
鋆	yypn	0	yyp
鋈	wuon	0	wuon
錾	zjcn	0	zjcn
鍪	mzgn	0	mzg
鎏	lqon	0	lqon
鏊	aoxn	0	aoxn
鏖	aobn	0	aob
鐾	bwtn	0	bwtn
钆	ganz	0	ganz
钇	yinz	0	yinz
钋	pons	0	pons
钌	lnnx	0	lnn
钍	tunp	0	tun
钎	qmnx	0	qmnx
钏	irny	0	irn
钐	ujnk	0	ujn
钒	fjnd	0	fjn
钔	mfnl	0	mfn
钕	nvnm	0	nvn
钖	yhnx	0	yhn
钗	idnd	0	idn
钘	xknq	0	xkn
钚	bund	0	bun
钡	bwnq	0	bwn
钣	bjng	0	bjn
钤	qmnv	0	qmnv
钨	wunc	0	wunc
钪	khnd	0	khn
钫	fhnl	0	fhnl
钬	honw	0	hon
钭	dznb	0	dzn
钯	bant	0	ban
钲	vgny	0	vgny
钴	gunr	0	gunr
钷	ponj	0	ponj
钹	bond	0	bond
钺	ytnb	0	ytnb
钼	muna	0	muna
钽	tjnr	0	tjn
钿	dmna	0	dmn
铀	yzna	0	yzn
铄	uonj	0	uon
铆	mcni	0	mcni
铈	uing	0	uing
铉	xrnf	0	xrn
铊	tang	0	tan
铊	tong	0	tong
铋	binv	0	bin
铌	ning	0	nin
铍	pinh	0	pin
铏	xkno	0	xkno
铐	kcnz	0	kcnz
铑	lcng	0	lcn
铒	ernm	0	ernm
铕	yznr	0	yznr
铖	ignz	0	ign
铗	jxnv	0	jxnv
铘	yeny	0	yen
铙	ncnh	0	ncn
铚	vinh	0	vinh
铛	ignd	0	ignd
铛	dhnd	0	dhn
铞	dnng	0	dnng
铟	ybnv	0	ybnv
铠	kdnt	0	kdn
铡	vano	0	van
铢	vuns	0	vuns
铣	xinn	0	xinn
铤	tkno	0	tkn
铥	dqnk	0	dqn
铧	hxnb	0	hxn
铨	qrnt	0	qrn
铩	uanf	0	uan
铪	hanj	0	han
铫	dnnn	0	dnnn
铫	ycnn	0	ycnn
铯	sent	0	sen
铰	jnne	0	jnne
铱	ying	0	ying
铳	isnn	0	isnn
铴	thnx	0	thn
铵	annm	0	ann
铷	runj	0	run
铹	lcnk	0	lcnk
铻	wunj	0	wunj
铼	ldnk	0	ldn
铽	tenv	0	ten
铿	kgnp	0	kgn
锃	zgnt	0	zgn
锄	iunk	0	iun
锆	gcnj	0	gcnj
锇	eenb	0	een
锉	conp	0	con
锊	ltnn	0	ltn
锍	lqny	0	lqn
锎	kdnq	0	kdnq
锏	jmna	0	jmna
锑	tinb	0	tin
锒	lhnw	0	lhn
锓	qbng	0	qbng
锔	junj	0	junj
锕	aann	0	aan
锖	qlnr	0	qln
锗	vena	0	ven
锘	nonj	0	non
锚	mcna	0	mcna
锛	bfnq	0	bfnq
锜	qinn	0	qinn
锝	denn	0	den
锞	kena	0	ken
锟	kyng	0	kyn
锢	gunr	0	gunr
锧	vinq	0	vinq
锨	xmnd	0	xmn
锩	jrnt	0	jrn
锪	honv	0	honv
锫	pwnj	0	pwn
锬	tjnw	0	tjnw
锭	dknl	0	dknl
锱	zina	0	zin
锲	qpnv	0	qpn
锳	yknv	0	yknv
锴	kdnl	0	kdnl
锵	qlnn	0	qlnn
锶	sinv	0	sin
锷	eenz	0	eenz
锸	ianl	0	ian
锹	qnnw	0	qnn
锺	vsnw	0	vsnw
锼	szng	0	szn
锽	hlnt	0	hln
锾	hrng	0	hrn
锿	ainj	0	ain
镂	lznm	0	lzn
镃	zinf	0	zinf
镄	fwnq	0	fwn
镅	mwna	0	mwna
镆	monq	0	mon
镈	bonn	0	bonn
镉	genh	0	genh
镊	npng	0	npng
镋	thnn	0	thnn
镌	jrnn	0	jrnn
镎	nane	0	nane
镏	lqna	0	lqna
镐	gcnj	0	gcnj
镒	yint	0	yint
镓	jxny	0	jxny
镔	bbnv	0	bbn
镕	rsnj	0	rsn
镖	bnnq	0	bnn
镗	thnp	0	thnp
镘	mjng	0	mjn
镚	bgnr	0	bgn
镛	ysne	0	ysne
镝	dinr	0	dinr
镞	zuns	0	zun
镠	lqnk	0	lqnk
镡	ijnb	0	ijnb
镡	tjnb	0	tjnb
镢	jtnd	0	jtn
镣	lnnf	0	lnnf
镤	punm	0	punm
镥	luna	0	luna
镦	dyng	0	dyng
镧	ljng	0	ljn
镨	puna	0	puna
镩	crny	0	crn
镪	qlnw	0	qlnw
镫	dgnr	0	dgn
镬	hong	0	hong
镭	lwna	0	lwn
镮	hrng	0	hrng
镯	vonw	0	vonw
镱	yinv	0	yinv
镲	ianq	0	ianq
镳	bnnw	0	bnnw
镴	lanz	0	lan
镵	ijnx	0	ijnx
闩	urlr	0	url
闰	rylt	0	ryl
闱	wwle	0	wwl
闳	hslk	0	hslk
闶	khld	0	khl
闼	talo	0	tal
闾	lvlj	0	lvlj
闿	kdlt	0	kdl
阂	held	0	hel
阃	kyla	0	kyla
阄	jqla	0	jqla
阆	lhlw	0	lhl
阇	dula	0	dul
阇	uela	0	uel
阈	yulr	0	yulr
阉	yjla	0	yjla
阊	ihla	0	ihl
阋	xiln	0	xiln
阌	wflg	0	wflg
阍	hyla	0	hyl
阏	yjld	0	yjld
阑	ljlg	0	ljl
阒	qulv	0	qulv
阕	qtlv	0	qtl
阖	helt	0	helt
阗	tmlv	0	tml
阘	taln	0	taln
阙	qtld	0	qtld
阚	kjlg	0	kjl
阡	qmyx	0	qmy
阱	jkyj	0	jkyj
阼	zoyr	0	zoyr
阽	dmyj	0	dmy
陂	piyh	0	piyh
陉	xkys	0	xkys
陎	uuys	0	uuy
陑	eryl	0	ery
陔	gdyd	0	gdy
陛	biyp	0	biyp
陞	ugyp	0	ugy
陟	viyk	0	viyk
陧	npyp	0	npy
陬	zzyg	0	zzy
陲	ivyr	0	ivy
陴	piyb	0	piyb
隃	uuye	0	uuye
隈	wwyl	0	wwyl
隍	hlyt	0	hlyt
隗	wwyn	0	wwyn
隘	aiyt	0	aiy
隩	aoyv	0	aoyv
隰	xiyw	0	xiyw
隳	hvyv	0	hvyv
隹	vvpp	0	vvp
隺	hesp	0	hesp
隼	sypb	0	syp
隽	jrpn	0	jrp
雉	visp	0	visp
雊	gzlp	0	gzlp
雎	jurp	0	jurp
雒	logp	0	log
雠	izpp	0	izpp
雩	yulz	0	yulz
雱	phll	0	phl
雳	lilk	0	lil
雹	bclt	0	bclt
霁	jily	0	jil
霅	valm	0	valm
霈	pwlg	0	pwlg
霏	fwlx	0	fwlx
霓	niln	0	niln
霨	wwln	0	wwln
霪	yblp	0	yblp
霭	aill	0	aill
霰	xmlg	0	xmlg
霹	pilh	0	pilh
靛	dmxl	0	dmx
靡	micx	0	micx
靥	yecl	0	yec
靬	qmix	0	qmi
靰	wuin	0	wui
靸	sais	0	sai
靺	mois	0	moi
靼	dair	0	dai
靽	bjie	0	bji
靿	ycik	0	yci
鞁	bwih	0	bwi
鞅	yhiv	0	yhi
鞑	daio	0	daio
鞒	qniy	0	qni
鞔	mjix	0	mji
鞘	qnir	0	qnir
鞘	ucir	0	uci
鞡	laih	0	lai
鞣	rzia	0	rzi
鞧	qqiy	0	qqiy
鞨	heil	0	hei
鞫	juim	0	juim
鞬	jmio	0	jmi
鞮	diil	0	dii
鞯	jmix	0	jmix
鞲	gzir	0	gzi
鞳	taij	0	tai
鞴	bwie	0	bwie
韂	ijim	0	iji
韨	fued	0	fued
韪	wwae	0	wwae
韫	yyet	0	yyet
韭	jqxr	0	jqx
顸	hjxq	0	hjxq
顼	xutq	0	xutq
颀	qifq	0	qifq
颃	hhbq	0	hhb
颉	jppq	0	jppq
颉	xppq	0	xpp
颋	tkpq	0	tkpq
颍	ykgq	0	ykgq
颎	jsgq	0	jsg
颏	kebq	0	kebq
颔	hjvq	0	hjvq
颙	ysaq	0	ysaq
颚	eejq	0	eejq
颛	vruq	0	vru
颞	npmq	0	npmq
颟	mjqq	0	mjqq
颡	shgq	0	shg
颢	hcaq	0	hcaq
颥	rulq	0	rul
颦	pbyb	0	pbyb
颧	qrqq	0	qrqq
飏	yhdx	0	yhd
飐	vjdj	0	vjd
飑	bndt	0	bnd
飒	sahe	0	sah
飓	judv	0	jud
飔	sidv	0	sid
飕	szdg	0	szd
飗	lqda	0	lqd
飧	syxw	0	syx
飨	xlfw	0	xlfw
餍	yjcw	0	yjcw
餮	tpxw	0	tpx
饔	ysbw	0	ysbw
饕	tcjw	0	tcjw
饧	xkgx	0	xkg
饨	tygz	0	tyg
饩	xigu	0	xigu
饪	rfgp	0	rfg
饫	yugv	0	yugv
饬	iigk	0	iigk
饯	jmgb	0	jmgb
饳	dogu	0	dogu
饴	yigj	0	yigj
饷	xlgq	0	xlgq
饸	hegj	0	heg
饹	gegg	0	gegg
饹	legg	0	leg
饻	xigg	0	xigg
饽	bogx	0	bogx
馁	nwgm	0	nwg
馃	goga	0	goga
馄	hygg	0	hyg
馇	iagr	0	iagr
馇	vagr	0	vag
馉	gugb	0	gug
馊	szgg	0	szg
馌	yegt	0	yeg
馏	lqga	0	lqg
馐	xqgp	0	xqg
馑	jbgx	0	jbgx
馒	mjgg	0	mjgg
馓	sjgg	0	sjg
馔	vrgv	0	vrg
馕	nhgg	0	nhg
馗	kvhl	0	kvh
馘	govr	0	gov
馝	bicv	0	bicv
馞	bocx	0	bocx
馥	fucg	0	fucg
馧	yyct	0	yyc
驮	donv	0	donv
驮	tonv	0	tonv
驲	rina	0	rin
驵	zhnr	0	zhn
驷	sint	0	sint
驸	funt	0	fun
驺	zznm	0	zzn
驽	numn	0	numn
骀	ddnj	0	ddn
骀	tdnj	0	tdnj
骃	ybnv	0	ybnv
骅	hxnb	0	hxnb
骈	pmnq	0	pmnq
骉	bnnn	0	bnnn
骊	lind	0	lind
骋	ignz	0	ignz
骍	xknh	0	xknh
骎	qbng	0	qbng
骐	qinv	0	qinv
骒	kena	0	kena
骓	vvnp	0	vvnp
骕	sunv	0	sun
骖	cjnk	0	cjn
骘	viyn	0	viyn
骙	kvnv	0	kvnv
骛	wugn	0	wugn
骜	aoxn	0	aoxn
骝	lqna	0	lqna
骞	qmsn	0	qmsn
骟	ujnn	0	ujnn
骠	bnnq	0	bnnq
骠	pnnq	0	pnn
骡	lonf	0	lonf
骢	csnv	0	csn
骣	ijnx	0	ijnx
骥	jinv	0	jinv
骦	ulna	0	uln
骧	xlng	0	xlng
骰	tzbw	0	tzb
骱	jpby	0	jpby
骶	dibn	0	dibn
骷	kubr	0	kub
骸	hdbd	0	hdbd
骺	hzbj	0	hzbj
骼	gebg	0	gebg
髀	bibb	0	bibb
髁	keba	0	keba
髂	qxbg	0	qxb
髃	yubo	0	yubo
髅	lzbm	0	lzbm
髌	bbbv	0	bbb
髎	lnbk	0	lnbk
髑	dubw	0	dub
髡	kyrn	0	kyr
髢	dirh	0	dir
髦	mcrh	0	mcr
髫	tnrj	0	tnrj
髭	zirg	0	zirg
髯	rjrr	0	rjr
髹	xqra	0	xqr
髻	jirj	0	jirj
髽	vxrp	0	vxr
鬃	zsrq	0	zsrq
鬈	qrrt	0	qrr
鬏	jqrw	0	jqrw
鬒	vfrv	0	vfrv
鬓	bbrv	0	bbrv
鬘	mjrg	0	mjr
鬟	hrrg	0	hrrg
鬣	lprz	0	lprz
鬯	iheg	0	ihe
鬲	gehh	0	geh
鬲	lihh	0	lihh
鬶	gvvh	0	gvvh
鬷	zshg	0	zsh
鬻	yuzh	0	yuzh
魃	band	0	band
魆	xunb	0	xun
魇	yjcn	0	yjcn
魈	xnnr	0	xnnr
魉	llnd	0	lln
魋	tvnp	0	tvn
魍	whnz	0	whn
魑	iino	0	iino
鱽	dcyo	0	dcy
鱾	jiyt	0	jiyt
鱿	yzyk	0	yzyk
鲀	tyyz	0	tyy
鲂	fhyl	0	fhyl
鲃	bayt	0	bay
鲅	bayd	0	bayd
鲆	pkyb	0	pky
鲇	nmyj	0	nmy
鲉	yzya	0	yzya
鲊	vayr	0	vay
鲋	fuyt	0	fuyt
鲌	boyl	0	boy
鲎	hzsy	0	hzs
鲏	piyh	0	piyh
鲐	tdyj	0	tdyj
鲑	gvyp	0	gvyp
鲒	jpyj	0	jpyj
鲔	wwyr	0	wwyr
鲕	eryl	0	eryl
鲖	tsyj	0	tsyj
鲗	zwyo	0	zwy
鲘	hzyj	0	hzy
鲙	kkyk	0	kky
鲚	jiyy	0	jiyy
鲛	jnye	0	jnye
鲝	vamy	0	vamy
鲞	xlmy	0	xlmy
鲟	xyyn	0	xyyn
鲠	ggye	0	ggy
鲡	liyd	0	liyd
鲢	lmyo	0	lmyo
鲣	jmyp	0	jmy
鲥	uiyn	0	uiyn
鲦	tnyf	0	tny
鲧	gyyf	0	gyy
鲩	hryn	0	hryn
鲪	jyyj	0	jyy
鲫	jiyy	0	jiyy
鲬	ysye	0	ysye
鲭	qkyr	0	qky
鲮	lkyg	0	lkyg
鲯	qiyv	0	qiyv
鲰	zzyg	0	zzyg
鲱	fwyx	0	fwy
鲲	kyyg	0	kyyg
鲳	ihya	0	ihya
鲴	guyr	0	guyr
鲵	niyn	0	niy
鲹	ufyk	0	ufy
鲺	uiyw	0	uiyw
鲻	ziya	0	ziya
鲼	ffyq	0	ffyq
鲽	dpya	0	dpy
鲾	biya	0	biya
鲿	ihyk	0	ihyk
鳀	tiyl	0	tiyl
鳁	wfyt	0	wfy
鳂	wwyl	0	wwyl
鳃	sdyv	0	sdy
鳅	qqyw	0	qqy
鳇	hlyt	0	hlyt
鳈	qryo	0	qryo
鳉	jlyn	0	jlyn
鳊	bmyq	0	bmy
鳌	aoxy	0	aoxy
鳎	tayn	0	tay
鳏	gryd	0	gry
鳐	ycyb	0	ycyb
鳑	phyl	0	phyl
鳒	jmyj	0	jmyj
鳓	leyk	0	ley
鳔	bnyq	0	bny
鳕	xtyd	0	xty
鳖	bpvy	0	bpvy
鳘	mbdy	0	mbdy
鳙	ysye	0	ysye
鳚	wwyn	0	wwyn
鳛	xiyl	0	xiyl
鳜	gvyd	0	gvyd
鳟	zyyn	0	zyy
鳠	huyg	0	huyg
鳡	gjyv	0	gjyv
鳢	liyr	0	liyr
鳣	vjyr	0	vjy
鳤	gryh	0	gryh
鸠	jqhc	0	jqhc
鸢	yrbc	0	yrbc
鸤	uitc	0	uitc
鸧	chdc	0	chdc
鸨	bcgc	0	bcgc
鸩	vfsc	0	vfsc
鸪	gurc	0	gurc
鸫	dscc	0	dscc
鸬	lusc	0	lusc
鸮	xnjc	0	xnjc
鸯	yhlc	0	yhlc
鸰	lkvc	0	lkvc
鸱	iinc	0	iinc
鸲	qulc	0	qulc
鸳	yrxc	0	yrxc
鸵	tocg	0	tocg
鸶	sifc	0	sifc
鸷	viec	0	viec
鸸	erlc	0	erlc
鸹	gxxc	0	gxxc
鸺	xqzc	0	xqzc
鸻	hgxc	0	hgxc
鸼	vzcc	0	vzcc
鸾	lryc	0	lryc
鹀	wusc	0	wusc
鹁	bobc	0	bobc
鹂	lidc	0	lidc
鹃	jrjc	0	jrj
鹄	gunc	0	gunc
鹄	hunc	0	hun
鹆	yuvc	0	yuvc
鹇	xmlc	0	xmlc
鹈	tibc	0	tibc
鹉	wurc	0	wurc
鹊	qtic	0	qti
鹋	mnqc	0	mnqc
鹌	anvc	0	anvc
鹍	kyac	0	kyac
鹎	bwlc	0	bwlc
鹐	qmoc	0	qmoc
鹑	iykc	0	iyk
鹒	ggcc	0	ggcc
鹔	sudc	0	sudc
鹕	hurc	0	hurc
鹖	heac	0	heac
鹗	eejc	0	eejc
鹘	gubc	0	gubc
鹘	hubc	0	hubc
鹙	qqcc	0	qqcc
鹚	civc	0	civc
鹛	mwtc	0	mwtc
鹜	wugc	0	wugc
鹝	yihc	0	yihc
鹞	ycbc	0	ycbc
鹟	wgvc	0	wgvc
鹠	lqxc	0	lqxc
鹡	jioc	0	jioc
鹢	yivc	0	yivc
鹣	jmjc	0	jmjc
鹦	ykqc	0	ykqc
鹧	vecc	0	vecc
鹨	lqnc	0	lqnc
鹩	lnvc	0	lnvc
鹪	jnpc	0	jnpc
鹫	jqkc	0	jqkc
鹬	yugc	0	yugc
鹮	hrtc	0	hrtc
鹯	vjbc	0	vjbc
鹱	hucg	0	hucg
鹲	mgqc	0	mgqc
鹳	grqc	0	grqc
鹴	ullc	0	ullc
鹾	coss	0	coss
麀	yzbg	0	yzbg
麂	jibd	0	jibd
麇	jybc	0	jyb
麇	qybc	0	qyb
麈	vubp	0	vub
麋	mibb	0	mibb
麑	nibn	0	nib
麒	qibv	0	qibv
麖	jkbf	0	jkbf
麝	uebn	0	ueb
麸	fuxv	0	fux
麹	quxb	0	quxb
麾	hvch	0	hvch
黇	tmij	0	tmi
黉	hsse	0	hsse
黍	uuco	0	uuco
黜	iutu	0	iutu
黝	yztk	0	yzt
黟	yitx	0	yitx
黠	xxtj	0	xxtj
黡	yjct	0	yjct
黢	qutg	0	qutg
黥	qktf	0	qktf
黧	lict	0	lict
黩	dutv	0	dut
黪	cjtk	0	cjtk
黹	viev	0	viev
黻	fued	0	fued
黼	fuel	0	fuel
黾	mbja	0	mbj
鼋	yrra	0	yrra
鼍	toja	0	toja
鼐	ndnz	0	ndnz
鼒	zinz	0	zinz
鼗	tcog	0	tcog
鼙	pipb	0	pipb
鼢	fflo	0	ffl
鼩	qulj	0	qulj
鼫	uilc	0	uilc
鼬	yzla	0	yzl
鼯	wulj	0	wulj
鼱	jklr	0	jklr
鼷	xilv	0	xilv
鼹	yjlm	0	yjlm
鼽	qqlh	0	qql
鼾	hjlx	0	hjl
齁	hzlj	0	hzl
齇	valr	0	valr
齉	nhlg	0	nhl
齑	jiqr	0	jiqr
龀	ifyg	0	ify
龁	heyz	0	heyz
龂	ybyf	0	ybyf
龃	juyr	0	juyr
龅	bcyt	0	bcyt
龆	tnyj	0	tnyj
龇	ziyg	0	ziyg
龈	ybyw	0	ybyw
龉	yuyj	0	yuyj
龊	ioyk	0	ioy
龋	quyo	0	quy
龌	woyh	0	woy
龛	kjdk	0	kjd
龠	ytdq	0	ytdq
龢	hedc	0	hedc
鿍	ghph	0	ghph
鿎	daco	0	daco
鿎	taco	0	tac
鿏	mdng	0	mdn
𠅤	xibv	0	xibv
𠙶	ouxl	0	oux
𠳐	bhjy	0	bhj
𡎚	pmpq	0	pmp
𡐓	khpo	0	khp
𣗋	dhan	0	dhan
𣲗	wwoe	0	wwoe
𣲘	wuoa	0	wuoa
𣸣	ffoq	0	ffoq
𤧛	ditg	0	ditg
𤩽	hrtv	0	hrtv
𤫉	xptg	0	xptg
𥔲	eecz	0	eecz
𥕢	ccca	0	ccca
𥖨	zcca	0	zcc
𥻗	iabr	0	iab
𦈡	xufl	0	xufl
𦒍	tshn	0	tshn
𦙶	gurr	0	gurr
𦝼	lzrm	0	lzrm
𦝼	lvrm	0	lvr
𦭜	viqv	0	viqv
𦰡	naqy	0	naq
𦰡	noqy	0	noq
𧿹	mukl	0	mukl
𨐈	glcn	0	glcn
𨙸	qiby	0	qiby
𨚕	bmky	0	bmky
𨟠	qray	0	qray
𨭉	bjqn	0	bjq
𨱇	qqnd	0	qqn
𨱏	danj	0	dan
𨱑	hlne	0	hlne
𨱔	zynn	0	zyn
𨺙	niyn	0	niyn
𩽾	anym	0	any
𩾃	mmyx	0	mmy
𩾌	khyo	0	khy
𪟝	jixk	0	jixk
𪣻	lzpm	0	lzp
𪤗	lnpk	0	lnp
𪨰	quuy	0	quuy
𪨶	ueuc	0	ueu
𪩘	yjuv	0	yjuv
𪾢	xmaq	0	xmaq
𫄧	yjfo	0	yjf
𫄨	iifg	0	iifg
𫄷	yifv	0	yifv
𫄸	xyft	0	xyf
𫇭	wwqk	0	wwqk
𫌀	jivq	0	jivq
𫍣	tsmj	0	tsmj
𫍯	xmmj	0	xmmj
𫍲	xnmg	0	xnmg
𫍽	xrmg	0	xrmg
𫐄	ytcn	0	ytc
𫐐	nicn	0	nic
𫐓	rzca	0	rzc
𫑡	mgjy	0	mgj
𫓧	funv	0	funv
𫓯	jinp	0	jinp
𫓶	xrnr	0	xrnr
𫓹	jinv	0	jinv
𫔍	fjna	0	fjna
𫔎	jtnj	0	jtnj
𫔶	npla	0	npla
𫖮	yiuq	0	yiuq
𫖯	fuoq	0	fuoq
𫖳	yydq	0	yyd
𫗧	sugg	0	sugg
𫗴	vjgr	0	vjg
𫘜	wfnq	0	wfn
𫘝	jtnv	0	jtnv
𫘦	tcnb	0	tcn
𫘧	luno	0	luno
𫘨	tinl	0	tinl
𫘪	yrnf	0	yrn
𫘬	xinv	0	xinv
𫚕	uiyg	0	uiyg
𫚖	ciyy	0	ciyy
𫚭	lpyz	0	lpy
𫛭	klhc	0	klhc
𫞩	mftd	0	mft
𫟅	llff	0	llf
𫟦	svco	0	svco
𫟹	hsnv	0	hsn
𫟼	dano	0	dano
𫠆	kvbq	0	kvbq
𫠊	xrnf	0	xrnf
𫠜	niyn	0	niyn
𫢸	djzs	0	djzs
𫫇	eejv	0	eejv
𫭟	oupe	0	oup
𫭟	qupe	0	qupe
𫭢	lypg	0	lyp
𫭼	lcpk	0	lcp
𫮃	ujps	0	ujps
𫰛	xkms	0	xkms
𫵷	liuk	0	liu
𫶇	dpug	0	dpu
𫷷	xbcd	0	xbc
𫸩	kzze	0	kzz
𬀩	wwae	0	wwae
𬀪	xmaq	0	xmaq
𬂩	jxav	0	jxav
𬃊	viaq	0	viaq
𬇕	wjoz	0	wjoz
𬇙	bwoq	0	bwo
𬇹	goot	0	goot
𬉼	ouwe	0	ouw
𬊈	xywn	0	xyw
𬊤	ijws	0	ijws
𬌗	hekj	0	hekj
𬍛	litj	0	litj
𬍡	dhot	0	dhot
𬍤	xytn	0	xytn
𬒈	qtsc	0	qts
𬒔	ggcr	0	ggcr
𬒗	ljcq	0	ljc
𬕂	lsmq	0	lsmq
𬘓	xyfy	0	xyfy
𬘘	djfn	0	djf
𬘡	ybfv	0	ybf
𬘩	tkfo	0	tkf
𬘫	hrfn	0	hrfn
𬘬	qmfr	0	qmfr
𬘭	iffa	0	iffa
𬘯	vyfx	0	vyf
𬙂	yjfv	0	yjfv
𬙊	mofp	0	mof
𬙋	xlfg	0	xlfg
𬜬	mjqj	0	mjqj
𬜯	llqd	0	llqd
𬞟	pbqq	0	pbq
𬟁	yiqc	0	yiqc
𬟽	dswc	0	dsw
𬣙	xumx	0	xumx
𬣞	vumr	0	vumr
𬣡	jmmb	0	jmmb
𬣳	hfmw	0	hfm
𬤇	ybmp	0	ybmp
𬤊	uiml	0	uiml
𬤝	hvmv	0	hvmv
𬨂	qicn	0	qicn
𬨎	yzcy	0	yzcy
𬩽	xydy	0	xydy
𬪩	nsyg	0	nsy
𬬩	yinb	0	yinb
𬬭	lyng	0	lyn
𬬮	ihnh	0	ihnh
𬬱	jbnf	0	jbnf
𬬸	uund	0	uun
𬬹	ufna	0	ufn
𬬻	lunt	0	lunt
𬬿	vcnj	0	vcnj
𬭁	munl	0	munl
𬭊	dunp	0	dunp
𬭎	hsnk	0	hsnk
𬭚	iynx	0	iyn
𬭛	bonh	0	bonh
𬭤	hzns	0	hzn
𬭩	wgnn	0	wgn
𬭬	hvnd	0	hvnd
𬭯	ppng	0	ppn
𬭳	xinj	0	xinj
𬭶	hwnt	0	hwn
𬭸	lbnh	0	lbn
𬭼	svno	0	svn
𬮱	yblp	0	yblp
𬮿	gdyt	0	gdyt
𬯀	jiyy	0	jiyy
𬯎	tvyq	0	tvy
𬱖	diaq	0	diaq
𬱟	wwoq	0	wwoq
𬳵	pinr	0	pinr
𬳶	jsnj	0	jsn
𬳽	ufnn	0	ufnn
𬳿	tunv	0	tunv
𬴂	fwnx	0	fwnx
𬴃	honc	0	honc
𬴊	lbnh	0	lbnh
𬶋	juyj	0	juyj
𬶍	toyg	0	toyg
𬶏	wwyt	0	wwyt
𬶐	vcyn	0	vcy
𬶟	layo	0	layo
𬶠	lmyg	0	lmyg
𬶨	jiwy	0	jiwy
𬶭	jiyq	0	jiyq
𬶮	xiyj	0	xiyj
𬷕	bulc	0	bulc
𬸘	yjlc	0	yjlc
𬸚	ythc	0	yth
𬸣	xmsc	0	xmsc
𬸦	volc	0	vol
𬸪	fjbc	0	fjbc
𬹼	xpyy	0	xpyy
𬺈	yiyn	0	yiyn
𬺓	iuyl	0	iuyl
