字	码	候选位
幰	xmac	1
㛾	xmzh	2
嫻	xmzo	3
誢	xmda	1
嫺	xmzv	1
㷿	xmrg	2
䊱	xmdn	1
烍	xmra	2
粯	xmda	2
糮	xmda	3
䉯	xmra	3
褼	xmuv	3
尠	xmme	1
箲	xmra	4
䉳	xmrk	1
灦	xmba	5
㳄	xmbg	1
㵪	xmbg	2
鍌	xmbk	3
瀗	xmbc	3
㳭	xmbo	1
湺	xmbo	2
澖	xmbo	3
㶍	xmbk	4
姭	xmpz	3
苮	xmxy	3
䕔	xmxy	4
䵌	xmmg	3
蘚	xmxk	10
㺌	xmvh	2
䶟	xmgy	3
獫	xmvg	4
玁	xmvq	1
㺤	xmvn	3
馦	xmwh	4
䄳	xmwg	2
秈	xmwy	2
䆎	xmwn	1
㿌	xmsg	1
㿅	xmsk	2
癎	xmsq	1
憲	xmic	2
鶱	xmir	1
癇	xmsv	1
䵇	xmsq	2
蚿	xmmj	1
䘆	xmmc	2
蛝	xmmc	3
䗾	xmmr	1
蜆	xmma	2
鑦	xmga	2
鼸	xmyh	3
㪇	xmcq	3
鍁	xmgg	1
䢾	xmcp	1
䩙	xrmj	3
仚	xmgy	4
韱	xmgn	1
䤼	xmgb	1
䥪	xmgr	2
韅	xmmr	2
鋧	xmga	3
県	xmqg	1
䂅	xmqm	5
䧟	xmpy	2
険	xmpg	3
陥	xmpq	1
䧮	xmpc	2
䧋	xmpa	1
睍	xmqa	1
嶮	xmyg	2
㡾	xmsc	1
麙	xmkh	2
峴	xmya	3
廯	xmsk	1
豏	xmnh	2
搟	xmlw	1
䯭	xmnq	1
䯹	xmnq	2
㲔	xmsm	1
䩂	xmcz	1
攇	xmlc	2
㧥	xmla	1
䙹	xmna	1
撏	xmly	4
撊	xmlv	2
㢺	xmoz	1
婱	xmoz	2
羨	xmig	5
絃	xmjj	1
繊	xmjw	2
纎	xmjn	5
衘	xmuy	1
銜	xmuy	2
絤	xmje	2
線	xmjb	5
甉	xmhl	1
綫	xmjr	2
䢭	yjip	1
綖	yjjp	4
毨	xmma	3
䝨	xmna	2
顕	xmqa	2
顯	xmqa	3
縣	xmtj	4
㫫	xmqw	1
䦘	xmwc	1
㬗	xmqr	4
䦥	xmwo	2
閑	xmwo	3
鷳	xmwr	1
鷴	xmwr	2
鷼	xmwr	3
尟	xmqe	1
晛	xmqa	4
憸	xmcg	2
䃱	xmjn	6
㦥	xrcc	2
憪	xmcv	1
賢	xmka	2
贒	xmka	3
䁂	xmkq	1
佡	xmfy	3
僲	xmfw	1
僴	xmfq	1
㽉	xmkl	3
僊	xmfv	3
僩	xmfv	4
䨷	xmcq	4
韯	xmpn	2
蹮	xmzv	2
躚	xmzp	2
䨘	xmca	2
麲	xmpa	2
䱤	xmyy	3
臽	xmsy	2
䲗	xmyy	4
鱻	xmyr	1
䚚	xmwa	2
鮮	xmyk	3
㰊	xmor	1
㮭	xmok	1
㭹	xmoj	2
櫶	xmoc	1
㯗	xmoo	1
㭠	xmoa	1
橌	xmov	1
铦	xmkh	3
屳	xmgy	5
臔	xmva	3
胘	xmvj	2
垷	xmta	2
珗	xmga	4
現	xmga	5
赻	xmze	1
嚻	xnhh	3
嘋	xnhq	1
嘨	xnha	3
髇	xnuh	3
㕺	xnho	6
㗛	xnhn	2
咲	xnhn	3
鴞	xnhr	2
鷕	ychr	1
嘵	xnha	4
髐	xnua	2
㚣	xnzz	1
誟	xndn	4
婋	xnzn	1
㲖	xngm	1
詨	xndn	5
誵	xndv	4
灱	xnrs	3
灲	xnrs	4
䊥	xnda	1
熽	xnra	2
焇	xnrv	1
筿	xnrg	1
篠	xnrg	2
簘	xnra	3
簫	xnra	4
㵿	xnby	1
瀟	xnba	3
虈	xnxh	2
䒕	xnxg	3
蕭	xnxa	2
䒝	xnxn	6
獢	xnvh	3
㹲	xnvn	2
獟	ycva	2
宯	xnin	1
痚	xnsn	1
窙	xnin	2
痟	xnsv	1
蟰	xnma	5
蠨	xnma	6
蟂	xnmo	2
効	xnnp	2
䥵	xnga	1
皢	xnya	2
銷	xngv	4
歊	xnug	4
䬘	xnnh	1
鷍	xnyr	4
庨	xnsn	2
驍	xnna	2
㔅	xnqs	1
斆	xneq	1
歗	xnqg	1
斅	xneq	2
澩	xteb	1
彇	xnoa	2
暁	xnqa	1
曉	xnqa	2
䴛	xnav	1
殽	xnnt	1
硣	xnjn	3
㤊	xncn	1
俲	xnfp	1
侾	xnfn	1
傚	xnfq	1
恷	xnfc	1
㚠	xnnr	1
烋	xqfr	1
䨭	xncv	2
㮁	xnov	1
梟	xneo	1
鴵	xnbr	1
㬵	xnvn	3
膮	xnva	2
毊	xnth	1
噧	xphb	1
㖿	xphp	2
㖑	xphx	1
嗋	xphv	3
讗	xpdh	1
㡜	xpay	1
爕	xpdr	1
夑	xpdq	2
諧	xpdy	3
䚸	xpda	1
㽊	xpdl	1
媟	xpzo	3
謝	xpdy	4
燲	xpra	1
㸉	xprr	1
灺	xpri	1
炧	xpri	2
䊝	xpdc	3
炨	xprt	1
熁	xprv	1
糏	xpdv	1
䙊	xpua	1
襭	xpua	2
缷	xpzp	1
䉏	xprc	1
褉	xpun	2
䉣	xprr	2
脋	xpsv	2
㳦	xpbx	1
㴽	xpbc	2
㳿	xpbo	5
瀉	xpbr	2
㴬	xpby	1
洩	xpbe	1
㴮	xpbv	1
䝱	xppa	1
䕈	xpxo	1
䕵	xpxr	1
藛	xpxr	2
㱔	xpgl	2
齘	xpga	2
齥	xpge	1
㝍	xpin	2
冩	xpir	1
寫	xpir	2
㾚	xpsn	1
蝢	xpma	2
蠍	xpmg	2
蠏	xpmc	2
蝑	xumv	1
䩧	xpmd	1
屓	xpia	2
龤	xpgy	1
鞵	xpmn	2
䙝	xpvn	1
衺	xpvn	2
褻	xpvn	3
䥱	xpgr	2
屧	xpio	2
鍱	yego	2
䩤	xpma	3
㞕	xpiv	2
齂	xpyb	5
緳	xpsj	1
峫	xpyp	1
㕐	xpsr	1
攜	xplh	2
㩪	xpla	4
娎	xplz	4
擷	xpla	5
頁	yena	1
拹	xplp	1
擕	xplw	2
䡡	xpny	1
焎	xplr	2
㨝	xplv	3
絬	xpjh	1
䋶	xuja	1
纈	xpja	1
㔎	xpws	1
繲	xpjc	1
紲	xpjo	2
徢	xpuk	1
㣰	xpuc	1
綊	xpjg	1
緤	xpjo	3
絏	xpje	1
㣯	xpuv	2
䦖	xpwh	3
卨	xpah	1
禼	xpab	1
䪥	xpan	1
韰	xpln	4
䦏	xpwa	2
旪	xpqp	1
恊	xpcp	1
㰡	xpgg	1
㦪	xpcq	1
㥟	xpce	1
愶	xpcv	1
㒠	xpfn	2
伳	xpfo	2
㓔	xpby	2
䙽	xpna	2
協	xppp	3
祄	xpua	4
䲒	xpyc	4
㙰	xpwt	1
㭨	xpop	1
㰔	xpoq	1
枻	yioo	2
䥾	xpkn	1
脇	xpvp	2
膎	xpvn	4
垥	xpth	3
瑎	xpgy	2
㐖	xpto	1
暬	xptq	1
翓	xptm	1
塮	xpty	1
㙝	xptv	1
㗜	xqhp	1
糔	xqdm	1
烌	xqro	1
㵻	xqbq	1
㳜	xqbo	1
潃	xqbv	3
苬	xqxg	2
㱗	xqgn	1
㾋	xqso	2
螑	xqmn	1
鏥	xqgy	1
㹋	xqce	1
鎀	xqge	1
鏽	xqga	1
褎	xqvn	1
褏	xqvn	2
銝	xqgo	1
銹	xqgv	3
鏅	xqgv	4
饈	xqgt	1
齅	xqyn	2
飍	xqnm	1
峀	xqyp	2
臹	xqyo	1
髤	xqno	2
䡭	xqnt	1
繍	xqja	1
綇	xqje	1
繡	xqja	2
俢	xqfe	2
鵂	xqfr	2
鮴	xqyo	2
樇	xqov	1
脙	xqva	1
䏫	xqvo	1
䐰	xqvv	1
璓	xqgv	5
讂	xrdq	2
諼	xrdq	3
媗	xrzn	2
諠	xrdn	3
嫙	xrzk	1
譞	xrdn	4
袨	xruj	1
箮	xrrn	3
䘩	xyuq	3
㳬	xrbk	4
㳙	xrbv	2
蓒	xrxw	1
萲	xrxq	3
蕿	xrxq	4
蘐	xrxq	5
蔙	xrxk	2
藼	xrxc	1
㹡	xrvj	3
䆭	xriw	2
翧	xrim	2
䳦	xrir	2
㾌	xrsa	1
癬	xrsk	3
蝖	xrmn	2
蜁	xrmk	2
蠉	xrmn	3
玆	zivj	1
鉉	xrgj	3
鍹	xrgn	2
鏇	xrgk	3
䲻	xrvr	2
䩰	xrme	1
矎	xrqq	3
䝮	xrqj	3
睻	xrqn	3
䁢	xrqk	3
颴	xrnk	1
䧎	xrpv	1
㧋	xrln	3
䮄	xrnj	1
揎	xrln	4
駨	xynq	1
㩊	xrly	1
駽	xrnv	1
䍻	xria	1
繏	xrja	1
䍗	xraj	1
縇	xrjn	5
絢	xrjq	2
縼	xrjk	2
弲	xrov	2
贙	xraa	1
昍	xrqq	4
懸	xrtc	2
愋	xrcq	1
㻹	xrjg	1
怰	xrcj	3
䃠	xrjk	3
㔵	xrwa	1
䠣	xrza	2
鰚	xryn	1
䲂	xryk	1
䚭	xrwg	2
楥	xroq	1
㯀	xrok	1
檈	xron	2
㘣	xrev	1
镟	xrkk	1
䗠	xrsm	1
䀏	xrwq	2
璿	xrgq	1
塇	xrtn	2
詗	xsdh	3
㚾	xsza	1
訩	xsdw	2
詾	xsdw	3
洶	xsbw	2
䧺	xspg	2
㐫	xsvw	2
賯	xsqn	1
焽	xsqr	2
忷	xscw	1
恟	xscw	2
兇	xsna	1
敻	xssq	2
匂	xswt	1
胷	xswv	1
㗾	xtht	1
䛎	xtda	1
謔	xtdn	3
艝	xteq	1
袕	xtua	1
㶅	xtbn	2
瀥	xtbh	2
蒆	xtxz	1
䒸	xtxa	2
辪	xtgs	3
狘	xtvr	1
䆷	xtih	2
疶	xtso	1
斈	xtan	3
䭥	xtgc	2
鞾	xtmp	1
瞲	xuqh	2
䫼	xtnn	1
䬂	xtnr	1
岤	xtya	2
㞽	xtyr	6
轌	xtnq	1
㿱	xtle	1
乴	xtll	2
䋉	xtja	1
燢	xter	2
嶨	xtey	1
辥	xtws	1
鷽	xter	3
雤	xteg	1
䦑	xtwn	1
怴	xucr	1
鸴	xtiy	2
䨮	xtcq	2
泶	xtib	1
鱈	xtyq	3
䱑	xtyy	4
䎀	xtmr	1
㰒	xton	1
樰	xtoq	1
桖	xtoa	1
膤	xtvq	1
坹	xtta	1
㗵	xuhg	1
魖	xupw	2
㖅	xuha	1
喣	xuhr	2
噓	xuhn	2
幁	xuaa	1
㜅	xuzp	1
譃	xudw	5
姁	xuzh	2
謣	yudo	1
訹	xuda	1
詡	xudm	2
䛙	xudo	2
訏	xudw	3
諝	xudv	4
烼	xure	1
烅	xura	1
盢	xupa	1
䙒	xuup	2
鄦	xufp	1
䈝	xurv	1
聟	xure	2
裇	xuua	2
㵰	xuba	4
漵	xubq	4
潊	xubq	5
淢	yubn	2
汿	xubs	1
蕦	xuxa	2
藇	xuxa	3
藚	xuxa	4
䔓	xuxp	4
獝	xuvh	2
䅡	xuwa	1
稸	xuwp	2
㜿	xuns	1
稰	xuwv	1
窢	xuin	2
疞	xuso	1
㽳	xusw	1
蛡	yimm	4
敘	xugq	2
敍	xugq	3
瞁	xuqn	1
㕛	xuqq	2
䧁	xuph	3
䦽	xups	1
䬄	xuna	1
賉	xuqa	1
嶼	yuya	2
㐨	xuss	5
䂆	xusa	1
㞰	xuyp	3
䢕	xusp	2
鬚	xuna	2
驉	xunw	1
㷦	xuer	1
䍱	xuia	1
嬃	xuez	3
續	xuja	2
須	xuea	1
䇓	xuea	2
欨	xuwg	1
㞊	xuyo	1
䣱	xueh	1
沀	xubs	2
緒	xujq	5
緖	xuja	3
䳳	xuyr	2
䣴	xuea	3
続	xuja	4
盨	xuea	4
縃	xujv	4
暊	xuqa	2
勗	xuqp	1
朂	xuqp	2
歔	xuag	1
虗	xuap	2
䦗	xuwa	2
虛	xuan	2
惐	yucn	1
㥠	xucv	1
殈	xula	1
㑯	xufa	4
㑔	xufz	2
㰭	xung	2
㚜	yunn	3
伃	yufs	1
伵	xufa	5
侐	xufa	6
偦	xufv	2
㰲	yurg	1
鱮	xuya	1
魣	xuys	2
䎉	xuma	1
䱬	xuyv	3
槒	xuop	1
楈	xuov	1
聓	xuee	1
欰	xuag	2
䘏	xuap	3
䏏	xuvw	1
頊	xuga	2
㘧	xuts	2
㺷	xuga	3
珬	xuga	4
壻	xutv	1
㰨	xxhg	2
㗇	xxhq	1
䛅	xxdp	2
烚	xxrh	2
煆	xxrq	1
炠	xxrp	1
舺	xxep	1
㽠	xxpg	4
筪	xxrp	2
蕸	xxxp	2
狹	xxvg	2
敮	xxwq	1
㾎	yasn	1
疜	xxsa	1
鶷	xxir	2
疨	xxsu	1
虲	xxma	4
鎋	xxgh	3
鎼	xxgl	6
鍜	xxgq	2
鏬	xxga	1
䖎	xxpn	1
睱	xxqq	4
陜	xxpg	2
陿	xxpg	3
颬	xxnu	2
峽	xxyg	1
騢	xxnq	2
乤	xxnl	2
丅	xxna	2
縖	xxjh	3
䫗	xxoa	1
㰺	xxog	1
夓	xxeq	1
䪗	xxoq	2
縀	xxjq	3
舝	xxow	1
䖖	xxap	1
閕	xxwu	2
懗	xxcp	1
碬	xxjq	4
硤	xxjg	1
傄	xxfq	1
俠	xxfg	3
祫	xxuh	3
鰕	xxyq	1
魻	xxyp	2
㘡	xxep	2
梺	xxoa	2
珨	xxgh	4
㙈	xxtn	3
赮	xxtq	2
㙤	xxta	2
圷	xxta	3
谺	xxau	1
勛	xyhp	2
嚑	xyhr	3
㖊	xyhy	2
噚	xyhy	3
㜄	xyzm	1
㡄	xyaq	1
訓	xyda	2
詢	xydq	2
䛜	xyda	3
訊	xydp	3
訙	xydd	1
㽦	xyrp	1
爋	xyrp	2
爓	yjry	4
燻	xyrr	2
篔	yyra	3
䙉	xyuq	4
㵌	xybq	3
潯	xyby	3
蘍	xyxp	2
蔒	xyxr	2
薫	xyxr	3
狥	xyvq	1
稄	xywq	2
愻	xync	1
遜	xynp	2
䵫	xyir	1
䖲	xymq	2
䗼	xymr	1
蟳	xymy	1
鄩	xyqp	2
鑂	xygr	2
䭀	xygp	1
賐	xyqq	4
䞊	xyqq	5
矄	xyqr	3
揗	xylq	3
顨	xyna	1
馴	xyna	2
㢲	xyoa	1
勳	xyrp	3
䋸	xyjq	1
毥	xymq	3
紃	xyja	2
卂	xyop	2
勲	xywr	1
纁	xyjr	4
畃	xypa	1
偱	xyfq	1
侚	xyfq	2
伨	xyfb	1
奞	xyng	3
殾	xypt	1
䠝	xyza	1
攳	xypy	1
鱏	xyyp	2
鱘	xyyy	3
巺	xyva	3
杊	xyoa	2
桪	xyoy	1
樳	xyoy	2
㰬	xywg	1
迿	xywp	2
臐	xyvr	2
廵	xyap	2
塤	xyta	1
燅	xytr	1
壎	xytr	2
壦	xytg	2
坃	xyta	2
璕	xygy	3
唖	yahn	2
婭	yazn	1
訝	yadu	2
笌	yaru	2
㳌	yabp	1
漄	yabt	2
劜	yapo	2
蕥	yaxg	1
㹞	ybvy	3
犽	yavu	3
齖	yagu	2
䅉	yaww	2
孲	yann	2
稏	yawn	1
䄰	yawu	1
㝞	yain	1
痖	yasw	1
瘂	yasn	2
䆘	yaip	1
窫	yain	2
顔	yjaa	1
錏	yagn	1
鐚	yagc	2
釾	yegu	1
厭	yjsn	2
氬	yarn	1
庘	yasp	1
厊	yasu	2
厑	yast	2
庌	yasu	3
圧	yast	3
壓	yast	4
崕	yayt	2
聐	yaeh	1
䪵	yaua	1
㰳	yang	1
亜	yann	3
挜	yalw	1
掗	yaln	1
襾	yann	4
鴉	yaur	1
鵶	yanr	1
䢝	yanp	1
乛	yaoo	1
䝟	yaen	1
㿿	yaka	1
䦪	yaww	3
鴨	yapr	1
䃁	yajn	2
俹	yafn	1
䰲	yayo	1
椻	yjoz	1
䵝	yiro	1
枒	yaou	2
圔	yaea	1
铔	yakw	1
瑘	yagp	2
圠	yato	1
㖗	ybhz	2
噖	ybhz	3
噾	ybhd	3
㖶	yjht	1
婬	ybzt	1
訡	ybdz	2
婣	ybza	1
㡥	ybac	1
讔	ybdc	3
諲	ybdt	4
粌	ybda	1
䇙	ybra	1
筃	ybrn	3
裀	ybun	2
濥	ybba	2
㴈	ybby	1
峾	ybby	2
滛	ybbz	1
湚	ybbo	3
㶏	ybbc	4
濦	ybbc	5
泿	ybbc	6
洕	ybbv	1
垽	ybbt	4
蒑	ybxt	2
蔩	ybxa	1
苂	ybxr	1
䕾	ybxq	2
䓄	ybxy	3
䕃	ybxt	3
蔭	ybxt	4
荶	ybxz	1
䒡	ybxa	2
蘟	ybxc	1
䓰	ybxt	5
㹜	ybnn	1
犾	ybvn	3
齗	ybgy	3
䅧	yjwd	2
秵	ybwn	3
㝙	ybia	4
㪦	ybiq	1
癊	ybst	2
瘖	ybsd	1
癮	ybsc	2
冘	ybia	5
螾	ybma	4
㱃	ybzg	1
鈝	ybgc	4
飮	ybgg	1
飲	ybgg	2
侌	ybzt	2
酓	yjze	2
䪩	ybdz	3
淾	ybkb	1
鈏	ybga	1
靷	ybma	5
銦	ybgn	1
鞇	ybmn	1
銀	ybgc	5
隂	ybpt	2
阥	ybpb	3
隠	ybpc	3
隱	ybpc	4
檃	ybpo	1
櫽	ybpo	2
陻	ybpt	3
䴦	ybkd	3
訔	ybyd	3
䖐	ybyn	1
廕	ybst	3
崯	ybyk	4
嶾	ybyc	1
烎	ybnr	1
㧈	yblo	1
䜾	ybnd	1
㧢	ybln	2
駰	ybnn	2
䡛	ybnp	1
縯	yjja	2
㐆	ybeo	2
㣧	ybuo	1
乚	yboo	1
䌥	ybjc	3
慇	ybec	1
絪	ybjn	3
鷣	yber	3
酳	ybev	1
垔	ybet	2
緸	ybjt	1
誾	ybwd	2
囙	ybeo	3
朄	ybpp	1
䖜	ybaq	1
闉	ybwt	2
磤	ybjt	2
殥	ybla	2
碒	ybjk	3
㦩	ybcc	4
懚	ybcc	5
㥼	ybcr	1
傿	yjfr	2
凐	ybbt	5
猌	ybpn	3
霒	ybcz	1
霠	ybcz	2
䨸	ybcc	6
憗	ybpc	5
䄄	ybun	3
㙬	ybpt	4
鮣	ybyj	4
圁	ybed	2
欭	yieg	1
檼	yboc	1
栶	ybon	1
檭	yboc	2
㮒	yjot	1
㥯	ybmc	2
廴	ybpp	2
璌	ybga	2
趛	ybzk	1
韾	ybtd	4
喓	ychz	1
䶸	ycht	1
嗂	ychz	2
䯚	ycuv	3
婹	yczz	3
詏	ycdp	1
讑	ycdx	1
䚺	ycdq	1
謠	ycdz	3
謡	ycdz	4
䛂	ycdx	2
訞	ycdn	2
熎	ycrz	1
烑	ycra	1
䙅	ycuz	3
袎	ycup	1
筄	ycra	2
㵸	ycbx	1
㴭	ycbq	1
溔	ycbr	1
葽	ycxz	2
苭	ycxp	4
蘨	ycxj	2
䔄	ycxz	3
葯	ycxa	2
薬	ycxo	2
狕	ycvp	2
猶	yzve	3
齩	ycgn	1
䶧	ycga	3
㞁	ycpt	1
䆙	ycig	1
窰	yciz	2
䆗	ycia	2
㝔	ycin	1
窔	ycin	2
宎	ycin	3
穾	ycin	4
㿑	ycsg	1
䆞	ycit	1
䖴	ycma	1
鑰	ycgx	1
鎐	ycgz	2
餆	ycga	4
㹓	ycca	1
餚	ycgv	2
䁏	ycqz	1
䁘	ycqz	2
䬙	ycnz	1
鼼	ycya	2
矅	ycqg	3
覞	ycqa	1
䴠	yckn	1
岆	ycyn	1
㢓	ycsp	1
㟱	ycyr	3
嶢	ycya	3
嶤	ycya	4
㨱	ycld	2
騕	ycnz	2
揺	yclw	2
搖	yclz	2
摿	ycld	3
䌁	ycjz	1
䌊	ycjz	2
䋂	ycjn	2
䳩	ycer	3
㔽	ycah	1
闄	ycwz	2
㿢	ycqy	1
暚	ycqz	3
㫐	ycqt	1
䚻	ycld	4
怮	yzcp	2
䌛	yclj	2
愮	yccz	1
磘	ycjz	3
䂚	ycjn	3
殀	ycln	3
䢣	yclp	1
遙	yclp	2
邎	yclp	3
㑾	ycfd	1
偠	ycfz	1
傜	ycfz	2
㑸	ycfy	1
倄	ycfv	1
䠛	yczz	4
祅	ycun	1
尭	ycpa	1
鰩	ycyz	4
柼	ycoa	1
楆	ycoz	1
榣	ycoz	2
枖	ycon	1
榚	ycor	1
颻	ycmm	3
飖	ycmn	1
鷂	ycmr	1
㫏	ycsz	1
㫍	yzsq	1
瑤	ycgz	3
堯	ycta	2
嚈	yehn	3
吔	yehi	1
㗼	yehy	1
嘢	yehs	1
㖡	yehl	1
爺	yeap	3
䊦	yedn	1
㙒	yept	1
燁	yerp	2
爗	yerp	3
䈎	yero	1
䇩	yire	1
洂	yebp	2
潱	yebn	2
澲	yeby	1
漜	yebt	1
䓉	yexp	1
蠮	yemm	4
䭇	yegh	1
餘	yuga	2
餣	yegp	2
鋣	yegp	3
鎁	yegp	4
亱	yevn	1
䥟	yegw	1
亪	yepo	3
䤳	yegl	2
䥡	yego	3
䭎	yego	4
䭟	yego	5
枼	yemo	1
鐷	yego	6
鵺	yevr	1
饁	yega	2
皣	yeyp	2
䁆	yeqp	2
鄓	yeyp	3
䧨	yepy	1
瞸	yeqo	1
瞱	yeqp	3
擪	yesl	2
嶪	yeyy	1
嶫	yeyy	2
㥷	yesc	2
懕	yjsc	2
靨	yesc	3
㩎	yeln	1
擫	yeln	2
擨	yelg	1
捓	yelp	2
驜	yeny	1
捙	yelp	3
擛	yelo	2
歋	yeeg	2
䋵	yijw	1
㱉	yewg	1
鄴	yewp	2
曗	yeqy	1
業	yewy	1
暍	yeqw	1
曵	yeqa	1
鸈	yewr	1
曄	yeqp	4
曅	yeqp	5
殗	yelp	4
礏	yejy	2
㪑	yenq	2
僷	yefo	1
㸣	yeny	2
枽	yepo	1
䱒	yeyv	2
䲜	yeyr	1
黦	ytrv	1
埜	yeot	1
壄	yeot	2
䥺	yeku	1
墷	yetp	2
璍	yegp	5
諹	yhdj	2
姎	yhzn	1
詇	yhdn	1
煬	yhrj	4
炴	yhrn	1
瀁	yhbc	2
㺊	yhvc	2
癢	yhsc	1
蝆	yhml	1
鍚	yhgj	3
鐊	yhgj	4
䭐	yhgc	3
鉠	yhgn	1
䬺	yhgk	1
阦	yhpr	1
䁑	yhqj	2
陽	yhpj	1
颺	yhnj	3
眏	yhqn	1
眻	yhqk	2
崸	yhya	2
氱	yhrj	5
岟	yhyn	1
㟅	yhya	3
揚	yhlj	3
輰	yhnj	4
抰	yhln	3
軮	yhnn	3
駚	yhnn	4
㨾	yhlr	1
攁	yhlc	2
㔦	yhip	1
劷	yhip	2
䍩	yhiq	2
紻	yhjn	3
羪	yhic	2
養	yhic	3
昜	yhqj	3
暘	yhqj	4
䬗	yhqm	2
敭	yhqq	3
㿮	yhwe	1
㦹	yhqr	3
䒋	yhwv	2
鴦	yhwr	1
㬕	yhqk	3
懩	yhcc	1
礢	yhjc	1
慃	yhcm	1
佒	yhfn	2
傟	yhfm	2
㒕	yhfg	3
霷	yhcj	2
䄃	yhun	1
雵	yhcn	2
霙	ykcn	1
鰑	yhyj	5
䱀	yhyn	2
䵮	yhrj	6
楊	yhoj	2
様	yhob	1
柍	yhon	1
楧	yhon	2
鸉	yhor	2
胦	yhvn	1
䑆	yhvc	3
坱	yhtn	1
珜	yhgk	2
㘁	yihk	2
囈	yiht	1
䯆	yiuo	3
呭	yiho	4
䰯	yipk	4
骮	yiur	1
唈	yihv	7
㖂	yihe	6
譯	yidk	4
㛄	yizn	1
讛	yidt	3
嬄	yizn	2
詍	yido	3
㚦	yiza	2
㜒	yizx	1
訲	yida	5
詣	yidq	3
嬑	yizc	4
悥	yidc	5
譩	yidc	6
㚤	yizr	1
嬟	yizr	2
訳	yidi	5
議	yidr	6
㜋	yiza	3
誼	yidt	4
炈	yirt	1
熼	yira	1
異	yipa	1
燡	yirk	1
熤	yira	2
畩	yipn	3
熪	yirl	3
燱	yirc	1
焲	yirl	4
艤	yier	3
艗	yiea	1
䉨	yirt	2
衤	yiuu	5
㐌	yifi	1
衪	yiui	16
笖	yirg	1
䇵	yiry	2
襼	yiut	2
袣	yiuo	4
籎	yirk	2
衵	yiuq	1
䉝	yirr	3
䘝	yiur	2
䘸	yiul	4
䇼	yirv	1
䉗	yire	2
㵝	yibh	4
瀷	yiba	4
㶠	yibk	4
㳖	yibn	3
渏	yiby	6
㴁	yibl	1
㴒	yibx	4
澺	yibc	5
浂	yibn	4
湙	yibn	5
㵩	yibo	3
㳑	yiba	5
浳	yibv	2
䓈	yixt	4
䕍	yixh	1
藙	yixt	5
䔬	yixa	2
苅	yixs	3
䒾	yixn	4
藝	yixt	6
苢	yixo	1
䔟	yixl	11
䖁	yixc	2
䓹	yixc	3
芅	yixr	1
萟	yixd	3
蓺	yixd	4
蘙	yixm	5
䓃	yixv	2
虉	yixr	2
䔱	yixe	1
萓	yixt	7
頉	yiga	1
㹫	yiva	2
䌻	yijm	5
㹭	yive	2
獈	yiva	3
齸	yiga	2
穓	yiwa	2
䄬	yiwi	2
䭲	yiwy	1
稦	yiww	10
䄩	yiwr	3
䄿	yiwe	1
痬	yisj	1
寲	yiik	2
㝖	yiil	2
瘱	yisc	2
㝣	yiin	2
宐	yiit	4
䆿	yiio	1
寱	yiio	2
冝	yiit	3
瘞	yist	5
䗑	yima	8
蛦	yima	9
螘	yimn	5
䗷	yimc	3
蛜	yime	1
鈠	yigt	1
㛳	yiiz	3
帟	yipa	2
帠	yiya	2
鏔	yiga	3
勩	yimp	4
䭞	yigk	1
䬮	yigg	2
鉯	yigg	3
鈘	yigq	1
銥	yign	2
釔	yigl	1
靾	yimo	3
彛	yiqx	2
彞	yiqx	3
㞔	yiil	3
䢃	yiin	3
䪰	yidc	7
鐿	yigc	2
豙	yiaa	4
釴	yigr	5
䭂	yigv	2
鶂	yiyr	10
鷾	yidr	7
竩	yiat	2
鎰	yiga	4
䞅	yiqh	2
貽	yiqh	3
㓷	yiys	4
䝯	yiqi	9
貤	yiqi	10
䧅	yipa	3
䧇	yipn	4
陭	yipy	1
䧧	yipr	1
䬁	yint	1
㢞	yisa	3
顗	yiya	3
嶧	yiyk	3
崺	yiyi	9
峓	yiya	4
㕈	yisn	1
庡	yisn	2
㠖	yiyr	11
嶬	yiyr	12
瓵	yitl	1
㡼	yise	3
䭿	yinr	2
驛	yink	2
䮊	yina	2
䰙	yinq	1
撎	yiln	5
輢	yiny	2
耴	yieo	1
轙	yinr	3
駅	yini	2
鷊	yinr	4
辷	yinp	1
䝘	yiet	1
㣇	yiqa	2
歝	yiag	1
羠	yiia	1
䣡	yiip	2
郼	yiop	1
兿	yiat	3
䝝	yiey	1
㡫	yijw	2
乊	yiea	2
弬	yioa	2
彜	yiqx	4
繶	yijc	2
䣧	yier	4
䋚	yijm	6
䴊	yiir	3
鷁	yiar	1
縊	yija	2
貖	yiea	3
垼	yiut	3
頥	yiaa	5
䖌	yias	1
晹	yiqj	2
䦴	yiwk	1
曎	yiqk	4
暆	yiqi	11
敡	yiqq	2
㠯	yioo	3
曀	yiqn	2
鶍	yiqr	3
硛	yijp	6
懌	yick	2
恞	yica	1
䖊	yinn	6
㦉	yicn	2
怈	yico	2
殔	yilb	2
㣻	yinc	2
憶	yicc	2
礒	yijr	2
迻	yilp	3
㱲	yila	4
伇	yift	1
殹	yiwt	1
㔴	yiwa	3
伿	yifa	4
嫛	yiwz	1
贀	yiwa	4
頤	yika	2
鹥	yiwy	2
㑥	yifj	3
䗟	yiwm	3
侇	yifa	5
毉	yiwg	2
瞖	yiwq	2
㐹	yifr	2
瑿	yiwg	3
醫	yiwe	2
㥋	yifc	1
䃜	yiwj	7
億	yifc	2
悘	yiwc	1
㼢	yikl	2
偯	yifn	3
