词	简码	候选位	级别
生死对决	usdj	1	4
世俗的偏见	usdj	2	4
手撕大狙	usdj	3	4
失散多年	usdn	1	4
身死道消	usdx	1	4
食宿费	usf	1	3
疏散风邪	usfx	1	4
生死观	usg	1	3
睡死过去	usgq	1	4
少私寡欲	usgy	1	4
深似海	ush	1	3
世俗化	ush	2	3
世所罕见	ushj	1	4
神色慌张	ushv	1	4
生死局	usj	1	3
生死狙击	usjj	1	4
说散就散	usjs	1	4
生死抉择	usjz	1	4
生死看淡	uskd	1	4
生死看淡，不服就干	uskg	1	4
爽死了	usl	1	3
神速力	usl	2	3
生死恋	usl	3	3
十三陵	usl	4	3
瘦死骆驼比马大	usld	1	4
生死轮回	uslh	1	4
神色凛然	uslr	1	4
是什么	usm	1	3
说什么	usm	2	3
是什么啊	usma	1	4
慎思明辨	usmb	1	4
深色模式	usmu	1	4
生死难料	usnl	1	4
神色凝重	usnv	1	4
双色球	usq	1	3
拾色器	usq	2	3
上诉人	usr	1	3
神色如常	usri	1	4
十三岁	uss	1	3
十三四岁	usss	1	4
上岁数	usu	1	3
上岁数了	usul	2	4
双宿双栖	usuq	1	4
生死战	usv	1	3
生死状	usv	2	3
世俗之见	usvj	2	4
生死之战	usvv	1	4
食髓知味	usvw	1	4
世俗之物	usvw	2	4
双色温	usw	1	3
十四五岁	usws	1	4
十死无生	uswu	2	4
十三香	usx	1	3
生死线	usx	2	3
伸缩性	usx	3	3
生死相伴	usxb	1	4
生死相搏	usxb	2	4
社死现场	usxi	1	4
生死相随	usxs	1	4
生死线上	usxu	1	4
生死相许	usxx	1	4
少司缘	usy	1	3
神色一黯	usya	1	4
生死一搏	usyb	1	4
生死予夺	usyd	1	4
神色严峻	usyj	1	4
生死一劫	usyj	2	4
生死有命	usym	2	4
生死有命，富贵在天	usyt	1	4
数死早	usz	1	3
身体	ut	1	2
尸体	ut	2	2
石头	ut	3	2
沙特阿拉伯	utab	1	4
手提包	utb	1	3
神同步	utb	2	3
身体倍棒	utbb	1	4
身体不好	utbh	1	4
上天不负有心人	utbr	1	4
身体不适	utbu	1	4
十天半月	utby	1	4
上天保佑	utby	2	4
胜天半子	utbz	1	4
神吐槽	utc	1	3
手提袋	utd	1	3
实体店	utd	2	3
双通道	utd	3	3
身体锻炼	utdl	1	4
伸腿瞪眼丸	utdw	1	4
伸腿瞪眼	utdy	1	4
石头缝	utf	1	3
受托方	utf	2	3
身体发肤，受之父母	utfm	1	4
身体发肤受之父母	utfm	2	4
身体放松	utfs	1	4
事态发展	utfv	1	4
生态工程	utgi	1	4
水调歌头	utgt	1	4
师徒关系	utgx	1	4
身体好	uth	1	3
生态环境部	uthb	2	4
身体恢复	uthf	1	4
山体滑坡	uthp	1	4
是条汉子	uthz	1	4
手推车	uti	1	3
社团成员	utiy	1	4
手头紧	utj	1	3
上台阶	utj	2	3
实体键	utj	3	3
石头记	utj	4	3
佘太君	utj	5	3
石头剪子布	utjb	1	4
石头剪刀布	utjb	2	4
视听结合	utjh	1	4
身体接触	utji	1	4
身体检查	utji	2	4
身体机能	utjn	1	4
视同缴纳	utjn	2	4
尸体解剖	utjp	1	4
实体键盘	utjp	2	4
说停就停	utjt	1	4
手头紧张	utjv	1	4
史塔克	utk	1	3
申通快递	utkd	1	4
手头宽裕	utky	1	4
身体里	utl	1	3
生态链	utl	2	3
伤透了	utl	3	3
史泰龙	utl	4	3
石头路	utl	5	3
豕突狼奔	utlb	1	4
生态廊道	utld	1	4
伤透了脑筋	utlj	1	4
伤透了心	utlx	2	4
使他们	utm	1	3
上台面	utm	2	3
神他妈	utm	3	3
视同陌路	utml	1	4
势头明显	utmx	1	4
数天内	utn	1	3
伤透脑筋	utnj	1	4
生态农业	utny	1	4
沙滩排球	utpq	1	4
生态屏障	utpv	1	4
手提皮箱	utpx	1	4
数天前	utq	1	3
身体器官	utqg	1	4
身体欠肛	utqg	2	4
身体情况	utqk	1	4
水太清则无鱼	utqy	1	4
身体弱	utr	1	3
师徒四人	utsr	1	4
身体素质	utsv	1	4
实体图	utt	1	3
生态体系	uttx	1	4
身体上	utu	1	3
手头上	utu	2	3
实体书	utu	3	3
史铁生	utu	4	3
手提式	utu	5	3
视听设备	utub	1	4
事态升级	utuj	1	4
身体是革命的本钱	utuq	1	4
试探试探	utut	1	4
视听盛宴	utuy	1	4
身体状况	utvk	1	4
势头正猛	utvm	1	4
生态文化	utwh	1	4
生态危机	utwj	1	4
生态文明	utwm	1	4
上天无路入地无门	utwm	2	4
上天无路，入地无门	utwm	3	4
水体污染	utwr	1	4
实体娃娃	utww	1	4
少头无尾	utww	2	4
伤痛文学	utwx	1	4
手提箱	utx	1	3
试探性	utx	2	3
蛇吞象	utx	3	3
伤透心	utx	4	3
渗透性	utx	5	3
是他先动手的	utxd	2	4
水天相接	utxj	1	4
身体虚弱	utxr	1	4
是他先动的手	utxu	1	4
生态效益	utxy	1	4
晒太阳	uty	1	3
手头有点紧	utyj	1	4
深田咏美	utym	1	4
生态养殖	utyv	1	4
事态严重	utyv	2	4
试探一下	utyx	1	4
身体语言	utyy	1	4
石头子	utz	1	3
身上	uu	2	2
事实	uu	3	2
叔叔阿姨	uuay	1	4
数十倍	uub	2	3
甩手不干	uubg	2	4
水上芭蕾	uubl	1	4
谁说不是呢	uubn	2	4
伤势不轻	uubq	3	4
伸手不打笑脸人	uubr	1	4
双手抱头	uubt	1	4
伸手不见五指	uubv	1	4
实属不易	uuby	2	4
莎士比亚	uuby	3	4
上上策	uuc	1	3
收拾残局	uucj	1	4
世事沧桑	uucs	2	4
深深地	uud	2	3
摄氏度	uud	3	3
深深的	uud	4	3
手术刀	uud	5	3
舒适度	uud	6	3
少食多餐	uudc	3	4
说啥都行	uudh	2	4
上升到了	uudl	1	4
世事洞明	uudm	3	4
啥事都没	uudm	4	4
生杀大权	uudq	2	4
顺手的事	uudu	3	4
世事洞明皆学问	uudw	1	4
收拾东西	uudx	1	4
深山大泽	uudz	2	4
双十二	uue	2	3
说说而已	uuey	1	4
手术费	uuf	2	3
受束缚	uuf	3	3
爽身粉	uuf	4	3
绅士风度	uufd	1	4
傻傻分不清楚	uufi	1	4
收拾房间	uufj	2	4
闪闪发亮	uufl	1	4
身首分离	uufl	2	4
生身父母	uufm	1	4
傻傻分不清	uufq	1	4
少数服从多数	uufu	4	4
上十个	uug	2	3
数十个	uug	3	3
食尸鬼	uug	4	3
生石膏	uug	5	3
深受感动	uugd	1	4
深深感到	uugd	2	4
手上功夫	uugf	2	4
深受鼓舞	uugw	2	4
师生关系	uugx	1	4
实时更新	uugx	2	4
事事关心	uugx	3	4
说实话	uuh	1	3
啥时候	uuh	2	3
是时候	uuh	3	3
说说话	uuh	4	3
山水画	uuh	5	3
生石灰	uuh	6	3
受伤害	uuh	7	3
神圣化	uuh	8	3
熟石灰	uuh	9	3
是时候了	uuhl	2	4
收受贿赂	uuhl	3	4
双手合十	uuhu	3	4
深受欢迎	uuhy	1	4
双手插兜	uuid	2	4
说时迟，那时快	uuik	1	4
说时迟那时快	uuik	2	4
实时处理	uuil	1	4
实时传输	uuiu	3	4
身受重伤	uuiu	4	4
山上彻也	uuiy	1	4
霎时间	uuj	2	3
杀手锏	uuj	3	3
史诗级	uuj	4	3
上世纪	uuj	5	3
视神经	uuj	6	3
肾衰竭	uuj	7	3
史诗级过肺	uujf	2	4
身手矫健	uujj	2	4
删删减减	uujj	3	4
实时监控	uujk	4	4
上世纪末	uujm	2	4
史诗级加强	uujq	3	4
试试就逝世	uuju	3	4
甩身就走	uujz	1	4
试试看	uuk	2	3
说说看	uuk	3	3
漱漱口	uuk	4	3
双手空格	uukg	1	4
树上开花	uukh	1	4
上升空间	uukj	3	4
杀伤力	uul	2	3
收视率	uul	3	3
师生恋	uul	4	3
硕士论文	uulw	3	4
水上乐园	uuly	3	4
是什么	uum	2	3
说什么	uum	3	3
是什么呢	uumn	2	4
生身母亲	uumq	1	4
少数民族地区	uumq	2	4
盛世美颜	uumy	1	4
数十年	uun	2	3
逝水年华	uunh	1	4
数十年如一日	uunr	1	4
少数派	uup	2	3
时事评论	uupl	2	4
舒适区	uuq	2	3
上上签	uuq	3	3
书生气	uuq	4	3
师生情	uuq	5	3
省市区	uuq	6	3
深受启发	uuqf	2	4
深受其扰	uuqr	1	4
上升趋势	uuqu	2	4
事实确凿	uuqz	1	4
少数人	uur	2	3
事实如此	uurc	1	4
事实认定	uurd	1	4
声声入耳	uure	2	4
水上人家	uurj	2	4
上山容易下山难	uurn	1	4
上市日期	uurq	2	4
顺手人情	uurq	3	4
书是人类进步的阶梯	uurt	1	4
狮身人面像	uurx	1	4
世事如棋局局新	uurx	2	4
瞬时速度	uusd	1	4
舍身饲虎	uush	1	4
手术台	uut	2	3
伤身体	uut	3	3
上视图	uut	4	3
收拾停当	uutd	2	4
失声痛哭	uutk	3	4
神神叨叨	uutt	2	4
事实上	uuu	2	3
手术室	uuu	3	3
试试水	uuu	4	3
神射手	uuu	5	3
事实胜于雄辩	uuub	1	4
双手双脚	uuuj	3	4
神圣使命	uuum	1	4
是生是死	uuus	1	4
世殊事异	uuuy	1	4
顺时针	uuv	2	3
受伤者	uuv	3	3
杀声震天	uuvt	1	4
说是这么说	uuvu	2	4
水生植物	uuvw	1	4
事实真相	uuvx	1	4
上上之选	uuvx	2	4
数十万	uuw	2	3
识时务	uuw	3	3
上升为	uuw	4	3
耍手腕	uuw	5	3
摄氏温标	uuwb	2	4
谁是卧底	uuwd	2	4
双生武魂	uuwh	1	4
识时务者为俊杰	uuwj	2	4
少说为妙	uuwm	1	4
实属无奈	uuwn	1	4
上述问题	uuwt	1	4
世上无难事	uuwu	3	4
伤势未愈	uuwy	1	4
收拾屋子	uuwz	1	4
杀伤性	uux	2	3
收收心	uux	3	3
肾上腺	uux	4	3
数十项	uux	5	3
省市县	uux	6	3
尸山血海	uuxh	1	4
声势显赫	uuxh	2	4
收拾行囊	uuxn	1	4
甚是想念	uuxn	2	4
数十亿	uuy	2	3
双十一	uuy	3	3
水蛇腰	uuy	4	3
湿身诱惑	uuyh	3	4
睡上一觉	uuyj	1	4
双双殒命	uuym	1	4
山上有个庙	uuym	2	4
世上已千年	uuyn	1	4
伸手要钱	uuyq	2	4
双手运球	uuyq	3	4
是啥意思	uuys	1	4
实时演算	uuys	2	4
伤势严重	uuyv	1	4
深受影响	uuyx	1	4
说实在	uuz	2	3
射手座	uuz	3	3
史上最贵	uuzg	1	4
说实在话	uuzh	2	4
双手赞成	uuzi	3	4
史上最佳	uuzj	1	4
说声再见	uuzj	2	4
史上最牛	uuzn	2	4
史上最强	uuzq	2	4
史上最全	uuzq	3	4
沙沙作响	uuzx	1	4
时势造英雄	uuzx	2	4
甚至	uv	2	2
手中	uv	3	2
霜之哀伤	uvau	1	4
逝者安息	uvax	1	4
手抓饼	uvb	1	3
山寨版	uvb	2	3
甚至不知道	uvbd	1	4
述职报告	uvbg	2	4
施展不开	uvbk	2	4
善者不来	uvbl	1	4
少壮不努力	uvbl	2	4
数值爆炸	uvbv	1	4
身正不怕影子歪	uvbw	3	4
身正不怕影子斜	uvbx	2	4
舍证从脉	uvcm	1	4
谁知道	uvd	2	3
杀猪刀	uvd	3	3
市重点	uvd	4	3
省重点	uvd	5	3
是真的吗	uvdm	2	4
谁知道呢	uvdn	2	4
失之淡然	uvdr	1	4
市制单位	uvdw	1	4
市政府	uvf	1	3
省政府	uvf	2	3
手抓饭	uvf	3	3
上阵父子兵	uvfb	1	4
上涨幅度	uvfd	1	4
山中方一日	uvfr	1	4
施政方针	uvfv	1	4
数值分析	uvfx	1	4
是这个	uvg	1	3
双职工	uvg	2	3
施政纲领	uvgl	2	4
生殖隔离	uvgl	3	4
是这个理	uvgl	4	4
是这个吗	uvgm	1	4
是这个意思	uvgs	2	4
说真话	uvh	1	3
神州行	uvh	2	3
深圳欢乐谷	uvhg	1	4
神志恍惚	uvhh	1	4
甚至还想笑	uvhx	2	4
上战场	uvi	1	3
生殖崇拜	uvib	1	4
谁支持，谁反对	uvid	1	4
谁主沉浮	uvif	1	4
舌绽春雷	uvil	2	4
盛装出席	uvix	1	4
甚至出现	uvix	2	4
石中剑	uvj	1	3
手指甲	uvj	2	3
山寨机	uvj	3	3
湿纸巾	uvj	4	3
升职记	uvj	5	3
说正经的	uvjd	2	4
始终坚持	uvji	2	4
设置界面	uvjm	1	4
升职加薪	uvjx	2	4
始终坚信	uvjx	3	4
实战经验	uvjy	2	4
双周刊	uvk	1	3
升值空间	uvkj	1	4
睡着了	uvl	1	3
是这里	uvl	2	3
商住楼	uvl	3	3
商住两用房	uvlf	1	4
舌绽莲花	uvlh	1	4
水中捞月一场空	uvlk	2	4
十指连弹	uvlt	1	4
神之领域	uvly	2	4
是这么	uvm	1	3
受折磨	uvm	2	3
上周末	uvm	3	3
施展魔法	uvmf	2	4
是这么个	uvmg	3	4
始终没有	uvmy	1	4
十周年	uvn	1	3
肾主纳气	uvnq	2	4
实质内容	uvnr	2	4
受支配	uvp	1	3
水蒸气	uvq	2	3
生殖器	uvq	3	3
试轴器	uvq	4	3
生殖器官	uvqg	1	4
施展拳脚	uvqj	1	4
慎重起见	uvqj	2	4
收支情况	uvqk	1	4
受众群体	uvqt	1	4
始终强调	uvqt	2	4
水至清则无鱼	uvqy	3	4
石钟乳	uvr	1	3
室主任	uvr	2	3
逝者如斯夫	uvrf	1	4
水煮肉片	uvrp	1	4
始终认为	uvrw	1	4
生长素	uvs	1	3
手指头	uvt	1	3
梳妆台	uvt	2	3
树状图	uvt	3	3
深圳通	uvt	4	3
上肢瘫痪	uvth	2	4
上知天文，下知地理	uvtl	1	4
上知天文下知地理	uvtl	2	4
闪展腾挪	uvtn	1	4
甚至是	uvu	1	3
始终是	uvu	2	3
实质上	uvu	3	3
受重视	uvu	4	3
孰重孰轻	uvuq	1	4
谁重谁轻	uvuq	2	4
说着说着	uvuv	1	4
神之使者	uvuv	2	4
竖中指	uvv	1	3
善战者无赫赫之功	uvvg	1	4
生长周期	uvvq	2	4
视之为	uvw	2	3
摄政王	uvw	3	3
商纣王	uvw	4	3
胜者王	uvw	5	3
说着玩的	uvwd	1	4
山中无老虎	uvwh	2	4
失之我命	uvwm	1	4
食之无味	uvww	2	4
山中无老虎，猴子称大王	uvww	3	4
胜者为王	uvww	4	4
说者无心	uvwx	1	4
食之无味，弃之可惜	uvwx	2	4
食之无味弃之可惜	uvwx	3	4
顺着网线	uvwx	4	4
说者无意	uvwy	1	4
说者无心，听者有意	uvwy	2	4
说者无心听者有意	uvwy	3	4
胜者王侯败者贼	uvwz	1	4
市中心	uvx	1	3
手掌心	uvx	2	3
实质性	uvx	3	3
上中下	uvx	4	3
时装秀	uvx	5	3
市政协	uvx	6	3
省政协	uvx	7	3
实质性进展	uvxv	1	4
说着笑着	uvxv	2	4
甚至于	uvy	1	3
是这样	uvy	2	3
受制于	uvy	3	3
始终有	uvy	4	3
水煮鱼	uvy	5	3
水中月	uvy	6	3
是这样的	uvyd	1	4
水中月镜中花	uvyh	3	4
吮指原味鸡	uvyj	3	4
是这样吗	uvym	1	4
神之一手	uvyu	5	4
参政议政	uvyv	1	4
身之以往	uvyw	1	4
省中医院	uvyy	3	4
生长因子	uvyz	2	4
摄制组	uvz	1	3
书中自有千钟粟	uvzs	1	4
书中自有黄金屋	uvzw	1	4
书中自有颜如玉	uvzy	1	4
杀猪宰羊	uvzy	2	4
失望	uw	2	2
上午	uw	3	2
商务部	uwb	1	3
事务部	uwb	2	3
杀威棒	uwb	3	3
数位板	uwb	4	3
上网本	uwb	5	3
十万八千里	uwbl	1	4
视物不清	uwbq	2	4
上位捕食者	uwbv	1	4
殊为不易	uwby	1	4
事无不可对人言	uwby	2	4
稍微不足	uwbz	1	4
商务舱	uwc	1	3
伤亡惨重	uwcv	1	4
身无彩凤双飞翼	uwcy	1	4
生物电	uwd	1	3
十五大	uwd	2	3
尚未达到	uwdd	1	4
上网导航	uwdh	1	4
尚无定论	uwdl	1	4
水往低处流	uwdl	2	4
商务大厦	uwdu	2	4
书无店烧	uwdu	3	4
声威大震	uwdv	1	4
生物多样性	uwdx	1	4
十五的月亮十六圆	uwdy	1	4
书无店砸	uwdz	3	4
是味儿	uwe	1	3
耍威风	uwf	1	3
手无缚鸡之力	uwfl	1	4
十万伏特	uwft	1	4
十五分钟	uwfv	1	4
上万个	uwg	1	3
数万个	uwg	2	3
竖弯钩	uwg	3	3
十万个冷笑话	uwgh	1	4
十万个为什么	uwgm	1	4
首尾贯通	uwgt	1	4
十五个吊桶打水	uwgu	1	4
收尾工作	uwgz	1	4
上午好	uwh	1	3
涉外活动	uwhd	1	4
生物合成	uwhi	1	4
首尾呼应	uwhy	1	4
商务合作	uwhz	1	4
生完孩子	uwhz	2	4
室温超导	uwid	1	4
身无长处	uwii	1	4
上屋抽梯	uwit	1	4
事无常师	uwiu	2	4
市委常委	uwiw	2	4
睡午觉	uwj	1	3
税务局	uwj	2	3
事务局	uwj	3	3
生物界	uwj	4	3
商务局	uwj	5	3
收尾阶段	uwjd	2	4
事无绝对	uwjd	3	4
涉外经济	uwjj	1	4
爽文剧情	uwjq	1	4
尚武精神	uwju	2	4
售完即止	uwjv	1	4
收为己用	uwjy	1	4
生物课	uwk	1	3
上网卡	uwk	2	3
上网卡顿	uwkd	1	4
爽文开局	uwkj	1	4
尚未可知	uwkv	1	4
事未可知	uwkv	2	4
身位控制	uwkv	3	4
是为了	uwl	1	3
说完了	uwl	2	3
失望了	uwl	3	3
食物链	uwl	4	3
耍无赖	uwl	5	3
生物链	uwl	6	3
食物链顶端	uwld	1	4
十五六岁	uwls	1	4
上网聊天	uwlt	1	4
生物老师	uwlu	1	4
是我们	uwm	1	3
使我们	uwm	2	3
视网膜	uwm	3	3
生物膜	uwm	4	3
商务目的	uwmd	1	4
生物灭绝	uwmj	1	4
恕我冒昧	uwmm	1	4
十五年	uwn	1	3
殊为难得	uwnd	1	4
谁问你了	uwnl	1	4
受窝囊气	uwnq	1	4
爽文男主	uwnv	1	4
爽文女主	uwnv	2	4
使我难忘	uwnw	1	4
商务培训	uwpx	1	4
受委屈	uwq	1	3
生物圈	uwq	2	3
沙湾区	uwq	3	3
水文气象	uwqx	1	4
涉外企业	uwqy	1	4
上万人	uwr	1	3
数万人	uwr	2	3
十五日	uwr	3	3
受侮辱	uwr	4	3
水污染	uwr	5	3
伤亡人数	uwru	1	4
十五日均线	uwrx	1	4
事务所	uws	1	3
税务所	uws	2	3
啥问题	uwt	1	3
生物体	uwt	2	3
受委托	uwt	3	3
十五天	uwt	4	3
实物图	uwt	5	3
失望透顶	uwtd	1	4
商务谈判	uwtp	1	4
水文特征	uwtv	1	4
室外天线	uwtx	1	4
食物特写	uwtx	2	4
杀无赦	uwu	1	3
十位数	uwu	2	3
身外身法	uwuf	1	4
恕我失礼	uwul	1	4
声闻数里	uwul	2	4
省卫生厅	uwut	1	4
守望者	uwv	1	3
生物钟	uwv	2	3
示威者	uwv	3	3
事务长	uwv	4	3
视为至宝	uwvb	1	4
士为知己者死	uwvs	1	4
生物制药	uwvy	2	4
爽歪歪	uww	1	3
水汪汪	uww	2	3
尚未完成	uwwi	1	4
视为无效	uwwx	1	4
生物学	uwx	1	3
生物系	uwx	2	3
生物性	uwx	3	3
上闻下达	uwxd	1	4
守望先锋	uwxf	1	4
首尾相接	uwxj	2	4
商务信息	uwxx	1	4
生物信息	uwxx	2	4
啥玩意	uwy	1	3
上万元	uwy	2	3
数万亿	uwy	3	3
稍微有点	uwyd	1	4
稍微有点儿	uwye	2	4
商务印书馆	uwyg	1	4
生物医学工程	uwyi	1	4
身微言轻	uwyq	1	4
数万雨丝	uwys	1	4
生我养我	uwyw	1	4
生物医学	uwyx	2	4
受我影响	uwyx	3	4
生物医药	uwyy	1	4
商务英语	uwyy	2	4
射我嘴里	uwzl	1	4
熟悉	ux	2	2
首先	ux	3	2
上下班	uxb	1	3
水性笔	uxb	2	3
手写板	uxb	3	3
水洗布	uxb	4	3
双向奔赴	uxbf	2	4
实习报告	uxbg	1	4
实训报告	uxbg	2	4
失信被执行人	uxbr	1	4
说小不小	uxbx	1	4
稍嫌不足	uxbz	1	4
烧仙草	uxc	2	3
首选词	uxc	3	3
生性猜忌	uxcj	1	4
伤心惨目	uxcm	2	4
山乡村野	uxcy	1	4
剩下的	uxd	1	3
师兄弟	uxd	2	3
伤心地	uxd	3	3
少先队	uxd	4	3
梳洗打扮	uxdb	1	4
上下颠倒	uxdd	1	4
诗兴大发	uxdf	1	4
兽性大发	uxdf	2	4
神仙打架	uxdj	2	4
上行带宽	uxdk	1	4
上下打量	uxdl	2	4
肾虚短小男	uxdn	2	4
熟悉的陌生人	uxdr	1	4
上下倒置	uxdv	1	4
是兄弟就来砍我	uxdw	1	4
生性多疑	uxdy	2	4
首席弟子	uxdz	1	4
率性而为	uxew	1	4
失心疯	uxf	1	3
手续费	uxf	2	3
树新风	uxf	3	3
上下分屏	uxfb	1	4
上下浮动	uxfd	1	4
上下翻滚	uxfg	1	4
蛇心佛口	uxfk	1	4
实现方式	uxfu	1	4
神仙反应	uxfy	2	4
涉嫌犯罪	uxfz	1	4
神仙妃子	uxfz	2	4
肾小管	uxg	1	3
鼠须管	uxg	2	3
摄像管	uxg	3	3
失血过多	uxgd	1	4
伤心过度	uxgd	2	4
双膝跪地	uxgd	3	4
数学归纳法	uxgf	1	4
数学公式	uxgu	1	4
说闲话	uxh	2	3
说瞎话	uxh	3	3
说笑话	uxh	4	3
帅小伙	uxh	5	3
水仙花	uxh	6	3
生小孩	uxh	7	3
水循环	uxh	8	3
双循环	uxh	9	3
失信黑名单	uxhd	1	4
耍小孩子脾气	uxhq	1	4
诗向会人吟	uxhy	1	4
双线程	uxi	1	3
实行承包	uxib	1	4
摄像机	uxj	1	3
上下级	uxj	2	3
数学家	uxj	3	3
绍兴酒	uxj	4	3
市县级	uxj	5	3
神形兼备	uxjb	1	4
神仙精怪	uxjg	1	4
数形结合	uxjh	2	4
身陷绝境	uxjj	1	4
神仙姐姐	uxjj	2	4
舍小家为大家	uxjj	3	4
上下交困	uxjk	2	4
实习经历	uxjl	2	4
刷新记录	uxjl	3	4
数学建模	uxjm	1	4
身心俱疲	uxjp	1	4
身心俱损	uxjs	1	4
上线就送	uxjs	2	4
身形健硕	uxju	1	4
实习经验	uxjy	1	4
数学课	uxk	1	3
实习课	uxk	2	3
双显卡	uxk	3	3
双向开关	uxkg	1	4
首席科学家	uxkj	1	4
升学考试	uxku	2	4
实现了	uxl	1	3
生下来	uxl	2	3
手心里	uxl	3	3
升学率	uxl	4	3
刷新率	uxl	5	3
双性恋	uxl	6	3
生性凉薄	uxlb	1	4
上下撸动	uxld	2	4
少小离家老大回	uxlh	2	4
时下流行	uxlh	3	4
双向链接	uxlj	2	4
伤心落泪	uxll	1	4
深吸了一口气	uxlq	2	4
实现利润	uxlr	1	4
上下楼梯	uxlt	1	4
数学老师	uxlu	2	4
书写历史	uxlu	3	4
实现理想	uxlx	1	4
实现目标	uxmb	1	4
少心没肺	uxmf	1	4
手心冒汗	uxmh	1	4
蛇蝎美人	uxmr	1	4
数学模型	uxmx	1	4
实现梦想	uxmx	2	4
伤心难过	uxng	1	4
神仙难救	uxnj	1	4
上下铺	uxp	1	3
试销品	uxp	2	3
身心疲惫	uxpb	1	4
首先排除	uxpi	1	4
说下去	uxq	1	3
实习期	uxq	2	3
上星期	uxq	3	3
上学期	uxq	4	3
市辖区	uxq	5	3
双向情感障碍	uxqa	1	4
上下起伏	uxqf	1	4
闪现迁坟	uxqf	2	4
审讯期间	uxqj	1	4
实习期间	uxqj	2	4
上学期间	uxqj	3	4
手续齐全	uxqq	1	4
上下求索	uxqs	1	4
设下圈套	uxqt	1	4
深陷其中	uxqv	1	4
数学期望	uxqw	1	4
肾小球肾炎	uxqy	1	4
双休日	uxr	1	3
收信人	uxr	2	3
生效日	uxr	3	3
生效日期	uxrq	1	4
摄像头	uxt	1	3
数学题	uxt	2	3
上西天	uxt	3	3
树形图	uxt	4	3
手写体	uxt	5	3
双系统	uxt	6	3
上下跳动	uxtd	1	4
实现突破	uxtp	1	4
事先通知	uxtv	1	4
水系特征	uxtv	2	4
实习生	uxu	1	3
伤心事	uxu	2	3
省辖市	uxu	3	3
手心手背	uxub	1	4
手心输入法	uxuf	1	4
涉嫌受贿	uxuh	1	4
师兄师姐	uxuj	1	4
省心省力	uxul	1	4
事先声明	uxum	1	4
水秀山明	uxum	2	4
手写输入	uxur	1	4
手心手背都是肉	uxur	2	4
受限制	uxv	1	3
书写纸	uxv	2	3
身陷桎梏	uxvg	1	4
首席执行官	uxvg	2	4
伤心之处	uxvi	1	4
上下之间	uxvj	2	4
伤心之事	uxvu	1	4
蛇蝎之心	uxvx	1	4
实现中华民族伟大复兴	uxvx	2	4
上下文	uxw	1	3
双学位	uxw	2	3
少小无猜	uxwc	1	4
涉嫌违规	uxwg	1	4
收下我的膝盖	uxwg	2	4
上下五千年	uxwn	1	4
世袭罔替	uxwt	1	4
蛇蝎为心	uxwx	1	4
时效性	uxx	1	3
上小学	uxx	2	3
数学系	uxx	3	3
首选项	uxx	4	3
上下型	uxx	5	3
绍兴县	uxx	6	3
上行下达	uxxd	1	4
沙县小吃	uxxi	3	4
双星系统	uxxt	1	4
实习协议	uxxy	1	4
是需要	uxy	1	3
首先要	uxy	2	3
受限于	uxy	3	3
上下游	uxy	4	3
十选一	uxy	5	3
守信用	uxy	6	3
商学院	uxy	7	3
水性扬花	uxyh	2	4
升学压力	uxyl	1	4
刷新页面	uxym	3	4
深吸一口气	uxyq	1	4
失信于人	uxyr	1	4
神仙颜值	uxyv	2	4
熟悉业务	uxyw	1	4
傻小子	uxz	1	3
神仙作息	uxzx	1	4
师心自用	uxzy	2	4
声音	uy	2	2
属于	uy	3	2
上一步	uyb	1	3
上夜班	uyb	2	3
事业编	uyb	3	3
试用版	uyb	4	3
实验班	uyb	5	3
事业部	uyb	6	3
商业部	uyb	7	3
输油泵	uyb	8	3
谁也不爱	uyba	1	4
谁也不知道	uybd	1	4
啥也不懂	uybd	2	4
商鞅变法	uybf	1	4
实验报告	uybg	1	4
啥也不管	uybg	2	4
啥也不会	uybh	1	4
谁也不清楚	uybi	1	4
山由贝骨下框里	uybl	1	4
时运不齐	uybq	2	4
啥也不是	uybu	2	4
事业编制	uybv	2	4
商业保险	uybx	2	4
神一般的存在	uybz	2	4
上一次	uyc	1	3
是一次	uyc	2	3
上一层	uyc	3	3
神预测	uyc	4	3
疏油层	uyc	5	3
山野村夫	uycf	1	4
生意参谋	uycm	1	4
事有凑巧	uycq	1	4
谁言寸草心	uycx	1	4
是有点	uyd	1	3
上一代	uyd	2	3
十一点	uyd	3	3
水银灯	uyd	4	3
省油灯	uyd	5	3
省油的灯	uydd	2	4
商业大亨	uydh	2	4
石油大亨	uydh	3	4
是有多大仇	uydi	1	4
沈阳大街	uydj	1	4
商业贷款	uydk	1	4
实验大楼	uydl	1	4
少一点套路	uydl	2	4
是有多么	uydm	1	4
双语对照	uydv	1	4
首要地位	uydw	2	4
善意的谎言	uydy	1	4
食欲大增	uydz	1	4
十一二岁	uyes	1	4
授业恩师	uyeu	1	4
顺意而为	uyew	1	4
上幼儿园	uyey	1	4
十月份	uyf	1	3
使用费	uyf	2	3
收衣服	uyf	3	3
试衣服	uyf	4	3
赡养费	uyf	5	3
晒衣服	uyf	6	3
是与非	uyf	7	3
煽阴风	uyf	8	3
深夜放毒	uyfd	1	4
是友非敌	uyfd	2	4
十月分娩	uyfm	1	4
事业发展	uyfv	1	4
声音发哑	uyfy	1	4
是一个	uyg	1	3
上一个	uyg	2	3
是应该	uyg	3	3
数亿个	uyg	4	3
输油管	uyg	5	3
使用过度	uygd	1	4
