序	字	读音	最短码	位
6696	猺	yao	ycvz	1
6697	獍	jing	jkva	1
6698	獬	xie	xpvc	1
6699	獯	xun	xyvr	1
6700	獴	meng	mgve	2
6701	玃	jue	jtvq	1
6702	玎	ding	dkg	1
6703	玒	hong	hsg	1
6704	玓	di	diga	1
6705	玕	gan	gjg	1
6706	玘	qi	qigv	1
6707	玙	yu	yugn	1
6708	玚	yang	yhg	1
6709	玞	fu	fugn	2
6710	玟	wen	wfg	1
6711	玠	jie	jpga	1
6712	玡	ya	yagu	1
6713	玢	bin	bbg	1
6714	玢	fen	ffg	1
6715	玤	bang	bhg	1
6716	玥	yue	ytg	1
6717	玦	jue	jtgn	1
6718	玭	pin	pbgt	1
6719	玮	wei	wwg	1
6720	玱	qiang	qlgv	1
6721	玳	dai	ddg	1
6722	玶	ping	pkg	1
6723	玹	xuan	xrgj	1
6724	玼	ci	cigt	1
6725	玿	shao	ucg	1
6726	珅	shen	ufg	1
6727	珇	zu	zugt	1
6728	珋	liu	lqgj	1
6729	珌	bi	bigc	1
6730	珏	jue	jtg	1
6731	珒	jin	jbgq	2
6732	珕	li	ligp	1
6733	珖	guang	glg	1
6734	珙	gong	gsg	1
6735	珛	xiu	xqgv	1
6736	珝	xu	xugm	1
6737	珢	yin	ybgc	1
6738	珣	xun	xyg	1
6739	珦	xiang	xlg	1
6740	珧	yao	ycga	1
6741	珩	heng	hgg	1
6742	珪	gui	gvgt	1
6743	珫	chong	isg	1
6744	珰	dang	dhg	1
6745	珲	hun	hyg	1
6746	珵	cheng	iggg	1
6747	珷	wu	wug	1
6748	珸	wu	wugh	1
6749	珹	cheng	iggo	1
6750	珺	jun	jyg	1
6751	珽	ting	tkg	1
6752	琀	han	hjg	1
6753	琄	xuan	xrgv	1
6754	琇	xiu	xqg	1
6755	琈	fu	fugn	1
6756	琊	ya	yag	1
6757	琎	jin	jbgp	1
6758	琏	lian	lmg	1
6759	琔	dian	dmgk	1
6760	琚	ju	jugd	1
6761	琟	wei	wwgg	1
6762	琡	chu	iug	1
6763	琢	zuo	zoge	1
6764	琤	cheng	igg	1
6765	琨	kun	kyg	1
6766	琫	beng	bgg	1
6767	琬	wan	wjgv	1
6768	琭	lu	lugb	1
6769	琮	cong	csgy	1
6770	琯	guan	grgo	1
6771	琰	yan	yjg	1
6772	琲	bei	bwg	1
6773	瑀	yu	yugb	1
6774	瑁	mao	mcg	1
6775	瑂	mei	mwgq	1
6776	瑃	chun	iyg	1
6777	瑄	xuan	xrgn	1
6778	瑅	ti	tig	1
6779	瑆	xing	xkgw	1
6780	瑑	zhuan	vrg	1
6781	瑓	lian	lmgp	1
6782	瑔	quan	qrg	1
6783	瑖	duan	drg	1
6784	瑗	yuan	yrg	1
6785	瑝	huang	hlgg	1
6786	瑢	rong	rsg	1
6787	瑧	zhen	vfgw	1
6788	瑨	jin	jbgq	1
6789	瑬	liu	lqbg	1
6790	瑱	tian	tmg	1
6791	瑳	cuo	cog	1
6792	瑷	ai	aig	1
6793	璁	cong	csgc	1
6794	璆	qiu	qqge	1
6795	璇	xuan	xrg	1
6796	璈	ao	aog	1
6797	璋	zhang	vhg	1
6798	璎	ying	ykgz	1
6799	璒	deng	dgg	1
6800	璘	lin	lbgw	1
6801	璟	jing	jkg	1
6802	璠	fan	fjg	1
6803	璥	jing	jkgq	1
6804	璩	qu	quge	1
6805	璪	zao	zcg	1
6806	璬	jiao	jngq	1
6807	璮	tan	tjg	1
6808	璱	se	segc	1
6809	璲	sui	svg	1
6810	璺	wen	wfe	1
6811	瓀	ruan	rrg	1
6812	瓒	zan	zjg	1
6813	瓖	xiang	xlgn	1
6814	瓘	guan	grg	1
6815	瓞	die	dpmr	1
6816	瓴	ling	lkzl	1
6817	瓻	chi	iinl	1
6818	瓿	bu	bual	1
6819	甍	meng	mgxl	1
6820	甓	pi	piil	1
6821	甗	yan	yjal	1
6822	甡	shen	ufe	1
6823	甦	su	sunw	1
6824	甪	lu	luel	1
6825	甯	ning	nki	1
6826	畀	bi	bipa	1
6827	畈	fan	fjp	1
6828	畋	tian	tmpq	1
6829	畎	quan	qrp	1
6830	畖	wa	wap	1
6831	畛	zhen	vfpe	1
6832	畤	zhi	vipy	1
6833	番	pan	pjmp	1
6834	畬	yu	yugp	1
6835	畯	jun	jyp	1
6836	畲	she	uegp	1
6837	畹	wan	wjpv	1
6838	疁	liu	lqp	1
6839	疃	tuan	trp	1
6840	疍	dan	djkn	1
6841	疐	zhi	vipk	1
6842	疔	ding	dks	1
6843	疟	yao	ycs	1
6844	疠	li	liso	1
6845	疢	chen	ifsr	1
6846	疬	li	lisp	1
6847	疭	zong	zss	1
6848	疰	zhu	vus	1
6849	疴	ke	kes	1
6850	痃	xuan	xrsj	1
6851	痄	zha	vas	1
6852	痈	yong	yssl	1
6853	痓	chi	iisy	1
6854	痼	gu	gusp	1
6855	瘃	zhu	vuse	1
6856	瘅	dan	djsa	1
6857	瘆	shen	ufse	1
6858	瘊	hou	hzsr	1
6859	瘐	yu	yusg	2
6860	瘕	jia	jxsq	1
6861	瘗	yi	yist	1
6862	瘛	chi	iisc	1
6863	瘥	chai	ids	1
6864	瘭	biao	bns	1
6865	瘰	luo	los	1
6866	瘵	zhai	vds	1
6867	瘼	mo	most	2
6868	癀	huang	hls	1
6869	癃	long	lss	1
6870	癗	lei	lws	1
6871	癯	qu	qus	1
6872	癿	bie	bpy	1
6873	皕	bi	biny	1
6874	皖	wan	wjy	1
6875	皛	xiao	xnyy	1
6876	皞	hao	hcyp	1
6877	皤	po	poyp	2
6878	皦	jiao	jnyq	2
6879	皭	jiao	jnyy	1
6880	盉	he	hewa	2
6881	盍	he	heta	1
6882	盖	ge	geia	1
6883	盦	an	anz	1
6884	盱	xu	xuqw	1
6885	盷	tian	tmqb	1
6886	眄	mian	mmqo	1
6887	眇	miao	mnqe	1
6888	眊	mao	mcqm	1
6889	眍	kou	kzq	1
6890	眙	yi	yiqh	1
6891	眚	sheng	ugeq	1
6892	眢	yuan	yrlq	2
6893	眬	long	lsq	1
6894	眭	sui	svqt	1
6895	眵	chi	iiql	1
6896	睃	suo	soq	1
6897	睄	shao	ucq	1
6898	睎	xi	xiqa	2
6899	睢	sui	svq	1
6900	睥	pi	piq	1
6901	睨	ni	niqa	1
6902	瞀	mao	mcsq	1
6903	瞋	chen	ifqa	1
6904	瞍	sou	szq	1
6905	瞢	meng	mgxq	1
6906	瞫	shen	ufq	1
6907	瞭	liao	lnq	1
6908	瞵	lin	lbq	1
6909	瞽	gu	gutq	1
6910	矞	yu	yush	1
6911	矧	shen	ufra	1
6912	矰	zeng	zgr	1
6913	石	dan	djj	1
6914	矸	gan	gjjw	1
6915	矻	ku	kuj	1
6916	矼	gang	ghje	1
6917	砀	dang	dhj	1
6918	砄	jue	jtjn	1
6919	砆	fu	fujn	1
6920	砉	hua	hxw	1
6921	砑	ya	yaj	1
6922	砗	che	iej	1
6923	砘	dun	dyj	1
6924	砠	ju	juj	1
6925	砫	zhu	vujt	1
6926	砬	la	laj	1
6927	砮	nu	nuzj	1
6928	砵	bo	boj	1
6929	砻	long	lsdj	1
6930	砼	tong	tsje	1
6931	硁	keng	kgj	1
6932	硇	nao	ncj	1
6933	硊	hui	hvjv	1
6934	硍	yin	ybjc	1
6935	硎	xing	xkj	1
6936	硔	gong	gsj	1
6937	硖	xia	xxj	1
6938	硗	qiao	qnj	1
6939	硙	wei	wwjv	2
6940	硚	qiao	qnja	1
6941	硪	wo	woj	1
6942	硭	mang	mhj	1
6943	硿	kong	ksj	1
6944	碃	qing	qkjv	1
6945	碈	hun	hyj	1
6946	碌	liu	lqjb	1
6947	碏	que	qtjq	1
6948	碓	dui	dvj	1
6949	碚	bei	bwjh	1
6950	碡	zhou	vzjp	1
6951	碣	jie	jpjw	1
6952	碥	bian	bmjx	2
6953	碨	wei	wwjk	1
6954	碲	di	dija	1
6955	碶	qi	qijn	1
6956	碹	xuan	xrjn	1
6957	磉	sang	shj	1
6958	磏	qian	qmjh	1
6959	磔	zhe	vej	1
6960	磙	gun	gyjt	1
6961	磜	qi	qijy	1
6962	磡	kan	kjj	1
6963	磬	qing	qktj	1
6964	磲	qu	quj	1
6965	磴	deng	dgj	1
6966	磹	tan	tjjp	1
6967	磻	pan	pjj	1
6968	礅	dun	dyjq	1
6969	礌	lei	lwjp	1
6970	礓	jiang	jljn	2
6971	礞	meng	mgj	1
6972	礵	shuang	ulj	1
6973	祃	ma	mau	1
6974	祆	xian	xmu	1
6975	祇	qi	qiuk	1
6976	祊	beng	bgu	1
6977	祋	dui	dvu	1
6978	祎	yi	yiuv	1
6979	祏	shi	uiuj	1
6980	祐	you	yzu	1
6981	祓	fu	fuua	1
6982	祕	mi	miuc	1
6983	祚	zuo	zou	1
6984	祜	hu	huu	1
6985	祧	tiao	tnu	1
6986	祭	zhai	vdly	1
6987	祲	jin	jbuq	1
6988	祼	guan	gru	1
6989	祾	ling	lku	1
6990	禅	shan	ujua	1
6991	禊	xi	xiun	1
6992	禋	yin	ybu	1
6993	禒	xian	xmue	1
6994	禔	zhi	viuk	2
6995	禘	di	diua	1
6996	禚	zhuo	vou	1
6997	禛	zhen	vfua	1
6998	禤	xuan	xru	1
6999	禳	rang	rhu	1
7000	禺	yu	yuqb	1
7001	种	chong	iswa	1
7002	秣	mo	mow	1
7003	秫	shu	uuwa	1
7004	秬	ju	juww	2
7005	秭	zi	ziw	1
7006	秾	nong	nsw	1
7007	稂	lang	lhwc	1
7008	稃	fu	fuwn	2
7009	稆	lv	lvwh	1
7010	稌	tu	tuwa	1
7011	稑	lu	luw	1
7012	稙	zhi	viwt	1
7013	稹	zhen	vfw	1
7014	穄	ji	jiwy	3
7015	穑	se	sew	1
7016	穙	pu	puwi	1
7017	穜	tong	tswm	1
7018	穟	sui	svwp	1
7019	穰	rang	rhw	1
7020	穸	xi	xiil	1
7021	窀	zhun	vyi	1
7022	窅	yao	yciq	1
7023	窊	wa	wai	1
7024	窎	diao	dni	1
7025	窣	su	suip	1
7026	窬	yu	yuil	1
7027	窭	ju	juiz	1
7028	窳	yu	yuim	1
7029	窸	xi	xiic	1
7030	竑	hong	hsa	1
7031	竘	qu	quah	1
7032	竫	jing	jkaq	1
7033	笄	ji	jirx	1
7034	笕	jian	jmrz	1
7035	笥	si	sir	1
7036	笪	da	darn	1
7037	笫	zi	zir	1
7038	笮	ze	zer	1
7039	笮	zuo	zor	1
7040	笯	nu	nur	1
7041	笱	gou	gzrh	1
7042	笸	po	por	1
7043	笾	bian	bmrp	1
7044	筀	gui	gvrt	1
7045	筅	xian	xmra	1
7046	筇	qiong	qsr	1
7047	筌	quan	qrr	1
7048	筜	dang	dhr	1
7049	筠	jun	jyrb	1
7050	筠	yun	yyr	1
7051	筢	pa	par	1
7052	筤	lang	lhrc	1
7053	筥	ju	jurh	2
7054	筦	guan	grra	1
7055	筮	shi	uirg	1
7056	筶	gao	gcrh	1
7057	筻	gang	ghr	1
7058	筼	yun	yyrz	1
7059	箅	bi	bira	1
7060	箓	lu	lurb	1
7061	箖	lin	lbr	1
7062	箜	kong	ksr	1
7063	箢	yuan	yrrv	1
7064	箦	ze	zerz	1
7065	箧	qie	qpr	1
7066	箨	tuo	tor	1
7067	箪	dan	djra	1
7068	箸	zhu	vurq	1
7069	篁	huang	hlrg	1
7070	篆	zhuan	vrr	1
7071	篌	hou	hzr	1
7072	篚	fei	fwr	1
7073	篥	li	liro	2
7074	篪	chi	iirn	1
7075	篯	jian	jmrr	3
7076	篼	dou	dzr	1
7077	簃	yi	yirl	2
7078	簉	zao	zcrp	1
7079	簋	gui	gvr	1
7080	簌	su	sur	1
7081	簏	lu	lurk	1
7082	簕	le	ler	1
7083	簖	duan	drry	1
7084	簝	liao	lnrg	1
7085	簟	dian	dmr	1
7086	簠	fu	fura	1
7087	簰	pai	pdr	1
7088	籀	zhou	vzr	1
7089	籥	yue	ytr	1
7090	籴	di	dig	1
7091	籼	xian	xmd	1
7092	粜	tiao	tny	1
7093	粝	li	lidz	1
7094	粞	xi	xide	1
7095	粢	zi	zibd	1
7096	粲	can	cjld	1
7097	粳	jing	jkdn	1
7098	粿	guo	god	1
7099	糁	san	sjd	1
7100	糁	shen	ufde	1
7101	糇	hou	hzd	1
7102	糈	xu	xudv	2
7103	糌	zan	zjd	1
7104	糒	bei	bwd	1
7105	糜	mei	mws	1
7106	糵	nie	npxd	1
7107	絜	jie	jpwj	1
7108	絜	xie	xpwj	1
7109	絷	zhi	vilj	1
7110	綦	qi	qimj	1
7111	綮	qing	qki	1
7112	縠	hu	hutt	1
7113	縢	teng	tgvj	1
7114	縻	mi	misj	1
7115	繁	po	pof	1
7116	繄	yi	yiwj	1
7117	繇	you	yzmj	1
7118	纛	dao	dcwj	1
7119	纥	he	hej	1
7120	约	yao	ycja	1
7121	纩	kuang	kljs	1
7122	纮	hong	hsj	1
7123	纴	ren	rfjt	1
7124	纶	guan	grj	1
7125	纻	zhu	vuj	1
7126	纼	zhen	vfja	2
7127	绁	xie	xpjo	1
7128	绂	fu	fuja	1
7129	绋	fu	fujt	1
7130	绖	die	dpjy	1
7131	绗	hang	hhj	1
7132	络	lao	lcj	1
7133	绠	geng	ggj	1
7134	绡	xiao	xnjv	1
7135	绤	xi	xijh	1
7136	绰	chao	icj	1
7137	绲	gun	gyj	1
7138	绹	tao	tcjz	1
7139	综	zeng	zgjy	1
7140	绾	wan	wjjo	1
7141	缁	zi	zij	1
7142	缂	ke	kejm	1
7143	缃	xiang	xljq	1
7144	缉	qi	qije	1
7145	缊	yun	yyja	1
7146	缌	si	sijc	1
7147	缐	xian	xmjb	1
7148	缑	gou	gzj	1
7149	缒	zhui	vvjp	1
7150	缗	min	mbj	1
7151	缙	jin	jbj	1
7152	缞	cui	cvj	1
7153	缟	gao	gcj	1
7154	缣	jian	jmjh	2
7155	缦	man	mjj	1
7156	缧	lei	lwjj	1
7157	缩	su	suj	1
7158	缪	miao	mnj	1
7159	缫	sao	scj	1
7160	缲	qiao	qnjo	1
7161	缵	zuan	zrj	1
7162	罍	lei	lwpz	1
7163	罘	fu	fuaa	1
7164	罟	gu	guap	1
7165	罡	gang	gha	1
7166	罨	yan	yjap	1
7167	罱	lan	ljak	1
7168	罴	pi	pia	1
7169	罶	liu	lqap	1
7170	罽	ji	jias	1
7171	罾	zeng	zgaq	1
7172	羌	qiang	qli	1
7173	羑	you	yziq	1
7174	羓	ba	bai	1
7175	羕	yang	yhir	1
7176	羖	gu	guit	1
7177	羝	di	diik	1
7178	羧	suo	soi	1
7179	羰	tang	thir	1
7180	羱	yuan	yrig	1
7181	羲	xi	xiio	1
7182	羼	chan	ijik	1
7183	羿	yi	yimx	1
7184	翀	chong	isma	1
7185	翂	fen	ffm	1
7186	翃	hong	hsp	1
7187	翈	xia	xxp	1
7188	翊	yi	yiam	1
7189	翕	xi	xig	1
7190	翙	hui	hvym	1
7191	翚	hui	hvme	1
7192	翛	xiao	xnf	1
7193	翟	di	dimg	1
7194	翟	zhai	vdm	1
7195	翥	zhu	vupm	1
7196	翦	jian	jmam	1
7197	翮	he	hen	1
7198	翯	he	hemh	1
7199	翷	lin	lbdm	1
7200	翾	xuan	xra	1
7201	耄	mao	mcp	1
7202	耇	gou	gzp	1
7203	耋	die	dpp	1
7204	耏	er	erce	1
7205	耏	nai	ndce	1
7206	耑	duan	dry	1
7207	耒	lei	lwn	1
7208	耔	zi	zinn	2
7209	耖	chao	icn	1
7210	耙	ba	ban	1
7211	耜	si	sino	1
7212	耠	huo	hon	1
7213	耢	lao	lcn	1
7214	耤	ji	jinq	1
7215	耥	tang	thn	1
7216	耧	lou	lzn	1
7217	耩	jiang	jlnt	1
7218	耪	pang	phn	1
7219	耰	you	yznq	1
7220	耱	mo	mon	1
7221	耵	ding	dkey	1
7222	聃	dan	djet	1
7223	聍	ning	nke	1
7224	聱	ao	aone	1
7225	聿	yu	yuqq	1
7226	肭	na	nav	1
7227	肷	qian	qmv	1
7228	肸	xi	xivp	1
7229	胂	shen	ufv	1
7230	胈	ba	bava	1
7231	胖	pan	pjv	1
7232	胙	zuo	zov	1
7233	胠	qu	quvt	1
7234	胣	chi	iiv	1
7235	胤	yin	ybeo	1
7236	胨	dong	dsve	1
7237	胩	ka	kav	1
7238	胪	lu	luv	1
7239	胬	nu	nuzg	1
7240	胲	hai	hdvg	1
7241	脎	sa	sav	1
7242	脒	mi	mivd	1
7243	脘	wan	wjva	1
7244	脞	cuo	cov	1
7245	脟	lie	lpvy	1
7246	脩	xiu	xqfv	1
7247	脬	pao	pcvn	1
7248	脶	luo	lovg	1
7249	脿	biao	bnvn	1
7250	腌	a	aav	1
7251	腒	ju	juvd	1
7252	腘	guo	gov	1
7253	腙	zong	zsv	1
7254	腠	cou	czv	1
7255	腧	shu	uuv	1
7256	腨	shuan	urv	1
7257	腩	nan	njv	1
7258	腯	tu	tuv	1
7259	腽	wa	wav	1
7260	膂	lv	lvsv	1
7261	膙	jiang	jlv	1
7262	膻	dan	djvn	2
7263	膻	shan	ujvn	1
7264	臌	gu	guvq	1
7265	臑	nao	ncvc	1
7266	臜	za	zav	1
7267	臧	zang	zhr	1
7268	臬	nie	npy	1
7269	舁	yu	yuyx	1
7270	舂	chong	isiy	1
7271	舄	xi	xiyr	1
7272	舠	dao	dce	1
7273	舣	yi	yien	1
7274	舥	pa	pae	1
7275	舫	fang	fhe	1
7276	舭	bi	biet	1
7277	舯	zhong	vse	1
7278	舲	ling	lkez	2
7279	舳	zhu	vuep	1
7280	舴	ze	zee	1
7281	舸	ge	gee	1
7282	舻	lu	luei	1
7283	舾	xi	xiee	1
7284	艅	yu	yuea	2
7285	艋	meng	mge	1
7286	艎	huang	hle	1
7287	艏	shou	uze	1
7288	艚	cao	cce	1
7289	艟	chong	ise	1
7290	艨	meng	mgee	1
7291	艴	bo	bot	1
7292	艽	jiao	jnxd	1
7293	艾	yi	yixn	1
7294	艿	nai	ndxv	1
7295	芃	peng	pgxn	1
7296	芄	wan	wjxd	1
7297	芈	mi	mia	1
7298	芊	qian	qmxw	1
7299	芍	shao	ucxa	1
7300	芎	xiong	xsx	1
7301	芏	du	dux	1
7302	芑	qi	qixv	1
7303	芗	xiang	xlx	1
7304	芘	bi	bixt	1
7305	芟	shan	ujxt	1
7306	芠	wen	wfxa	1
7307	芡	qian	qmx	1
7308	芣	fu	fuxa	2
7309	芤	kou	kzxo	1
7310	芥	gai	gdxa	1
7311	芨	ji	jixq	2
7312	芩	qin	qbxz	1
7313	芪	qi	qix	1
7314	芫	yan	yjx	1
7315	芫	yuan	yrxa	1
7316	芰	ji	jixq	1
7317	芴	wu	wuxj	1
7318	芼	mao	mcxm	1
7319	芾	fei	fwxa	1
7320	芾	fu	fuxa	1
7321	苁	cong	csxg	1
7322	苄	bian	bmx	1
7323	苈	li	lixp	2
7324	苉	pi	pix	1
7325	苊	e	eexv	1
7326	苌	chang	ihx	1
7327	苒	ran	rjx	1
7328	苓	ling	lkxz	1
7329	苕	shao	ucx	1
7330	苘	qing	qkxh	1
7331	苠	min	mbx	1
7332	苣	qu	quxw	1
7333	苤	pie	ppx	1
7334	苧	ning	nkx	1
7335	苻	fu	fuxg	1
7336	苾	bi	bixc	1
7337	茀	fu	fuxt	1
7338	茆	mao	mcxj	1
7339	茈	ci	cixt	1
7340	茈	zi	zix	1
7341	茋	di	dixk	1
7342	茌	chi	iix	1
7343	茑	niao	nnx	1
7344	茓	xue	xtxa	1
7345	茛	gen	gfx	1
7346	茝	chai	idx	1
7347	茭	jiao	jnxn	1
7348	茯	fu	fuxn	1
7349	茳	jiang	jlxe	1
7350	茺	chong	isx	1
7351	茼	tong	tsx	1
7352	茽	zhong	vsx	1
7353	荀	xun	xyx	1
7354	荁	huan	hrxn	1
7355	荃	quan	qrx	1
7356	荄	gai	gdx	1
7357	荇	xing	xkxk	1
7358	荑	ti	tix	1
7359	荑	yi	yixa	1
7360	荓	ping	pkxx	1
7361	荖	lao	lcxt	1
7362	荙	da	dax	1
7363	荛	rao	rcx	1
7364	荠	qi	qixa	2
7365	荥	xing	xkx	1
7366	荥	ying	ykxb	1
7367	荦	luo	loxc	1
7368	荩	jin	jbx	1
7369	荬	mai	mdx	1
7370	荭	hong	hsxe	1
7371	荮	zhou	vzx	1
7372	荸	bi	bixn	1
7373	荽	sui	svx	1
7374	莒	ju	juxh	1
7375	莘	shen	ufx	1
7376	莘	xin	xbxs	1
7377	莙	jun	jyxh	1
7378	莛	ting	tkxp	1
7379	莝	cuo	cox	1
7380	莞	wan	wjx	1
7381	莨	liang	llx	1
7382	莩	fu	fuxn	2
7383	莪	e	eex	1
7384	莶	xian	xmxt	1
7385	莸	you	yzxd	1
7386	莼	chun	iyx	1
7387	莿	ci	cixs	1
7388	菀	wan	wjxv	1
7389	菂	di	dixa	1
7390	菉	lu	luxb	1
7391	菍	nie	npxc	1
7392	菔	fu	fuxq	1
7393	菖	chang	ihxq	1
7394	菘	song	ssx	1
7395	菝	ba	baxa	1
7396	菡	han	hjx	1
7397	菥	xi	xixy	1
7398	菹	zu	zux	1
7399	菼	tan	tjx	1
7400	菽	shu	uuxq	1
7401	萆	bi	bixp	2
7402	萋	qi	qixz	1
7403	萏	dan	djx	1
7404	萑	huan	hrx	1
7405	萚	tuo	tox	1
7406	萣	ding	dkx	1
7407	萩	qiu	qqx	1
7408	萱	xuan	xrx	1
7409	萳	nan	njx	1
7410	萹	bian	bmxx	1
7411	落	la	lax	1
7412	葎	lv	lvx	1
7413	葑	feng	fgx	1
7414	葖	tu	tuxn	1
7415	著	zhu	vux	1
7416	著	zhuo	voxq	1
7417	葙	xiang	xlxq	1
7418	葚	ren	rfxo	1
7419	葜	qia	qxx	1
7420	葭	jia	jxxq	1
7421	葰	jun	jyxq	1
7422	葰	suo	soxq	1
7423	葳	wei	wwxz	2
7424	葴	zhen	vfxh	1
7425	葶	ting	tkx	1
7426	葸	xi	xixc	1
7427	蒄	guan	grxy	2
7428	蒇	chan	ijx	1
7429	蒈	kai	kdx	1
7430	蒉	kui	kvxz	1
7431	蒌	lou	lzx	1
7432	蒎	pai	pdx	1
7433	蒐	sou	szxp	1
7434	蒗	lang	lhxc	1
7435	蒟	ju	juxh	2
7436	蒨	qian	qmxv	1
7437	蒯	kuai	kkx	1
7438	蒱	pu	puxq	3
7439	蒴	shuo	uox	1
7440	蒹	jian	jmxh	1
7441	蒺	ji	jixr	1
7442	蒻	ruo	rox	1
7443	蒽	en	enx	1
7444	蒿	hao	hcx	1
7445	蓁	zhen	vfx	1
7446	蓂	mi	mixa	1
7447	蓇	gu	guxu	1
7448	蓊	weng	wgxm	1
7449	蓏	luo	loxm	1
7450	蓠	li	lixb	2
7451	蓢	lang	lhxv	1
7452	蓣	yu	yuxz	1
7453	蓥	ying	ykxk	1
7454	蓰	xi	xixk	1
7455	蔀	bu	bux	1
7456	蔃	qiang	qlxm	1
7457	蔈	piao	pnxy	1
7458	蔊	han	hjxw	1
7459	蔌	su	sux	1
7460	蔓	wan	wjxq	1
7461	蔚	yu	yuxy	1
7462	蔟	cu	cux	1
7463	蔸	dou	dzx	1
7464	蔹	lian	lmxq	1
7465	蔺	lin	lbx	1
7466	蕃	bo	boxp	1
7467	蕖	qu	quxo	1
7468	蕗	lu	luxq	1
7469	蕙	hui	hvxc	1
7470	蕞	zui	zvx	1
7471	蕤	rui	rvxw	1
7472	蕰	wen	wfx	1
7473	蕲	qi	qixy	1
7474	蕹	weng	wgx	1
7475	蕺	ji	jixa	2
7476	蕻	hong	hsxa	1
7477	薁	ao	aox	1
7478	薅	hao	hcxy	1
7479	薜	bi	bixs	1
7480	薢	xie	xpxc	1
7481	薤	xie	xpx	1
7482	薨	hong	hsx	1
7483	薳	wei	wwxp	1
7484	薷	ru	ruxc	1
7485	薸	piao	pnx	1
7486	薹	tai	tdxy	1
7487	薿	ni	nix	1
7488	藟	lei	lwxp	1
7489	藠	jiao	jnxy	1
7490	藦	mo	moxl	1
7491	藨	biao	bnx	1
7492	蘅	heng	hgx	1
7493	蘘	rang	rhx	1
7494	蘧	qu	qux	1
7495	蘼	mi	mix	1
7496	虒	si	sie	1
7497	虓	xiao	xnd	1
7498	虢	guo	gom	1
7499	虤	yan	yjan	1
7500	虮	ji	jimn	1
7501	虷	gan	gjmw	1
7502	虷	han	hjmw	1
7503	虸	zi	zim	1
7504	虹	jiang	jlm	1
7505	虺	hui	hva	1
7506	虻	meng	mgm	1
7507	虼	ge	geml	1
7508	虿	chai	idn	1
7509	蚄	fang	fhm	1
7510	蚆	ba	bamv	1
7511	蚌	beng	bgm	1
7512	蚧	jie	jpm	1
7513	蚨	fu	fumn	2
7514	蚬	xian	xmm	1
7515	蚰	you	yzmp	2
7516	蚲	ping	pkm	1
7517	蚺	ran	rjm	1
7518	蛃	bing	bkm	1
7519	蛄	gu	gump	1
7520	蛉	ling	lkm	1
7521	蛏	cheng	igm	1
7522	蛑	mou	mzm	1
7523	蛘	yang	yhmk	1
7524	蛞	kuo	kom	1
7525	蛩	qiong	qsem	1
7526	蛱	jia	jxm	1
7527	蛴	qi	qima	1
7528	蛸	shao	ucmv	1
7529	蛸	xiao	xnm	1
7530	蜎	yuan	yrmv	1
7531	蜐	jie	jpmp	1
7532	蜞	qi	qima	2
7533	蜩	tiao	tnm	1
7534	蜾	guo	gomo	1
7535	蝓	yu	yuml	1
7536	蝘	yan	yjmz	1
7537	蝤	qiu	qqme	1
7538	蝤	you	yzme	1
7539	蝥	mao	mcsm	1
7540	蝲	la	lams	1
7541	蝽	chun	iym	1
7542	螋	sou	szm	1
7543	螗	tang	thmh	1
7544	螟	ming	mkm	1
7545	螠	yi	yima	2
7546	螣	teng	tgvm	1
7547	螬	cao	ccm	1
7548	螭	chi	iim	1
7549	螱	wei	wwim	1
7550	螵	piao	pnm	1
7551	螽	zhong	vsq	1
7552	蟏	xiao	xnma	1
7553	蟛	peng	pgm	1
7554	蟪	hui	hvmc	1
7555	蟫	yin	ybmp	1
7556	蟮	shan	ujm	1
7557	蠃	luo	low	1
7558	蠊	lian	lmm	1
7559	蠋	zhu	vumm	1
7560	蠡	li	liqm	1
7561	蠲	juan	jra	1
7562	蠼	qu	qumq	1
7563	衃	pei	pwaa	1
7564	衄	nv	nva	1
7565	行	heng	hgkk	1
7566	衎	kan	kjk	1
7567	衒	xuan	xrkj	1
7568	衠	zhun	vyk	1
7569	衢	qu	quk	1
7570	衮	gun	gyn	1
7571	衲	na	nau	1
7572	衽	ren	rfu	1
7573	衾	qin	qbz	1
7574	袆	hui	hvuv	1
7575	袗	zhen	vfue	1
7576	袢	pan	pju	1
7577	袪	qu	quut	1
7578	袯	bo	boua	1
7579	袷	qia	qxuh	1
7580	袼	ge	geuq	1
7581	裈	kun	kyu	1
7582	裉	ken	kfu	1
7583	裒	pou	pzn	1
7584	裛	yi	yinv	1
7585	裟	sha	uabn	1
7586	裣	lian	lmut	1
7587	裰	duo	dou	1
7588	裼	ti	tiu	1
7589	裼	xi	xiuj	1
7590	裾	ju	juu	1
7591	褊	bian	bmu	1
7592	褕	yu	yuul	1
7593	褙	bei	bwu	1
7594	褚	chu	iuuq	1
7595	褟	ta	taum	1
7596	褪	tun	tyu	1
7597	褫	chi	iiun	1
7598	褯	jie	jpua	1
7599	褰	qian	qmin	1
7600	襕	lan	ljup	1
7601	襚	sui	svup	1
7602	襜	chan	ijud	1
7603	襞	bi	biin	1
7604	襦	ru	ruuc	1
7605	襫	shi	uiuy	1
7606	襻	pan	pjul	1
7607	覃	qin	qbe	1
7608	覃	tan	tje	1
7609	觃	yan	yjzn	1
7610	觇	chan	ijaz	1
7611	觋	xi	xiez	1
7612	觌	di	dipz	2
7613	觏	gou	gzmz	1
7614	觖	jue	jtwn	1
