工人阶级	grjj
核心技术	hxju
横向联合	hxlh
核心问题	hxwt
化学物质	hxwv
回旋余地	hxyd
很有必要	hyby
婚姻登记	hydj
婚姻大事	hydu
花样繁多	hyfd
欢迎光临	hygl
话音刚落	hygl
婚姻关系	hygx
花样滑冰	hyhb
何以见得	hyjd
会议纪要	hyjy
合影留念	hyln
话音未落	hywl
很有希望	hyxw
花颜月貌	hyym
很有意义	hyyy
汉字编码	hzbm
祸在旦夕	hzdx
合作关系	hzgx
胡子拉碴	hzli
合作协议	hzxy
活字印刷	hzyu
出版发行	ibfx
承包工程	ibgi
喘不过气	ibgq
持币观望	ibgw
筹备工作	ibgz
成本核算	ibhs
吃饱喝足	ibhz
齿白唇红	ibih
吃饱穿暖	ibin
承包经营	ibjy
称霸世界	ibuj
沉不住气	ibvq
穿壁引光	ibyg
成才之路	icvl
出此下策	icxc
吹弹歌舞	idgw
彻底解决	idjj
唱独角戏	idjx
重大突破	idtp
初等数学	idux
承担义务	idyw
嫦娥奔月	ieby
充分发挥	iffh
春风风人	iffr
充分反映	iffy
重复建设	ifju
充分肯定	ifkd
充分利用	ifly
充分体现	iftx
充分说明	ifum
充分准备	ifvb
春风一度	ifyd
成功经验	igjy
吃瓜群众	igqv
成功之路	igvl
长官意志	igyv
春花烂漫	ihlm
超乎寻常	ihxi
重出江湖	iijh
重重困难	iikn
称臣纳贡	iing
成绩斐然	ijfr
醇酒妇人	ijfr
吃尽苦头	ijkt
戳脊梁骨	ijlg
冲积平原	ijpy
筹集资金	ijzj
出口产品	ikip
春困秋乏	ikqf
出口商品	ikup
吃苦在前	ikzq
茶楼酒肆	iljs
春兰秋菊	ilqj
充满活力	imhl
瞋目切齿	imqi
愁眉锁眼	imsy
沉默是金	imuj
春梦无痕	imwh
充满信心	imxx
车马盈门	imym
春秋繁露	iqfl
长期共存	iqgc
臭气冲天	iqit
春秋战国	iqvg
超前消费	iqxf
臭气熏天	iqxt
承认错误	ircw
成人高考	irgk
成人教育	irjy
差三错四	iscs
尘土飞扬	itfy
传统观念	itgn
传统工艺	itgy
传统节日	itjr
传统美德	itmd
成套设备	itub
呈堂证供	itvg
传统文化	itwh
城市规划	iugh
城市建设	iuju
城市绿化	iulh
承受能力	iunl
出生年月	iuny
城市人口	iurk
纯属虚构	iuxg
床上用品	iuyp
穿着打扮	ivdb
初战告捷	ivgj
传真号码	ivhm
城镇居民	ivjm
持证上岗	ivug
查无此人	iwcr
常务会议	iwhy
穿靴戴帽	ixdm
春心荡漾	ixdy
传檄而定	ixed
持续发展	ixfv
城乡差别	ixib
重修旧好	ixjh
城乡居民	ixjm
创新精神	ixju
城乡建设	ixju
春宵苦短	ixkd
重新考虑	ixkl
重新认识	ixru
程序设计	ixuj
抽薪止沸	ixvf
除夕之夜	ixvy
成效显著	ixxv
储蓄银行	ixyh
春宵一刻	ixyk
持续增长	ixzi
长揖不拜	iybb
穿越火线	iyhx
创业垂统	iyit
产业结构	iyjg
成语接龙	iyjl
彻夜狂欢	iykh
长远利益	iyly
沉冤莫白	iymb
长夜难明	iynm
持有异议	iyyy
出自内心	iznx
创造条件	iztj
基本保证	jbbv
决不罢休	jbbx
局部地区	jbdq
结伴而行	jbex
基本方针	jbfv
基本国策	jbgc
基本观点	jbgd
绝不姑息	jbgx
煎饼果子	jbgz
绝不后悔	jbhh
基本常识	jbiu
军备竞赛	jbjs
基本理论	jbll
近百年来	jbnl
基本内容	jbnr
基本条件	jbtj
决不食言	jbuy
局部战争	jbvv
基本问题	jbwt
急不暇择	jbxz
基本原理	jbyl
基本要求	jbyq
基层单位	jcdw
基层干部	jcgb
剪草除根	jcig
进寸退尺	jcti
积草屯粮	jctl
巨大变化	jdbh
降低成本	jdib
巨大成就	jdij
机动车辆	jdil
尖端科学	jdkx
积德累功	jdlg
巨大损失	jdsu
绝代双骄	jduj
经典著作	jdvz
坚定信心	jdxx
决定因素	jdys
绝对优势	jdyu
巨大影响	jdyx
决定作用	jdzy
借风使船	jfui
肩负重任	jfvr
疾风迅雷	jfxl
绝非易事	jfyu
仅供参考	jgck
建国大业	jgdy
急管繁弦	jgfx
举国欢腾	jght
警告处分	jgif
静观默察	jgmi
坚固耐用	jgny
结构调整	jgtv
价格上涨	jguv
激光照排	jgvp
几个问题	jgwt
巾帼须眉	jgxm
机关用尽	jgyj
建国以来	jgyl
机关作风	jgzf
结婚登记	jhdj
结婚典礼	jhdl
搅海翻江	jhfj
江河湖海	jhhh
简化汉字	jhhz
机会均等	jhjd
见好就收	jhju
静候佳音	jhjy
结合实际	jhuj
交换意见	jhyj
惊鸿一现	jhyx
僵持不下	jibx
检察机关	jijg
基础建设	jiju
即插即用	jijy
杰出人物	jirw
基础设施	jiuu
基础知识	jivu
计出万全	jiwq
计将安出	jjai
紧急措施	jjcu
积极参与	jjcy
即将到来	jjdl
坚决抵制	jjdv
见机而行	jjex
解决方案	jjfa
经济繁荣	jjfr
经济发展	jjfv
经济环境	jjhj
紧急会议	jjhy
经济纠纷	jjjf
经济结构	jjjg
经济建设	jjju
经济价值	jjjv
经济开发	jjkf
积极开展	jjkv
坚甲利兵	jjlb
经济利益	jjly
经济命脉	jjmm
经济贸易	jjmy
近几年来	jjnl
经济损失	jjsu
紧急通知	jjtv
经济体制	jjtv
经济体系	jjtx
拒谏饰非	jjuf
经济社会	jjuh
经济实力	jjul
经济指标	jjvb
经济制裁	jjvc
经济政策	jjvc
积极主动	jjvd
坚决支持	jjvi
经济状况	jjvk
竞技状态	jjvt
紧紧抓住	jjvv
坚决执行	jjvx
紧紧围绕	jjwr
经济问题	jjwt
解决问题	jjwt
急剧下降	jjxj
涓涓细流	jjxl
积极因素	jjys
积极影响	jjyx
积极意义	jjyy
积极作用	jjzy
见可而进	jkej
健康发展	jkfv
健康成长	jkii
健康长寿	jkiu
艰苦努力	jknl
健康状况	jkvk
计量单位	jldw
举例说明	jlum
纪律严明	jlym
金缕玉衣	jlyy
经贸关系	jmgx
经贸合作	jmhz
紧密结合	jmjh
今明两年	jmln
今明两天	jmlt
紧密联系	jmlx
精密仪器	jmyq
缉拿归案	jnga
节能降耗	jnjh
今年年底	jnnd
今年年初	jnni
江南水乡	jnux
今年以来	jnyl
金瓯无缺	jowq
鸡皮鹤发	jphf
将勤补拙	jqbv
机器翻译	jqfy
桀犬吠尧	jqfy
究其根源	jqgy
架桥铺路	jqpl
尽其所有	jqsy
极其重要	jqvy
技巧运动	jqyd
交浅言深	jqyu
究其原因	jqyy
精锐部队	jrbd
济弱扶倾	jrfq
兼弱攻昧	jrgm
静如处女	jrin
金融机构	jrjg
矫若惊龙	jrjl
经人介绍	jrju
节日快乐	jrkl
金融体制	jrtv
九儒十丐	jrug
金融市场	jrui
金融危机	jrwj
接三连四	jsls
酒色之徒	jsvt
交通安全	jtaq
久拖不办	jtbb
家庭暴力	jtbl
交通部门	jtbm
具体表现	jtbx
交通法规	jtfg
具体分析	jtfx
交通工具	jtgj
交通管制	jtgv
交通规则	jtgz
家庭环境	jthj
家庭成员	jtiy
家庭教师	jtju
几天几夜	jtjy
具体来说	jtlu
假途灭虢	jtmg
具体内容	jtnr
具体情况	jtqk
集体宿舍	jtsu
交通事故	jtug
家庭生活	jtuh
今天上午	jtuw
家庭主妇	jtvf
交通秩序	jtvx
进退无门	jtwm
具体问题	jtwt
就汤下面	jtxm
今天下午	jtxw
交通要道	jtyd
具体意见	jtyj
具体要求	jtyq
家庭影院	jtyy
具体做法	jtzf
家庭作业	jtzy
金山词霸	jucb
精神财富	jucf
精神动力	judl
结绳而治	juev
精神分裂	jufl
技术革命	jugm
坚守岗位	jugw
技术革新	jugx
技术改造	jugz
技术含量	juhl
技术创新	juix
技术监督	jujd
精神境界	jujj
技术开发	jukf
军事力量	jull
精神面貌	jumm
九十年代	jund
精神内耗	junh
几十年来	junl
劫数难逃	junt
技术培训	jupx
惊蛇入草	jurc
技术人才	jurc
技术人员	jury
精神损失	jusu
金石丝竹	jusv
军事思想	jusx
技术推广	jutg
精神失常	juui
精神世界	juuj
精神食粮	juul
技术水平	juup
极少数人	juur
技术指标	juvb
济世之才	juvc
技术指导	juvd
技术支持	juvi
技术转让	juvr
及时止损	juvs
精神状态	juvt
精神支柱	juvv
精神污染	juwr
技术优势	juyu
就是因为	juyw
军事演习	juyx
技术咨询	juzx
见诸报端	jvbd
尽忠报国	jvbg
建筑材料	jvcl
聚众赌博	jvdb
竞争对手	jvdu
建筑工地	jvgd
价值观念	jvgn
建筑结构	jvjg
竞争激烈	jvjl
尽忠尽职	jvjv
竞争机制	jvjv
集中力量	jvll
建筑面积	jvmj
竞争能力	jvnl
价值取向	jvqx
禁止通行	jvtx
见诸行动	jvxd
剪烛西窗	jvxi
禁止吸烟	jvxy
见者有份	jvyf
建筑艺术	jvyu
泾渭不分	jwbf
聚蚊成雷	jwil
积微成著	jwiv
据我所知	jwsv
见危授命	jwum
极为重要	jwvy
经文纬武	jwww
江心补漏	jxbl
精心策划	jxch
今昔对比	jxdb
进行到底	jxdd
家弦户诵	jxhs
解析几何	jxjh
急需解决	jxjj
继续加强	jxjq
继续前进	jxqj
机械设备	jxub
寄希望于	jxwy
金相玉质	jxyv
甲乙丙丁	jybd
教育部门	jybm
绝缘材料	jycl
假以辞色	jycs
经验丰富	jyff
教育方针	jyfv
教育改革	jygg
基因工程	jygi
教育工作	jygz
寄予厚望	jyhw
积羽沉舟	jyiv
就业机会	jyjh
加以解决	jyjj
经验交流	jyjl
疾言遽色	jyjs
敬业精神	jyju
经营机制	jyjv
经验教训	jyjx
极有可能	jykn
将遇良材	jylc
近一年来	jynl
节约能源	jyny
解衣推食	jytu
教育体制	jytv
交易市场	jyui
教育水平	jyup
教育事业	jyuy
教育质量	jyvl
经院哲学	jyvx
鸡鸭鱼肉	jyyr
经验总结	jyzj
金印紫绶	jyzu
尖嘴薄舌	jzbu
机组人员	jzry
恐怖分子	kbfz
可不可能	kbkn
快步流星	kblx
阔步前进	kbqj
跬步千里	kbql
恐怖事件	kbuj
空白支票	kbvp
恐怖袭击	kbxj
口不应心	kbyx
恐怖组织	kbzv
扩大会议	kdhy
宽大处理	kdil
扩大开放	kdkf
宽大政策	kdvc
宽打窄用	kdvy
渴而掘井	kejj
困而学之	kexv
客服电话	kfdh
克服困难	kfkn
狂蜂浪蝶	kfld
开发利用	kfly
开放系统	kfxt
客观存在	kgcz
开国大典	kgdd
客观规律	kggl
客观条件	kgtj
客观实际	kguj
客观事实	kguu
客观真理	kgvl
客观需要	kgxy
客观原因	kgyy
客户经理	khjl
抗洪救灾	khjz
抗洪抢险	khqx
考核制度	khvd
开除党籍	kidj
开除公职	kigv
抗拒从严	kjcy
科技发明	kjfm
快捷方式	kjfu
扩建工程	kjgi
科技革命	kjgm
科技含量	kjhl
科技创新	kjix
科技进步	kjjb
科技开发	kjkf
科技人才	kjrc
科技人员	kjry
坎井之蛙	kjvw
科技兴邦	kjxb
恐惧心理	kjxl
苦苦哀求	kkaq
款款而谈	kket
刻苦学习	kkxx
考虑不周	klbv
颗粒归仓	klgc
快乐源泉	klyq
开门办学	kmbx
开幕典礼	kmdl
宽猛相济	kmxj
快马一鞭	kmyb
可能发生	knfu
克难攻坚	kngj
科普读物	kpdw
空气质量	kqvl
空气污染	kqwr
抗日救国	krjg
快人快事	krku
看人脸色	krls
快速反应	ksfy
开拓创新	ktix
课堂教学	ktjx
空手而归	kueg
犒赏三军	kusj
口舌之争	kuvv
开展工作	kvgz
控制面板	kvmb
控制系统	kvxt
课外活动	kwhd
口无遮拦	kwvl
课外阅读	kwyd
开学典礼	kxdl
科学分析	kxfx
科学管理	kxgl
科学幻想	kxhx
科学精神	kxju
康熙来了	kxll
可心如意	kxry
科学实验	kxuy
科学知识	kxvu
科学依据	kxyj
科学研究	kxyj
康熙字典	kxzd
可以避免	kybm
科研单位	kydw
科研成果	kyig
科研经费	kyjf
科研机构	kyjg
开云见日	kyjr
科研课题	kykt
科研人员	kyry
科研项目	kyxm
枯燥乏味	kzfw
两岸三地	lasd
利弊得失	lbdu
履薄临深	lblu
力挫群雄	lcqx
劳动保护	ldbh
劳动保障	ldbv
领导干部	ldgb
掠地攻城	ldgi
劳动合同	ldht
领导机关	ldjg
领导集体	ldjt
劳动就业	ldjy
劳动能力	ldnl
劳动群众	ldqv
流动人口	ldrk
劳动人民	ldrm
零的突破	ldtp
领导水平	ldup
劳动致富	ldvf
料敌制胜	ldvu
来电显示	ldxu
利大于弊	ldyb
领导有方	ldyf
落地有声	ldyu
老大自居	ldzj
领导作用	ldzy
立法机关	lfjg
雷锋精神	lfju
浪费时间	lfuj
来犯之敌	lfvd
罗敷有夫	lfyf
流风余韵	lfyy
连滚带爬	lgdp
两国关系	lggx
老根据地	lgjd
两国人民	lgrm
立国之本	lgvb
灵活多样	lhdy
利害关系	lhgx
利害冲突	lhit
灵活机动	lhjd
灵活就业	lhjy
礼坏乐崩	lhlb
联合声明	lhum
联欢晚会	lhwh
落花无言	lhwy
林海雪原	lhxy
临床试验	liuy
累教不改	ljbg
两极分化	ljfh
垃圾分类	ljfl
腊尽春回	ljih
离家出走	ljiz
良金美玉	ljmy
浪迹萍踪	ljpz
屡建奇功	ljqg
了解情况	ljqk
临界状态	ljvt
乱扣帽子	lkmz
拉开帷幕	lkwm
冷酷无情	lkwq
伦理道德	lldd
流量密码	llmm
路柳墙花	llqh
理论体系	lltx
理论指导	llvd
来临之际	llvj
累卵之危	llvw
理论依据	llyj
力量源泉	llyq
懒懒洋洋	llyy
驴鸣犬吠	lmqf
溜门撬锁	lmqs
龙门石窟	lmuk
两难境地	lnjd
老牛舐犊	lnud
来去匆匆	lqcc
郎情妾意	lqqy
两情相悦	lqxy
来日大难	lrdn
令人费解	lrfj
令人难忘	lrnw
令人生厌	lruy
老人与海	lryh
烈日炎炎	lryy
绿色食品	lsup
乱头粗服	ltcf
裂土分茅	ltfm
老调重谈	ltit
立体交叉	ltji
流通渠道	ltqd
两天晒网	ltuw
蓝田生玉	ltuy
领土完整	ltwv
路途遥远	ltyy
历史背景	lubj
敛声屏气	lubq
辣手摧花	luch
零售价格	lujg
孪生姐妹	lujm
老少皆宜	lujy
六十年代	lund
历史人物	lurw
历史任务	lurw
历史条件	lutj
历史事件	luuj
历史使命	luum
历史时期	luuq
历史证明	luvm
略识之无	luvw
滥杀无辜	luwg
历史文化	luwh
两世为人	luwr
历史问题	luwt
历史伟业	luwy
孪生兄弟	luxd
蓝瘦香菇	luxg
历史小说	luxu
历史悠久	luyj
立身扬名	luym
历史意义	luyy
恋栈不去	lvbq
溜之乎也	lvhy
六朝金粉	lvjf
廉政建设	lvju
隆重开幕	lvkm
联展联销	lvlx
略知皮毛	lvpm
两者之间	lvvj
另外还有	lwhy
另行安排	lxap
联系电话	lxdh
联系地址	lxdv
联系方法	lxff
流星赶月	lxgy
联系群众	lxqv
领袖人物	lxrw
另行通知	lxtv
联系实际	lxuj
领衔主演	lxvy
良性循环	lxxh
流血牺牲	lxxu
联系业务	lxyw
龙跃凤鸣	lyfm
旅游服务	lyfw
另有规定	lygd
旅游城市	lyiu
旅游景点	lyjd
聊以塞责	lysz
旅游胜地	lyud
落叶知秋	lyvq
牢狱之灾	lyvz
利用外资	lywz
兰因絮果	lyxg
忙不过来	mbgl
木雕泥塑	mdns
面带笑容	mdxr
面对现实	mdxu
名额有限	meyx
每分每秒	mfmm
命犯桃花	mfth
买方市场	mfui
模范作用	mfzy
美观大方	mgdf
没过多久	mgdj
没过几天	mgjt
名过其实	mgqu
目光如豆	mgrd
目光如鼠	mgru
美国总统	mgzt
幕后操纵	mhcz
美好生活	mhuh
貌合心离	mhxl
猛虎下山	mhxu
名花有主	mhyv
漫长岁月	misy
磨穿铁砚	mity
美籍华人	mjhr
民间团体	mjtt
妙绝时人	mjur
民间组织	mjzv
莫可究诘	mkjj
名列第一	mldy
没脸见人	mljr
满脸通红	mlth
蜜里调油	mlty
明码标价	mmbj
明目达聪	mmdc
盲目崇拜	mmib
漫漫长夜	mmiy
盲目乐观	mmlg
蒙蒙细雨	mmxy
秘密组织	mmzv
名牌产品	mpip
明确表示	mqbu
明确规定	mqgd
密切关系	mqgx
密切接触	mqji
密切联系	mqlx
密切配合	mqph
门前三包	mqsb
谋取私利	mqsl
明确提出	mqti
明确指出	mqvi
目前为止	mqwv
密切相关	mqxg
明确要求	mqyq
茫然不解	mrbj
面如傅粉	mrff
美如冠玉	mrgy
面如冠玉	mrgy
蓦然回首	mrhu
盲人瞎马	mrxm
漫天飞舞	mtfw
漫天飞雪	mtfx
煤炭工业	mtgy
埋头工作	mtgz
明天上午	mtuw
蒙头转向	mtvx
明天下午	mtxw
妙手丹青	mudq
名声大噪	mudz
迷失方向	mufx
民事诉讼	muss
猫鼠同眠	mutm
魔兽争霸	muvb
没事找事	muvu
名实相符	muxf
明正典刑	mvdx
民主法治	mvfv
民主管理	mvgl
某种程度	mvid
民主监督	mvjd
民主建设	mvju
民主集中	mvjv
昧着良心	mvlx
民主评议	mvpy
民主权利	mvql
民主生活	mvuh
民主制度	mvvd
民主政治	mvvv
某种原因	mvyy
某种意义	mvyy
民主作风	mvzf
民主自由	mvzy
美味佳肴	mwjy
目无全牛	mwqn
某些地区	mxdq
某些方面	mxfm
面向全国	mxqg
明显提高	mxtg
面向社会	mxuh
面向未来	mxwl
木秀于林	mxyl
没有办法	mybf
贸易壁垒	mybl
密云不雨	myby
没有必要	myby
民意调查	mydv
某一方面	myfm
民用航空	myhk
名优产品	myip
暮云春树	myiu
民营经济	myjj
妙语解颐	myjy
没有经验	myjy
没有看见	mykj
贸易逆差	myni
卖淫嫖娼	mypi
民营企业	myqy
马仰人翻	myrf
名誉扫地	mysd
贸易市场	myui
贸易顺差	myui
蒙冤受屈	myuq
贸易争端	myvd
贸易中心	myvx
贸易往来	mywl
没有想到	myxd
没有下文	myxw
没有资格	myzg
民族独立	mzdl
民族复兴	mzfx
民族工业	mzgy
民族利益	mzly
民族矛盾	mzmd
民族平等	mzpd
民族团结	mztj
民族政策	mzvc
民族振兴	mzvx
民族文化	mzwh
满足要求	mzyq
民族资本	mzzb
内部矛盾	nbmd
年度报告	ndbg
脑洞大开	nddk
年度计划	ndjh
男儿本色	nebs
难分高下	nfgx
女服务员	nfwy
难割难舍	ngnu
浓厚兴趣	nhxq
那还用说	nhyu
酿成大祸	nidh
能近取譬	njqp
内紧外松	njws
努力奋斗	nlfd
努力提高	nltg
努力学习	nlxx
纳米材料	nmcl
那么回事	nmhu
纳米技术	nmju
男女双方	nnuf
镍氢电池	nqdi
逆取顺守	nquu
年轻一代	nqyd
疑人不用	nrby
内容简介	nrjj
内容提要	nrty
疑人勿用	nrwy
泥塑木雕	nsmd
脑体倒挂	ntdg
南太平洋	ntpy
拿糖作醋	ntzc
捏手捏脚	nunj
年少轻狂	nuqk
能征惯战	nvgv
年终总结	nvzj
内外勾结	nwgj
你行你上	nxnu
内心深处	nxui
内心世界	nxuj
拟于不伦	nybl
农业部门	nybm
难以避免	nybm
农业工人	nygr
难以解决	nyjj
农业技术	nyju
农业机械	nyjx
农业科技	nykj
难以理解	nylj
农业生产	nyui
奶油小生	nyxu
难以想象	nyxx
难以自拔	nyzb
内在联系	nzlx
那怎么行	nzmh
蹑足潜踪	nzqz
挪作他用	nzty
欧姆定律	omdl
普遍存在	pbcz
蓬勃发展	pbfv
普遍规律	pbgl
拍板成交	pbij
普遍认为	pbrw
普遍意义	pbyy
破财免灾	pcmz
皮糙肉厚	pcrh
平等竞争	pdjv
判断能力	pdnl
剖腹藏珠	pfcv
贫富差距	pfij
批发价格	pfjg
颇费周折	pfvv
颇感兴趣	pgxq
蓬户瓮牖	phwy
陪吃陪喝	piph
判处死刑	pisx
片甲不回	pjbh
平均工资	pjgz
平均气温	pjqw
平均速度	pjsd
平均寿命	pjum
平均水平	pjup
贫困地区	pkdq
批量生产	plui
平面几何	pmjh
批评指正	ppvv
贫穷落后	pqlh
迫切需要	pqxy
迫切要求	pqyq
平头百姓	ptbx
普通教育	ptjy
颇受欢迎	puhy
屏声息气	puxq
品竹弹丝	pvds
平整土地	pvtd
评选活动	pxhd
咆哮如雷	pxrl
旁系血亲	pxxq
泼油救火	pyjh
破衣烂衫	pylu
贫嘴贱舌	pzju
萍踪浪迹	pzlj
乞哀告怜	qagl
区别对待	qbdd
取保候审	qbhu
情比金坚	qbjj
情不可却	qbkq
千百年来	qbnl
七步之才	qbvc
强大动力	qddl
驱动精灵	qdjl
全党全国	qdqg
全党同志	qdtv
前段时间	qduj
穷当益坚	qdyj
取大优先	qdyx
倾耳而听	qeet
起伏不定	qfbd
秋风过耳	qfge
巧发奇中	qfqv
全副武装	qfwv
怯防勇战	qfyv
全国各地	qggd
全国冠军	qggj
强干弱枝	qgrv
窃国者侯	qgvh
窃钩者诛	qgvv
气候变化	qhbh
前后夹击	qhgj
权衡利弊	qhlb
切合实际	qhuj
秋毫之末	qhvm
恰好相反	qhxf
前后左右	qhzy
青春年少	qinu
奇迹般地	qjbd
乞浆得酒	qjdj
前景广阔	qjgk
秦镜高悬	qjgx
情见乎辞	qjhc
前紧后松	qjhs
琴剑飘零	qjpl
情见势屈	qjuq
欺君误国	qjwg
欺君罔上	qjwu
清洁卫生	qjwu
清净无为	qjww
抢救无效	qjwx
千金小姐	qjxj
弃甲曳兵	qjyb
千军易得	qjyd
取精用弘	qjyh
情况汇报	qkhb
请客送礼	qksl
穷寇勿追	qkwv
其利断金	qldj
强烈反对	qlfd
强烈反响	qlfx
秦楼楚馆	qlig
权力机关	qljg
强烈抗议	qlky
骑驴觅驴	qlml
强烈谴责	qlqz
勤劳致富	qlvf
侵略战争	qlvv
歧路亡羊	qlwy
权力下放	qlxf
千虑一得	qlyd
勤劳勇敢	qlyg
强烈要求	qlyq
千虑一失	qlyu
全面发展	qmfv
全面贯彻	qmgi
全面建设	qmju
青年才俊	qncj
全盘西化	qpxh
轻裘肥马	qqfm
前清后欠	qqhq
千千静听	qqjt
权钱交易	qqjy
其情可悯	qqkm
切切私语	qqsy
全然不顾	qrbg
全然不知	qrbv
前松后紧	qshj
情随事迁	qsuq
其他方面	qtfm
全体会议	qthy
全体成员	qtiy
亲生父母	qufm
亲生骨肉	qugr
亲身经历	qujl
秦时明月	qumy
七十年代	qund
怯声怯气	quqq
欺上罔下	quwx
求胜心切	quxq
翘首以盼	quyp
强制措施	qvcu
枪支弹药	qvdy
全职儿女	qven
群众观点	qvgd
欠债还钱	qvhq
群众监督	qvjd
群众基础	qvji
期中考试	qvku
群众路线	qvlx
强制执行	qvvx
其中之一	qvvy
情至义尽	qvyj
群众意见	qvyj
屈指一算	qvys
清者自清	qvzq
曲终奏雅	qvzy
轻舞飞扬	qwfy
奇文共赏	qwgu
权威人士	qwru
其味无穷	qwwq
青鞋布袜	qxbw
情绪价值	qxjv
抢险救灾	qxjz
倾心吐胆	qxtd
缺心少肺	qxuf
企业管理	qygl
秋月春花	qyih
区域经济	qyjj
穷原竟委	qyjw
千岩竞秀	qyjx
七月流火	qylh
巧言如簧	qyrh
气焰熏天	qyxt
翘足而待	qzed
亲自出马	qzim
强作解人	qzjr
如臂使指	rbuv
日不暇给	rbxg
如此等等	rcdd
人才出众	rciv
人才交流	rcjl
人才培养	rcpy
人才市场	rcui
如此说来	rcul
人存政举	rcvj
人多地少	rddu
人到中年	rdvn
如堕烟海	rdyh
如风过耳	rfge
人非木石	rfmu
任何国家	rhgj
人喊马嘶	rhms
任何情况	rhqk
任何时候	rhuh
如何是好	rhuh
如椽大笔	ridb
日常工作	rigz
日常生活	riuh
人艰不拆	rjbi
如解倒悬	rjdx
软件工程	rjgi
人机交互	rjjh
人机界面	rjjm
人间清醒	rjqx
人见人爱	rjra
如胶如漆	rjrq
人间蒸发	rjvf
人急智生	rjvu
入境问俗	rjws
人皆有之	rjyv
人口老化	rklh
人口普查	rkpi
人口增长	rkzi
热烈欢迎	rlhy
如狼牧羊	rlmy
人脸识别	rlub
人类社会	rluh
热烈掌声	rlvu
人力物力	rlwl
人力资源	rlzy
人民公仆	rmgp
热门话题	rmht
人民群众	rmqv
人民生活	rmuh
人民幸福	rmxf
人莫予毒	rmyd
任其发展	rqfv
热情似火	rqsh
热情周到	rqvd
人人平等	rrpd
惹人喜爱	rrxa
人人有责	rryz
肉跳心惊	rtxj
人设崩塌	rubt
入室操戈	rucg
人声嘈杂	rucz
人身攻击	rugj
人生如寄	rurj
人生如戏	rurx
人生哲学	ruvx
人手一册	ruyc
日升月恒	ruyh
认真负责	rvfz
入主出奴	rvin
认真思考	rvsk
认真学习	rvxx
认真做好	rvzh
人微权轻	rwqq
人亡物在	rwwz
日往月来	rwyl
热线电话	rxdh
任贤使能	rxun
日削月割	rxyg
软硬不吃	rybi
日月重光	ryig
