汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
镬	huo	4	0	0	4	有已分配证据；仍须结合待分配量
镭	lei	35	0	0	35	有已分配证据；仍须结合待分配量
镮	huan	0	0	1	1	未观测到分配证据；不等于实际零频
镯	zhuo	200	0	0	200	有已分配证据；仍须结合待分配量
镰	lian	71	0	0	71	有已分配证据；仍须结合待分配量
镱	yi	0	0	0	0	未观测到分配证据；不等于实际零频
镲	cha	0	0	0	0	未观测到分配证据；不等于实际零频
镳	biao	87	0	0	87	有已分配证据；仍须结合待分配量
镴	la	0	0	4	4	未观测到分配证据；不等于实际零频
镵	chan	0	0	0	0	未观测到分配证据；不等于实际零频
镶	xiang	136	0	1	137	有已分配证据；仍须结合待分配量
长	chang	6125	0	13234	42599	有已分配证据；仍须结合待分配量
长	zhang	23240	0	13234	42599	有已分配证据；仍须结合待分配量
门	men	25403	0	509	25912	有已分配证据；仍须结合待分配量
闩	shuan	41	0	0	41	有已分配证据；仍须结合待分配量
闪	shan	3374	0	36	3410	有已分配证据；仍须结合待分配量
闫	yan	0	0	0	0	未观测到分配证据；不等于实际零频
闭	bi	10059	0	0	10059	有已分配证据；仍须结合待分配量
问	wen	64370	0	5	64375	有已分配证据；仍须结合待分配量
闯	chuang	1844	0	0	1844	有已分配证据；仍须结合待分配量
闰	run	6	0	0	6	有已分配证据；仍须结合待分配量
闱	wei	1	0	0	1	有已分配证据；仍须结合待分配量
闲	xian	1999	0	4	2003	有已分配证据；仍须结合待分配量
闳	hong	0	0	0	0	未观测到分配证据；不等于实际零频
间	jian	60039	0	11	60050	有已分配证据；仍须结合待分配量
闵	min	41	0	8	49	有已分配证据；仍须结合待分配量
闶	kang	0	0	0	0	未观测到分配证据；不等于实际零频
闷	men	1183	0	0	1183	有已分配证据；仍须结合待分配量
闸	zha	189	0	0	189	有已分配证据；仍须结合待分配量
闹	nao	3033	0	25	3058	有已分配证据；仍须结合待分配量
闺	gui	130	0	0	130	有已分配证据；仍须结合待分配量
闻	wen	7781	0	5	7786	有已分配证据；仍须结合待分配量
闼	ta	0	0	0	0	未观测到分配证据；不等于实际零频
闽	min	0	0	0	0	未观测到分配证据；不等于实际零频
闾	lv	1	0	0	1	有已分配证据；仍须结合待分配量
闿	kai	0	0	0	0	未观测到分配证据；不等于实际零频
阀	fa	181	0	3	184	有已分配证据；仍须结合待分配量
阁	ge	1661	0	11	1672	有已分配证据；仍须结合待分配量
阂	he	52	0	0	52	有已分配证据；仍须结合待分配量
阃	kun	0	0	0	0	未观测到分配证据；不等于实际零频
阄	jiu	6	0	0	6	有已分配证据；仍须结合待分配量
阅	yue	625	0	0	625	有已分配证据；仍须结合待分配量
阆	lang	0	0	0	0	未观测到分配证据；不等于实际零频
阇	du	0	0	0	0	未观测到分配证据；不等于实际零频
阇	she	0	0	0	0	未观测到分配证据；不等于实际零频
阈	yu	1	0	0	1	有已分配证据；仍须结合待分配量
阉	yan	135	0	0	135	有已分配证据；仍须结合待分配量
阊	chang	0	0	0	0	未观测到分配证据；不等于实际零频
阋	xi	2	0	0	2	有已分配证据；仍须结合待分配量
阌	wen	0	0	0	0	未观测到分配证据；不等于实际零频
阍	hun	0	0	0	0	未观测到分配证据；不等于实际零频
阎	yan	31	0	1	32	有已分配证据；仍须结合待分配量
阏	yan	0	0	0	0	未观测到分配证据；不等于实际零频
阐	chan	97	0	0	97	有已分配证据；仍须结合待分配量
阑	lan	118	0	0	118	有已分配证据；仍须结合待分配量
阒	qu	0	0	0	0	未观测到分配证据；不等于实际零频
阔	kuo	403	0	27	430	有已分配证据；仍须结合待分配量
阕	que	0	0	0	0	未观测到分配证据；不等于实际零频
阖	he	6	0	0	6	有已分配证据；仍须结合待分配量
阗	tian	0	0	0	0	未观测到分配证据；不等于实际零频
阘	ta	0	0	0	0	未观测到分配证据；不等于实际零频
阙	que	5	0	1	6	有已分配证据；仍须结合待分配量
阚	kan	0	0	0	0	未观测到分配证据；不等于实际零频
阜	fu	2	0	0	2	有已分配证据；仍须结合待分配量
队	dui	26965	0	146	27111	有已分配证据；仍须结合待分配量
阡	qian	7	0	6	13	有已分配证据；仍须结合待分配量
阪	ban	111	0	3	114	有已分配证据；仍须结合待分配量
阮	ruan	15	0	0	15	有已分配证据；仍须结合待分配量
阱	jing	600	0	0	600	有已分配证据；仍须结合待分配量
防	fang	6469	0	171	6640	有已分配证据；仍须结合待分配量
阳	yang	4178	0	22	4200	有已分配证据；仍须结合待分配量
阴	yin	3252	0	3	3255	有已分配证据；仍须结合待分配量
阵	zhen	2419	0	10	2429	有已分配证据；仍须结合待分配量
阶	jie	1534	0	6	1540	有已分配证据；仍须结合待分配量
阻	zu	5382	0	0	5382	有已分配证据；仍须结合待分配量
阼	zuo	0	0	0	0	未观测到分配证据；不等于实际零频
阽	dian	0	0	0	0	未观测到分配证据；不等于实际零频
阿	a	9602	3031	5832	15489	有已分配证据；仍须结合待分配量
阿	e	55	0	5832	15489	有已分配证据；仍须结合待分配量
陀	tuo	251	0	0	251	有已分配证据；仍须结合待分配量
陂	pi	0	0	0	0	未观测到分配证据；不等于实际零频
附	fu	4217	0	10	4227	有已分配证据；仍须结合待分配量
际	ji	7355	0	0	7355	有已分配证据；仍须结合待分配量
陆	liu	0	0	112	2197	未观测到分配证据；不等于实际零频
陆	lu	2085	75	112	2197	有已分配证据；仍须结合待分配量
陇	long	1	0	0	1	有已分配证据；仍须结合待分配量
陈	chen	1455	0	7	1462	有已分配证据；仍须结合待分配量
陉	xing	0	0	0	0	未观测到分配证据；不等于实际零频
陋	lou	470	0	0	470	有已分配证据；仍须结合待分配量
陌	mo	1328	0	0	1328	有已分配证据；仍须结合待分配量
降	jiang	3232	409	24	4045	有已分配证据；仍须结合待分配量
降	xiang	789	126	24	4045	有已分配证据；仍须结合待分配量
陎	shu	0	0	0	0	未观测到分配证据；不等于实际零频
限	xian	3132	0	5	3137	有已分配证据；仍须结合待分配量
陑	er	0	0	0	0	未观测到分配证据；不等于实际零频
陔	gai	0	0	0	0	未观测到分配证据；不等于实际零频
陕	shan	1	0	1	2	有已分配证据；仍须结合待分配量
陛	bi	1183	0	0	1183	有已分配证据；仍须结合待分配量
陞	sheng	0	0	0	0	未观测到分配证据；不等于实际零频
陟	zhi	1	0	0	1	有已分配证据；仍须结合待分配量
陡	dou	62	0	0	62	有已分配证据；仍须结合待分配量
院	yuan	13559	0	5	13564	有已分配证据；仍须结合待分配量
除	chu	16192	0	43	16235	有已分配证据；仍须结合待分配量
陧	nie	0	0	0	0	未观测到分配证据；不等于实际零频
陨	yun	269	0	22	291	有已分配证据；仍须结合待分配量
险	xian	13154	0	27	13181	有已分配证据；仍须结合待分配量
陪	pei	7005	0	0	7005	有已分配证据；仍须结合待分配量
陬	zou	0	0	0	0	未观测到分配证据；不等于实际零频
陲	chui	7	0	0	7	有已分配证据；仍须结合待分配量
陴	pi	1	0	0	1	有已分配证据；仍须结合待分配量
陵	ling	127	0	1	128	有已分配证据；仍须结合待分配量
陶	tao	634	228	75	709	有已分配证据；仍须结合待分配量
陷	xian	3142	0	0	3142	有已分配证据；仍须结合待分配量
隃	shu	0	0	0	0	未观测到分配证据；不等于实际零频
隅	yu	20	0	0	20	有已分配证据；仍须结合待分配量
隆	long	1483	0	242	1725	有已分配证据；仍须结合待分配量
隈	wei	0	0	0	0	未观测到分配证据；不等于实际零频
隋	sui	1	0	0	1	有已分配证据；仍须结合待分配量
隍	huang	0	0	0	0	未观测到分配证据；不等于实际零频
随	sui	12248	0	0	12248	有已分配证据；仍须结合待分配量
隐	yin	4228	0	1	4229	有已分配证据；仍须结合待分配量
隔	ge	2609	0	0	2609	有已分配证据；仍须结合待分配量
隗	wei	0	0	0	0	未观测到分配证据；不等于实际零频
隘	ai	58	0	0	58	有已分配证据；仍须结合待分配量
隙	xi	168	0	0	168	有已分配证据；仍须结合待分配量
障	zhang	2089	0	0	2089	有已分配证据；仍须结合待分配量
隧	sui	511	0	6	517	有已分配证据；仍须结合待分配量
隩	ao	0	0	0	0	未观测到分配证据；不等于实际零频
隰	xi	0	0	0	0	未观测到分配证据；不等于实际零频
隳	hui	0	0	0	0	未观测到分配证据；不等于实际零频
隶	li	836	0	0	836	有已分配证据；仍须结合待分配量
隹	zhui	0	0	0	0	未观测到分配证据；不等于实际零频
隺	he	0	0	0	0	未观测到分配证据；不等于实际零频
隼	sun	27	0	0	27	有已分配证据；仍须结合待分配量
隽	juan	2	2	11	13	有已分配证据；仍须结合待分配量
难	nan	31432	0	2	31434	有已分配证据；仍须结合待分配量
雀	qiao	0	0	66	400	未观测到分配证据；不等于实际零频
雀	que	334	0	66	400	有已分配证据；仍须结合待分配量
雁	yan	18	0	0	18	有已分配证据；仍须结合待分配量
雄	xiong	3617	0	24	3641	有已分配证据；仍须结合待分配量
雅	ya	2913	0	200	3113	有已分配证据；仍须结合待分配量
集	ji	11359	0	44	11403	有已分配证据；仍须结合待分配量
雇	gu	4898	0	0	4898	有已分配证据；仍须结合待分配量
雉	zhi	8	0	0	8	有已分配证据；仍须结合待分配量
雊	gou	0	0	0	0	未观测到分配证据；不等于实际零频
雌	ci	221	0	0	221	有已分配证据；仍须结合待分配量
雍	yong	44	0	0	44	有已分配证据；仍须结合待分配量
雎	ju	0	0	0	0	未观测到分配证据；不等于实际零频
雏	chu	110	0	2	112	有已分配证据；仍须结合待分配量
雒	luo	0	0	0	0	未观测到分配证据；不等于实际零频
雕	diao	843	0	15	858	有已分配证据；仍须结合待分配量
雠	chou	0	0	0	0	未观测到分配证据；不等于实际零频
雨	yu	3156	0	33	3189	有已分配证据；仍须结合待分配量
雩	yu	0	0	0	0	未观测到分配证据；不等于实际零频
雪	xue	3711	0	20	3731	有已分配证据；仍须结合待分配量
雯	wen	24	0	10	34	有已分配证据；仍须结合待分配量
雱	pang	0	0	0	0	未观测到分配证据；不等于实际零频
雳	li	184	0	2	186	有已分配证据；仍须结合待分配量
零	ling	2295	0	42	2337	有已分配证据；仍须结合待分配量
雷	lei	8391	0	1457	9848	有已分配证据；仍须结合待分配量
雹	bao	36	0	0	36	有已分配证据；仍须结合待分配量
雾	wu	853	0	3	856	有已分配证据；仍须结合待分配量
需	xu	46611	0	0	46611	有已分配证据；仍须结合待分配量
霁	ji	0	0	0	0	未观测到分配证据；不等于实际零频
霄	xiao	98	0	0	98	有已分配证据；仍须结合待分配量
霅	zha	0	0	0	0	未观测到分配证据；不等于实际零频
霆	ting	73	0	0	73	有已分配证据；仍须结合待分配量
震	zhen	2442	0	1	2443	有已分配证据；仍须结合待分配量
霈	pei	0	0	0	0	未观测到分配证据；不等于实际零频
霉	mei	1157	0	0	1157	有已分配证据；仍须结合待分配量
霍	huo	1894	0	683	2577	有已分配证据；仍须结合待分配量
霎	sha	7	0	10	17	有已分配证据；仍须结合待分配量
霏	fei	0	0	0	0	未观测到分配证据；不等于实际零频
霓	ni	47	0	31	78	有已分配证据；仍须结合待分配量
霖	lin	3	0	1	4	有已分配证据；仍须结合待分配量
霜	shuang	395	0	0	395	有已分配证据；仍须结合待分配量
霞	xia	39	0	0	39	有已分配证据；仍须结合待分配量
霨	wei	0	0	0	0	未观测到分配证据；不等于实际零频
霪	yin	0	0	0	0	未观测到分配证据；不等于实际零频
霭	ai	3	0	0	3	有已分配证据；仍须结合待分配量
霰	xian	33	1	7	40	有已分配证据；仍须结合待分配量
露	lou	815	0	1660	5762	有已分配证据；仍须结合待分配量
露	lu	3287	0	1660	5762	有已分配证据；仍须结合待分配量
霸	ba	1041	0	3	1044	有已分配证据；仍须结合待分配量
霹	pi	187	0	0	187	有已分配证据；仍须结合待分配量
霾	mai	34	0	0	34	有已分配证据；仍须结合待分配量
青	qing	3081	0	26	3107	有已分配证据；仍须结合待分配量
靓	jing	0	0	283	288	未观测到分配证据；不等于实际零频
靓	liang	5	0	283	288	有已分配证据；仍须结合待分配量
靖	jing	10	0	0	10	有已分配证据；仍须结合待分配量
静	jing	11353	0	94	11447	有已分配证据；仍须结合待分配量
靛	dian	12	0	0	12	有已分配证据；仍须结合待分配量
非	fei	38834	0	609	39443	有已分配证据；仍须结合待分配量
靠	kao	9411	0	0	9411	有已分配证据；仍须结合待分配量
靡	mi	97	0	0	97	有已分配证据；仍须结合待分配量
面	mian	66997	0	18	67015	有已分配证据；仍须结合待分配量
靥	ye	15	0	0	15	有已分配证据；仍须结合待分配量
革	ge	1013	56	30	1043	有已分配证据；仍须结合待分配量
靬	qian	0	0	0	0	未观测到分配证据；不等于实际零频
靰	wu	0	0	0	0	未观测到分配证据；不等于实际零频
靳	jin	2	0	1	3	有已分配证据；仍须结合待分配量
靴	xue	685	0	0	685	有已分配证据；仍须结合待分配量
靶	ba	246	0	0	246	有已分配证据；仍须结合待分配量
靸	sa	0	0	0	0	未观测到分配证据；不等于实际零频
靺	mo	0	0	0	0	未观测到分配证据；不等于实际零频
靼	da	25	0	0	25	有已分配证据；仍须结合待分配量
靽	ban	0	0	0	0	未观测到分配证据；不等于实际零频
靿	yao	0	0	0	0	未观测到分配证据；不等于实际零频
鞁	bei	0	0	0	0	未观测到分配证据；不等于实际零频
鞅	yang	0	0	0	0	未观测到分配证据；不等于实际零频
鞋	xie	4939	0	15	4954	有已分配证据；仍须结合待分配量
鞍	an	96	0	0	96	有已分配证据；仍须结合待分配量
鞑	da	51	0	0	51	有已分配证据；仍须结合待分配量
鞒	qiao	0	0	0	0	未观测到分配证据；不等于实际零频
鞔	man	0	0	0	0	未观测到分配证据；不等于实际零频
鞘	qiao	5	0	35	40	有已分配证据；仍须结合待分配量
鞘	shao	0	0	35	40	未观测到分配证据；不等于实际零频
鞠	ju	195	0	0	195	有已分配证据；仍须结合待分配量
鞡	la	0	0	0	0	未观测到分配证据；不等于实际零频
鞣	rou	1	0	0	1	有已分配证据；仍须结合待分配量
鞧	qiu	0	0	0	0	未观测到分配证据；不等于实际零频
鞨	he	0	0	0	0	未观测到分配证据；不等于实际零频
鞫	ju	0	0	0	0	未观测到分配证据；不等于实际零频
鞬	jian	0	0	0	0	未观测到分配证据；不等于实际零频
鞭	bian	312	0	0	312	有已分配证据；仍须结合待分配量
鞮	di	0	0	0	0	未观测到分配证据；不等于实际零频
鞯	jian	0	0	0	0	未观测到分配证据；不等于实际零频
鞲	gou	0	0	0	0	未观测到分配证据；不等于实际零频
鞳	ta	0	0	0	0	未观测到分配证据；不等于实际零频
鞴	bei	0	0	0	0	未观测到分配证据；不等于实际零频
韂	chan	0	0	0	0	未观测到分配证据；不等于实际零频
韦	wei	1308	0	351	1659	有已分配证据；仍须结合待分配量
韧	ren	168	0	1	169	有已分配证据；仍须结合待分配量
韨	fu	0	0	0	0	未观测到分配证据；不等于实际零频
韩	han	1491	0	120	1611	有已分配证据；仍须结合待分配量
韪	wei	1	0	0	1	有已分配证据；仍须结合待分配量
韫	yun	0	0	0	0	未观测到分配证据；不等于实际零频
韬	tao	1	0	1	2	有已分配证据；仍须结合待分配量
韭	jiu	8	0	0	8	有已分配证据；仍须结合待分配量
音	yin	17725	0	504	18229	有已分配证据；仍须结合待分配量
韵	yun	389	0	1	390	有已分配证据；仍须结合待分配量
韶	shao	5	0	1	6	有已分配证据；仍须结合待分配量
