行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
92037	艾米莉·狄金森	1	ai4/yi4 mi3 li4 #di2 jin1 sen1	aimili*dijinsen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92038	艾米莉·狄金森比	1	ai4/yi4 mi3 li4 #di2 jin1 sen1 bi3	aimili*dijinsenbi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92039	艾米莉·迪金森	1	ai4/yi4 mi3 li4 #di2 jin1 sen1	aimili*dijinsen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92040	艾米里·杜瓦尔	1	ai4/yi4 mi3 li3 #du4 wa3/wa4 er3	aimili*duwaer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92041	艾米里亚诺·马奎斯	1	ai4/yi4 mi3 li3 ya4 nuo4 #ma3 kui2 si1	aimiliyanuo*makuisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92042	艾米里奥	1	ai4/yi4 mi3 li3 ao4	aimiliao				待分配	证据不足或仍冲突；待分配	
92043	艾索尔·摩曼	1	ai4/yi4 suo3 er3 #ma1/mo2 man4	aisuoer*moman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92044	艾维塔尔	1	ai4/yi4 wei2 da5/ta3 er3	aiweitaer				待分配	证据不足或仍冲突；待分配	
92045	艾维士	1	ai4/yi4 wei2 shi4	aiweishi				待分配	证据不足或仍冲突；待分配	
92046	艾维士普里斯	1	ai4/yi4 wei2 shi4 pu3 li3 si1	aiweishipulisi				待分配	证据不足或仍冲突；待分配	
92047	艾维士的山姆菲力普	1	ai4/yi4 wei2 shi4 de5/di2/di4 shan1 mu3 fei1/fei3 li4 pu3	aiweishideshanmufeilipu				待分配	证据不足或仍冲突；待分配	
92048	艾维思	1	ai4/yi4 wei2 sai1/si1	aiweisi				待分配	证据不足或仍冲突；待分配	
92049	艾维拉·格雷	1	ai4/yi4 wei2 la1/la2/la3/la4 #ge1/ge2 lei2	aiweila*gelei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92050	艾维斯马	1	ai4/yi4 wei2 si1 ma3	aiweisima				待分配	证据不足或仍冲突；待分配	
92051	艾罗迪	1	ai4/yi4 luo1/luo2/luo5 di2	ailuodi				待分配	证据不足或仍冲突；待分配	
92052	艾美·德·侯理	1	ai4/yi4 mei3 #de2 #hou2/hou4 li3	aimei*de*houli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92053	艾美会	1	ai4/yi4 mei3 hui4/kuai4	aimeihui				待分配	证据不足或仍冲突；待分配	
92054	艾美琳恩	1	ai4/yi4 mei3 lin2 en1	aimeilinen				待分配	证据不足或仍冲突；待分配	
92055	艾肯佛	1	ai4/yi4 ken3 fo2/fu2	aikenfo				待分配	证据不足或仍冲突；待分配	
92056	艾芙琳	1	ai4/yi4 fu2 lin2	ai*lin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92057	艾芙琳·福摩宁	1	ai4/yi4 fu2 lin2 #fu2 ma1/mo2 ning2/ning4	ai*lin*fumoning				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92058	艾芳	1	ai4/yi4 fang1	aifang				待分配	证据不足或仍冲突；待分配	
92059	艾茜	1	ai4/yi4 qian4/xi1	ai*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92060	艾莉·兰博	1	ai4/yi4 li4 #lan2 bo2	aili*lanbo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92061	艾莉·布利莱德	1	ai4/yi4 li4 #bu4 li4 lai2 de2	aili*bulilaide				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92062	艾莉·迈耶斯	1	ai4/yi4 li4 #mai4 ye1/ye2 si1	aili*maiyesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92063	艾莉·黑德鲁	1	ai4/yi4 li4 #hei1 de2 lu3	aili*heidelu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92064	艾莉丝·布拉加	1	ai4/yi4 li4 si1 #bu4 la1/la2/la3/la4 jia1	ailisi*bulajia				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92065	艾莉丝麦斯	1	ai4/yi4 li4 si1 mai4 si1	ailisimaisi				待分配	证据不足或仍冲突；待分配	
92066	艾莉克拉的艾莉	1	ai4/yi4 li4 ke4 la1/la2/la3/la4 de5/di2/di4 ai4/yi4 li4	ailikeladeaili				待分配	证据不足或仍冲突；待分配	
92067	艾莉娜	1	ai4/yi4 li4 na4/nuo2	ailina				待分配	证据不足或仍冲突；待分配	
92068	艾莉安·赛德雷克	1	ai4/yi4 li4 an1 #sai4 de2 lei2 ke4	ailian*saideleike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92069	艾莉斯韦恩顿	1	ai4/yi4 li4 si1 wei2 en1 du2/dun4	ailisiweiendun				待分配	证据不足或仍冲突；待分配	
92070	艾莉森·弗伦奇	1	ai4/yi4 li4 sen1 #fu2 lun2 ji1/qi2	ailisen*fulunqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92071	艾莉艾莉	1	ai4/yi4 li4 ai4/yi4 li4	ailiaili				待分配	证据不足或仍冲突；待分配	
92072	艾莉西娅·玛库娃	1	ai4/yi4 li4 xi1 ya4 #ma3 ku4 wa2	ailixi**makuwa				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92073	艾莫雷	1	ai4/yi4 mo4 lei2	aimolei				待分配	证据不足或仍冲突；待分配	
92074	艾莫魁小	1	ai4/yi4 mo4 kui2 xiao3	aimokuixiao				待分配	证据不足或仍冲突；待分配	
92075	艾莲·佩奇	1	ai4/yi4 lian2 #pei4 ji1/qi2	ailian*peiqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92076	艾菲·施莱格	1	ai4/yi4 fei1/fei3 #shi1 lai2 ge1/ge2	aifei*shilaige				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92077	艾菲莫维奇·拉斯普亭	1	ai4/yi4 fei1/fei3 mo4 wei2 ji1/qi2 #la1/la2/la3/la4 si1 pu3 ting2	aifeimoweiqi*lasiputing				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92078	艾萨	1	ai4/yi4 sa4	aisa				待分配	证据不足或仍冲突；待分配	
92079	艾萨克·牛顿	1	ai4/yi4 sa4 ke4 #niu2 du2/dun4	aisake*niudun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92080	艾萨克·约翰逊	1	ai4/yi4 sa4 ke4 #yao1/yue1 han4 xun4	aisake*yuehanxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92081	艾萨克·麦肯	1	ai4/yi4 sa4 ke4 #mai4 ken3	aisake*maiken				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92082	艾萨山	1	ai4/yi4 sa4 shan1	aisashan				待分配	证据不足或仍冲突；待分配	
92083	艾西莫夫	1	ai4/yi4 xi1 mo4 fu1/fu2	aiximofu				待分配	证据不足或仍冲突；待分配	
92084	艾许顿	1	ai4/yi4 xu3 du2/dun4	aixudun				待分配	证据不足或仍冲突；待分配	
92085	艾赛克斯的萨森德	1	ai4/yi4 sai4 ke4 si1 de5/di2/di4 sa4 sen1 de2	aisaikesidesasende				待分配	证据不足或仍冲突；待分配	
92086	艾辛格塔	1	ai4/yi4 xin1 ge1/ge2 da5/ta3	aixingeta				待分配	证据不足或仍冲突；待分配	
92087	艾辛诺	1	ai4/yi4 xin1 nuo4	aixinnuo				待分配	证据不足或仍冲突；待分配	
92088	艾迪·伊根	1	ai4/yi4 di2 #yi1 gen1	aidi*yigen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92089	艾迪·奥利里	1	ai4/yi4 di2 #ao4 li4 li3	aidi*aolili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92090	艾迪·瑞奇林	1	ai4/yi4 di2 #rui4 ji1/qi2 lin2	aidi*ruiqilin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92091	艾迪三	1	ai4/yi4 di2 san1	aidisan				待分配	证据不足或仍冲突；待分配	
92092	艾迪付	1	ai4/yi4 di2 fu4	aidifu				待分配	证据不足或仍冲突；待分配	
92093	艾迪叔	1	ai4/yi4 di2 shu1	aidishu				待分配	证据不足或仍冲突；待分配	
92094	艾迪吉博	1	ai4/yi4 di2 ji2 bo2	aidijibo				待分配	证据不足或仍冲突；待分配	
92095	艾迪森	1	ai4/yi4 di2 sen1	aidisen				待分配	证据不足或仍冲突；待分配	
92096	艾迪索特	1	ai4/yi4 di2 suo3 te4	aidisuote				待分配	证据不足或仍冲突；待分配	
92097	艾迪莎	1	ai4/yi4 di2 sha1/suo1	aidisha				待分配	证据不足或仍冲突；待分配	
92098	艾迪飞	1	ai4/yi4 di2 fei1	aidifei				待分配	证据不足或仍冲突；待分配	
92099	艾里克·萨蒂	1	ai4/yi4 li3 ke4 #sa4 di4	ailike*sadi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92100	艾里森·斯考特	1	ai4/yi4 li3 sen1 #si1 kao3 te4	ailisen*sikaote				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92101	艾里莎·伍兹	1	ai4/yi4 li3 sha1/suo1 #wu3 ci2/zi1	ailisha*wuzi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92102	艾镇	1	ai4/yi4 zhen4	aizhen				待分配	证据不足或仍冲突；待分配	
92103	艾雷	1	ai4/yi4 lei2	ailei				待分配	证据不足或仍冲突；待分配	
92104	艾露	1	ai4/yi4 lou4/lu4	ailu				待分配	证据不足或仍冲突；待分配	
92105	艾露易	1	ai4/yi4 lou4/lu4 yi4	ailuyi				待分配	证据不足或仍冲突；待分配	
92106	艾须利	1	ai4/yi4 xu1 li4	aixuli				待分配	证据不足或仍冲突；待分配	
92107	艾马拉	1	ai4/yi4 ma3 la1/la2/la3/la4	aimala				待分配	证据不足或仍冲突；待分配	
92108	艾黎刚	1	ai4/yi4 li2 gang1	ailigang				待分配	证据不足或仍冲突；待分配	
92109	艾默特	1	ai4/yi4 mo4 te4	aimote				待分配	证据不足或仍冲突；待分配	
92110	艾默特·蒂尔	1	ai4/yi4 mo4 te4 #di4 er3	aimote*dier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92111	艾龙我	1	ai4/yi4 long2 wo3	ailongwo				待分配	证据不足或仍冲突；待分配	
92117	芙妮	1	fu2 ni1	*ni				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92118	芙安	1	fu2 an1	*an				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92119	芙薇	1	fu2 wei1	**				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92120	芚	1	#	*	chun1 | tun2			待分配	孤立多音字无语境；待分配	
92121	芝会	1	zhi1 hui4/kuai4	zhihui				待分配	证据不足或仍冲突；待分配	
92134	芬克斯塔	1	fen1 ke4 si1 da5/ta3	fenkesita				待分配	证据不足或仍冲突；待分配	
92135	芬利·迈克	1	fen1 li4 #mai4 ke4	fenli*maike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92136	芬塞克	1	fen1 sai1/sai4/se4 ke4	fensaike				待分配	证据不足或仍冲突；待分配	
92143	芭塔	1	ba1 da5/ta3	bata				待分配	证据不足或仍冲突；待分配	
92148	芭柏同	1	ba1 bai3/bo2/bo4 tong2/tong4	babaitong				待分配	证据不足或仍冲突；待分配	
92152	芭芭拉·伊	1	ba1 ba1 la1/la2/la3/la4 #yi1	babala*yi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92153	芭芭拉·史坦威	1	ba1 ba1 la1/la2/la3/la4 #shi3 tan3 wei1	babala*shitanwei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92154	芭芭拉·布什	1	ba1 ba1 la1/la2/la3/la4 #bu4 shen2/shi2	babala*bushi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92155	芭芭拉·斯坦维克	1	ba1 ba1 la1/la2/la3/la4 #si1 tan3 wei2 ke4	babala*sitanweike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92156	芭芭拉·林奇	1	ba1 ba1 la1/la2/la3/la4 #lin2 ji1/qi2	babala*linqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92157	芭芭拉·沃特兹	1	ba1 ba1 la1/la2/la3/la4 #wo4 te4 ci2/zi1	babala*wotezi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92158	芭芭拉·泰勒	1	ba1 ba1 la1/la2/la3/la4 #tai4 le4/lei1	babala*taile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92161	芭芭拉布什	1	ba1 ba1 la1/la2/la3/la4 bu4 shen2/shi2	babalabushi				待分配	证据不足或仍冲突；待分配	
92162	芭芭拉汤普森	1	ba1 ba1 la1/la2/la3/la4 shang1/tang1 pu3 sen1	babalatangpusen				待分配	证据不足或仍冲突；待分配	
92177	花氏	1	hua1 shi4/zhi1	huashi				待分配	证据不足或仍冲突；待分配	
92179	花献佛	1	hua1 xian4 fo2/fu2	huaxianfo				待分配	证据不足或仍冲突；待分配	
92192	芳草地	1	fang1 cao3 de5/di4	fangcaodi				待分配	证据不足或仍冲突；待分配	
92201	苏·坎	1	su1 #kan3	su*kan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92202	苏·彼得斯	1	su1 #bi3 de2/de5/dei3 si1	su*bidesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92203	苏·霍奇	1	su1 #huo4 ji1/qi2	su*huoqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92204	苏丁	1	su1 ding1/zheng1	suding				待分配	证据不足或仍冲突；待分配	
92205	苏万尼	1	su1 mo4/wan4 ni2	suwanni				待分配	证据不足或仍冲突；待分配	
92209	苏伦·巴考尔	1	su1 lun2 #ba1 kao3 er3	sulun*bakaoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92213	苏兹	1	su1 ci2/zi1	suzi				待分配	证据不足或仍冲突；待分配	
92217	苏和涛	1	su1 he2/he4/hu2/huo2/huo4 tao1	suhetao				待分配	证据不足或仍冲突；待分配	
92223	苏得非	1	su1 de2/de5/dei3 fei1	sudefei				待分配	证据不足或仍冲突；待分配	
92224	苏恺	1	su1 kai3	su*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92229	苏格·皮特·卡宁汉姆	1	su1 ge1/ge2 #pi2 te4 #ka3/qia3 ning2/ning4 han4 mu3	suge*pite*kaninghanmu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92233	苏洛会	1	su1 luo4 hui4/kuai4	suluohui				待分配	证据不足或仍冲突；待分配	
92235	苏珊·凯西	1	su1 shan1 #kai3 xi1	sushan*kaixi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92236	苏珊·卢奇	1	su1 shan1 #lu2 ji1/qi2	sushan*luqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92237	苏珊·史密斯	1	su1 shan1 #shi3 mi4 si1	sushan*shimisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92238	苏珊·弗	1	su1 shan1 #fu2	sushan*fu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92239	苏珊·德拉库特	1	su1 shan1 #de2 la1/la2/la3/la4 ku4 te4	sushan*delakute				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92240	苏珊·戴	1	su1 shan1 #dai4	sushan*dai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92241	苏珊·罗伯逊	1	su1 shan1 #luo1/luo2/luo5 bai3/bo2 xun4	sushan*luoboxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92242	苏珊·肖恩	1	su1 shan1 #xiao1/xiao4 en1	sushan*xiaoen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92243	苏珊·莱特	1	su1 shan1 #lai2 te4	sushan*laite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92244	苏珊·萨兰登	1	su1 shan1 #sa4 lan2 deng1	sushan*salandeng				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92245	苏珊·诺拉	1	su1 shan1 #nuo4 la1/la2/la3/la4	sushan*nuola				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92246	苏珊·赛贝塔	1	su1 shan1 #sai4 bei4 da5/ta3	sushan*saibeita				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92247	苏珊·阿格瑞兹	1	su1 shan1 #a1/a5/e1 ge1/ge2 rui4 ci2/zi1	sushan*ageruizi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92248	苏珊娜·斯米特	1	su1 shan1 na4/nuo2 #si1 mi3 te4	sushanna*simite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92249	苏珊娜·柯敏斯	1	su1 shan1 na4/nuo2 #ke1 min3 si1	sushanna*keminsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92250	苏珊娜·萨默斯	1	su1 shan1 na4/nuo2 #sa4 mo4 si1	sushanna*samosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92251	苏琪	1	su1 qi2	su*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92252	苏琪·德那利	1	su1 qi2 #de2 na1/na3/na4/nei4 li4	su**denali				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92254	苏瑾	1	su1 jin3	su*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92258	苏绮	1	su1 qi3	su*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92259	苏维阿	1	su1 wei2 a1/a5/e1	suweia				待分配	证据不足或仍冲突；待分配	
92264	苏菲·塔克	1	su1 fei1/fei3 #da5/ta3 ke4	sufei*take				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92265	苏菲·法塔尔	1	su1 fei1/fei3 #fa3 da5/ta3 er3	sufei*fataer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92266	苏菲·索罗	1	su1 fei1/fei3 #suo3 luo1/luo2/luo5	sufei*suoluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92268	苏菲亚索莉娜	1	su1 fei1/fei3 ya4 suo3 li4 na4/nuo2	sufeiyasuolina				待分配	证据不足或仍冲突；待分配	
92271	苏西那	1	su1 xi1 na1/na3/na4/nei4	suxina				待分配	证据不足或仍冲突；待分配	
92276	苏里奥提斯	1	su1 li3 ao4 di1/ti2 si1	suliaotisi				待分配	证据不足或仍冲突；待分配	
92280	苏齐松	1	su1 ji4/qi2/qi4 song1	suqisong				待分配	证据不足或仍冲突；待分配	
92281	苕叶	1	shao2/tiao2 xie2/ye4	*ye				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92282	苖	1	#	*	di2			待分配	孤立多音字无语境；待分配	
92287	苟且独生	1	gou3 ju1/qie3 du2 sheng1	gouqiedusheng				待分配	证据不足或仍冲突；待分配	
92290	若·弗林	1	re3/ruo4 #fu2 lin2	ruo*fulin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92291	若不马	1	re3/ruo4 bu2/bu4 ma3	ruobuma				待分配	证据不足或仍冲突；待分配	
92292	若乔	1	re3/ruo4 qiao2	ruoqiao				待分配	证据不足或仍冲突；待分配	
92293	若克劳福	1	re3/ruo4 ke4 lao2 fu2	ruokelaofu				待分配	证据不足或仍冲突；待分配	
92294	若加	1	re3/ruo4 jia1	ruojia				待分配	证据不足或仍冲突；待分配	
92295	若叶	1	re3/ruo4 xie2/ye4	ruoye				待分配	证据不足或仍冲突；待分配	
92296	若唐纳德	1	re3/ruo4 tang2 na4 de2	ruotangnade				待分配	证据不足或仍冲突；待分配	
92297	若大伟	1	re3/ruo4 da4/dai4 wei3	ruodawei				待分配	证据不足或仍冲突；待分配	
92298	若山姆	1	re3/ruo4 shan1 mu3	ruoshanmu				待分配	证据不足或仍冲突；待分配	
92299	若布	1	re3/ruo4 bu4	ruobu				待分配	证据不足或仍冲突；待分配	
92300	若帕	1	re3/ruo4 pa4	ruopa				待分配	证据不足或仍冲突；待分配	
92303	若杰克	1	re3/ruo4 jie2 ke4	ruojieke				待分配	证据不足或仍冲突；待分配	
92304	若比尔	1	re3/ruo4 bi3 er3	ruobier				待分配	证据不足或仍冲突；待分配	
92305	若汉德森	1	re3/ruo4 han4 de2 sen1	ruohandesen				待分配	证据不足或仍冲突；待分配	
92306	若汉默顿	1	re3/ruo4 han4 mo4 du2/dun4	ruohanmodun				待分配	证据不足或仍冲突；待分配	
92307	若汤尼	1	re3/ruo4 shang1/tang1 ni2	ruotangni				待分配	证据不足或仍冲突；待分配	
92308	若热·马提	1	re3/ruo4 re4 #ma3 di1/ti2	ruore*mati				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
92309	若珍	1	re3/ruo4 zhen1	ruozhen				待分配	证据不足或仍冲突；待分配	
92310	若田部	1	re3/ruo4 tian2 bu4	ruotianbu				待分配	证据不足或仍冲突；待分配	
92311	若留	1	re3/ruo4 liu2	ruoliu				待分配	证据不足或仍冲突；待分配	
92312	若福刚	1	re3/ruo4 fu2 gang1	ruofugang				待分配	证据不足或仍冲突；待分配	
92313	若罗勃	1	re3/ruo4 luo1/luo2/luo5 bo2	ruoluobo				待分配	证据不足或仍冲突；待分配	
92314	若肯	1	re3/ruo4 ken3	ruoken				待分配	证据不足或仍冲突；待分配	
92315	若范妮莎	1	re3/ruo4 fan4 ni1 sha1/suo1	ruofannisha				待分配	证据不足或仍冲突；待分配	
92316	若莱达	1	re3/ruo4 lai2 da2	ruolaida				待分配	证据不足或仍冲突；待分配	
92318	若连	1	re3/ruo4 lian2	ruolian				待分配	证据不足或仍冲突；待分配	
92319	若阿尔梅达	1	re3/ruo4 a1/a5/e1 er3 mei2 da2	ruoaermeida				待分配	证据不足或仍冲突；待分配	
92320	若雷	1	re3/ruo4 lei2	ruolei				待分配	证据不足或仍冲突；待分配	
92321	若雷恩	1	re3/ruo4 lei2 en1	ruoleien				待分配	证据不足或仍冲突；待分配	
